"player","age","nationality","position","team","top5","minutes_90s","Spinta","Costruttore","Interventista","Lanci_Lunghi","Falloso"
"Abdul Mumin",25,"gh GHA","DF","Rayo Vallecano","True",18.8,-0.927102498774337,-1.00073058561604,-1.41953841169657,0.282712586457832,0.200990989968241
"Aihen Muñoz",25,"es ESP","DF","Real Sociedad","True",12.5,0.334254657490992,0.217341429074621,1.54326621420996,0.83693111571059,0.27134844070399
"Nacho",33,"es ESP","DF","Real Madrid","True",19.4,-0.796859574400081,-0.388068029046469,-1.28229873143583,-1.01596544779992,0.396631572053532
"Matija Nastasić",30,"rs SRB","DF","Mallorca","True",25.1,-0.782187008620173,-0.84196222057393,-0.422410215030772,0.407734811981721,1.067412707884
"Jesús Navas",37,"es ESP","DF","Sevilla","True",22.3,1.38170253978794,0.440011329956267,-0.0495025814398199,0.852170354723739,-1.6186813015953
"Carlos Neva",27,"es ESP","DF","Granada","True",35,0.394244032046195,-0.417292333456329,-0.811068625317067,-0.622651363744288,-0.995952676226067
"Unai Núñez",26,"es ESP","DF","Celta Vigo","True",31.1,-0.829172918314462,-0.257896378227382,0.0402360685803377,1.12388467668817,0.737022024599403
"Cenk Özkacar",22,"tr TUR","DF","Valencia","True",17.8,-0.660230668117835,-0.499192472327719,-0.410591574770525,-0.111284628080655,-0.282882273005542
"Jon Pacheco",22,"es ESP","DF","Real Sociedad","True",17,-1.03427594280513,-0.155538203397725,-0.357835264475944,0.696345825714058,1.82399089874627
"Aitor Paredes",23,"es ESP","DF","Athletic Club","True",30,-1.06648244716236,-0.182853905871062,-1.51416515942894,0.0717009641889369,0.959117076909181
"Adrià Pedrosa",25,"es ESP","DF","Sevilla","True",19.5,1.38493642236766,-0.153059715185044,-0.0479553866786368,-0.331024733393489,-2.14754580629808
"Rubén Peña",32,"es ESP","DF,FW","Osasuna","True",23.2,1.61555919412516,-0.188924043446715,0.382201482250228,0.466792702852286,-0.575453383717156
"Germán Pezzella",32,"ar ARG","DF","Betis","True",30.7,-1.02236295719663,-0.955538060389267,-0.467191506231621,-0.923954027333467,0.0129606556575656
"Alejandro Pozo Pozo",24,"es ESP","DF,MF","Almería","True",10.8,1.26383926877538,0.341699289799485,0.0677595703293268,0.155437256281279,-0.0233706613194784
"Pubill",20,"es ESP","DF","Almería","True",20.9,1.02754752143886,-0.955177133737202,0.147223087366438,-0.684425625296866,-0.630043833201295
"Antonio Raillo",31,"es ESP","DF","Mallorca","True",24.4,-0.926012444053642,-0.492571380451514,-0.828177512429184,-0.289307463028133,1.0545487560424
"Sergio Ramos",37,"es ESP","DF","Sevilla","True",28,-1.07889811394261,0.124797352537451,-0.144922714108313,0.976445888279182,0.608082785451484
"Chadi Riad",20,"ma MAR","DF","Betis","True",24,-1.01656932288875,-1.29159450412253,-0.588855407956757,-1.69024444404159,-0.416994143151657
"Diego Rico",30,"es ESP","DF","Getafe","True",28.2,0.662613513442088,0.600952976311654,1.32033196539648,1.94169531971428,0.234512020144349
"Rodrigo Riquelme",23,"es ESP","DF,MF","Atlético Madrid","True",17,2.74963652140131,-0.175246006372517,0.918873691843496,-1.22535501141637,-2.28423739224795
"Antonio Rüdiger",30,"de GER","DF","Real Madrid","True",30.1,-1.05168750137248,-0.269237127298327,-1.26655949542707,-0.15217211262812,0.119750570534665
"Kike Salas",21,"es ESP","DF","Sevilla","True",17.8,-0.648354321241206,-0.367564695580252,0.64331293363187,-0.390737957931227,2.10104663616941
"Ricard Sánchez",23,"es ESP","DF","Granada","True",25.5,0.893400877652129,-0.170728493599309,-1.16076939152326,-0.315426144112982,-0.441511216752217
"Juanlu Sánchez",19,"es ESP","DF","Sevilla","True",13.1,2.11062938658353,0.133783183406118,3.55080747795132,-1.07815458209667,-1.41064430981937
"Manu Sánchez",22,"es ESP","DF,MF","Celta Vigo","True",19.7,0.908021043921222,-0.0520261134825253,1.43236331033586,-0.744395938795127,-0.546082299216999
"Stefan Savić",32,"me MNE","DF","Atlético Madrid","True",18.1,-0.858486719701088,-0.0662261877525824,0.09846722190776,0.506441068584467,0.383373908469692
"Carl Starfelt",28,"se SWE","DF","Celta Vigo","True",24.6,-1.03170860409841,-1.50502036051368,-0.557347056872717,-1.63631633606574,-0.208058837147935
"Álex Suárez",30,"es ESP","DF","Las Palmas","True",28.5,-0.660802041333916,-0.0232608221662917,-0.391968893693434,-0.671957282893807,0.212315978499368
"Nahuel Tenaglia",27,"ar ARG","DF","Alavés","True",12.7,0.0981157186357307,-0.478580308032937,0.732161881148868,0.603983776634224,0.0322851629504729
"Kieran Tierney",26,"sct SCO","DF","Real Sociedad","True",13.8,0.204307671359353,0.9057761457443,0.447194561297574,0.957110045318603,-1.41447169475337
"Hamari Traoré",31,"ml MLI","DF","Real Sociedad","True",25.5,0.550788080563012,0.635258128761359,-0.0529548801872847,0.677625081601523,0.118024748487517
"Martin Valjent",27,"sk SVK","DF","Mallorca","True",26.1,-0.525842724270974,-0.656568024936518,-0.64493056994768,-0.0145496686132021,0.385096290499277
"Lucas Vázquez",32,"es ESP","DF","Real Madrid","True",15.8,1.86172226253676,0.849718793197045,-0.339503302322666,-1.12103498099709,-0.600440254740321
"Daniel Vivian",24,"es ESP","DF","Athletic Club","True",32,-0.816430283467587,0.224109672468577,-0.225453880170207,0.521188833790347,0.641450151394708
"Axel Witsel",34,"be BEL","DF","Atlético Madrid","True",30.9,-0.973208157495462,-0.32683625898992,-1.08034955972731,-1.16830797776638,-0.0583033236385005
"Igor Zubeldia",26,"es ESP","DF","Real Sociedad","True",28,-1.091579255947,0.224860558389789,-0.83934330035674,0.622224319615006,1.65391192296725
"Yunis Abdelhamid",35,"ma MAR","DF","Reims","True",30.9,-0.784642825221302,-0.218388130503192,-0.103983432485058,0.52706724983274,0.0504921979000669
"Emmanuel Agbadou",26,"ci CIV","DF","Reims","True",28.8,-0.645090380135033,1.42011827773571,0.929168322022403,1.4938880021394,0.268537894201525
"Ruben Aguilar",30,"fr FRA","DF","Lens","True",21.4,1.18012983657779,1.09174584367351,0.491314855519622,-0.549847114331682,-0.851915230631657
"Leonardo Balerdi",24,"ar ARG","DF","Marseille","True",25.2,-0.961650144977179,0.868913208689548,1.64658029420965,0.95095029607705,0.671461127869563
"Melvin Bard",22,"fr FRA","DF","Nice","True",29.5,0.363822889664153,0.186436017020277,0.642619334176803,-0.405504673325404,0.491408070451524
"Jeanuël Belocian",18,"fr FRA","DF","Rennes","True",16.1,-0.537309899893107,-0.217754180889517,0.198941204723378,-0.484249540380996,-0.463615363414546
"Neto Borges",26,"br BRA","DF","Clermont Foot","True",28,0.600552217034502,-0.10080307814306,0.678617947468098,-0.959185739420333,-0.761730526601474
"Lilian Brassier",23,"fr FRA","DF","Brest","True",29.7,-1.27508560348678,0.394162073637676,-0.965435580394971,1.96891336323968,1.14975968791404
"Duje Ćaleta-Car",26,"hr CRO","DF","Lyon","True",22.1,-1.18447333259719,-0.796034294701253,-0.767368197159773,-0.28913473139537,-0.131176008065063
"Fali Candé",25,"gw GNB","DF","Metz","True",20.5,-1.03139761784527,-0.884770835217424,0.261754721844818,1.02102868079603,-0.0474829795222427
"Jean-Charles Castelletto",28,"cm CMR","DF","Nantes","True",27.4,-0.611521071280296,-0.204232345120498,-0.753345994982812,-0.41126488736167,0.611287284104117
"Maximiliano Caufriez",26,"be BEL","DF","Clermont Foot","True",18.4,-0.569509100950016,-0.762191999712364,-0.00123015027505654,-0.711716210751149,2.42057984145118
"Brendan Chardonnet",28,"fr FRA","DF","Brest","True",33,-1.06259538640389,0.221367981746304,0.520981287541549,1.39427240817972,0.621366623653868
"Jonathan Clauss",30,"fr FRA","DF","Marseille","True",23,1.41103415938279,1.2618996635813,0.428983718775889,0.845699849928854,-1.8435757428603
"Marcus Coco",27,"fr FRA","DF,FW","Nantes","True",16.5,0.731262292990016,-0.32369779277682,2.56687422591971,-0.0910750109130573,0.321475308466707
"Maxime Colin",31,"fr FRA","DF","Metz","True",20.4,-0.188390923171343,-0.42004230019882,-0.287368120454684,0.0171851918588904,-0.872466255848517
"Eray Cömert",25,"ch SUI","DF","Nantes","True",22.2,-0.973004452952746,-0.692180592084053,0.249396093623753,0.200784436753787,0.950482692506373
"Logan Costa",22,"cv CPV","DF","Toulouse","True",29.4,-0.887153407263975,0.379329817686166,-0.990220097852373,0.972501119828636,0.828354511959355
"Kevin Danso",24,"at AUT","DF","Lens","True",29.5,-0.900488599436149,0.512042145424531,-0.777430575530796,-0.0141304643384345,0.0890597399986656
"Dante",39,"br BRA","DF","Nice","True",31.6,-1.01631433309711,1.9791980401089,0.187395295735261,1.16002369382399,0.962574140102235
"Thibault De Smet",25,"be BEL","DF","Reims","True",20.3,0.0539643642892316,0.0922576719467643,1.73953155308098,-0.14959783197538,1.56577134782844
"Thomas Delaine",31,"fr FRA","DF,MF","Strasbourg","True",22.7,1.10704103972152,-0.847948804439363,0.0646615636549984,-0.542620197206379,0.630954150812484
"Mikkel Desler",28,"dk DEN","DF","Toulouse","True",17.2,0.653196418837717,-0.0838175149779955,-1.04150617073959,-1.57189934724553,-0.546379248448054
"Bafodé Diakité",22,"fr FRA","DF","Lille","True",18.8,-0.851990856393912,0.956564902411515,0.153878132032705,-0.42390858212099,0.110258079011843
"Moussa Diarra",22,"ml MLI","DF","Toulouse","True",15.5,-0.0526970547164353,-0.170622817985185,0.18404497075841,-0.38411511974376,0.861161334229166
"Krépin Diatta",24,"sn SEN","DF,FW","Monaco","True",13.4,1.52820009023363,1.23885795149281,2.48094361808225,0.464393028645872,-0.235802077789159
"Guela Doué",20,"ci CIV","DF","Rennes","True",13.7,1.12166992649116,0.113643142438235,0.749196811077099,-0.0899461812253541,1.14747148426952
"Thomas Foket",28,"be BEL","DF","Reims","True",20.4,0.428765330498297,-0.247726768965502,0.660485384757787,-0.418813405709434,0.440030699962402
"Przemysław Frankowski",28,"pl POL","DF","Lens","True",24.4,1.60804739047117,0.794542852658661,1.60410130487676,0.131069978853363,-0.375762283195958
"Samuel Gigot",29,"fr FRA","DF","Marseille","True",19.2,-0.785349012592378,-0.858385800482289,-0.781789891481082,-1.36960325113907,0.762997217669511
"Jonathan Gradit",30,"fr FRA","DF","Lens","True",23.5,-0.700488991925433,1.7027067511323,-0.140767670418027,1.30652058365997,1.15652422441702
"Gabriel Gudmundsson",24,"se SWE","DF,FW","Lille","True",14.1,0.923696308988313,-1.16739483036164,-0.472253978660638,-1.58646939520899,0.261162490466729
"Frederic Guilbert",28,"fr FRA","DF,MF","Strasbourg","True",27.7,-0.110293575972827,-0.19941333326123,1.40349581272293,0.389219103343672,0.571693307064862
"Achraf Hakimi",24,"ma MAR","DF","Paris S-G","True",21.5,2.40266283287803,3.3511079625748,-0.513823616035165,0.660133673623916,-1.53195864501014
"Lucas Hernández",27,"fr FRA","DF","Paris S-G","True",21.2,-0.631188853655801,1.98280894441611,1.07937805434523,1.06128016359957,0.561871987567951
"Ismaily",33,"br BRA","DF","Lille","True",27.4,0.403321787875707,0.106814889551778,0.676348421318279,-1.37958778788722,-1.23877534093306
"Ismail Jakobs",23,"sn SEN","DF","Monaco","True",16.3,1.55156914175205,-0.109434235108683,1.50434337095681,-0.140947011531297,-0.151711865125524
"Christopher Jullien",30,"fr FRA","DF","Montpellier","True",13.7,-0.966117781383477,-1.43841099338032,-0.466540823438042,-1.01040092442077,0.427478179453334
"Waren Kamanzi",22,"no NOR","DF,FW","Toulouse","True",13.2,0.555428300249422,-0.137326839906339,0.0751786107350918,-1.42623010651371,-0.718986391500259
"Boubakar Kouyaté",26,"ml MLI","DF","Montpellier","True",21.4,-1.03336229997564,-0.839613243144557,1.18578089379381,-0.191161118471592,1.79802472200328
"Kenny Lala",31,"mg MAD","DF","Brest","True",33,0.315270661045883,1.62126196378545,0.0645511038661796,2.16449039787485,-0.730186973164307
"Julien Laporte",29,"fr FRA","DF","Lorient","True",20.2,-1.25396588637028,-0.365487225244548,0.283564524273526,0.537328936738712,0.512395704451663
"Théo Le Bris",20,"fr FRA","DF,MF","Lorient","True",16.8,1.27903842409505,-0.830837812504421,0.758745245801563,-1.94465967738049,-1.93227846187257
"Gautier Lloris",28,"fr FRA","DF","Le Havre","True",30.9,-0.882647894851801,-0.718881538959201,-0.262718223009204,-0.733721442432186,0.438441477999708
"Bradley Locko",21,"fr FRA","DF","Brest","True",32.9,0.944150937661208,0.418274327074453,0.988965517763179,-0.234939114310012,-0.874151844509456
"Jordan Lotomba",24,"ch SUI","DF","Nice","True",20,0.0819066650752294,-0.439194380657909,0.0706967024908042,-1.66440278016185,-0.82393232746465
"Soungoutou Magassa",19,"fr FRA","DF,MF","Monaco","True",15,-0.687543323068918,1.25844495272954,2.38086178357306,1.36415617163515,2.49225661351849
"Ainsley Maitland-Niles",25,"eng ENG","DF,MF","Lyon","True",15.9,0.701020697821815,0.223419431322937,0.753187388958477,-0.615705060538337,-1.82029948310509
"Guillermo Maripán",29,"cl CHI","DF","Monaco","True",19.6,-1.18324713590924,-0.34771731741129,-0.244898989956222,-0.400388169566921,0.466175686888137
"Marquinhos",29,"br BRA","DF","Paris S-G","True",17.1,-1.54648566505737,2.43384370232785,-0.686412735974885,1.6282531669058,-1.03828498529717
"Clinton Mata",30,"ao ANG","DF","Lyon","True",24.7,-0.083100017667267,0.344332675811159,-0.0229640671377702,-0.515611442568271,0.483896253508178
"Chancel Mbemba",28,"cd COD","DF","Marseille","True",24.5,-0.966726279422222,0.575291770793565,-0.476122253728885,0.307262111193609,-0.130443687128196
"Facundo Medina",24,"ar ARG","DF","Lens","True",30.2,-0.321040284512518,1.91281728085357,0.928932322787221,1.29949519520013,1.48323949160351
"Loïc Nego",32,"hu HUN","DF,MF","Le Havre","True",17.3,1.00558497392416,-0.357032076300887,-0.0465604052629542,-0.861141987915665,-0.201563203703634
"Rasmus Nicolaisen",26,"dk DEN","DF","Toulouse","True",32.5,-1.18306986957975,-0.790203738160851,-0.230158956735406,-0.263614401460576,1.29695589981155
"Jake O'Brien",22,"ie IRL","DF","Lyon","True",26.3,-1.14809012661843,-0.50916084373653,-1.11203617307089,-0.242893581337557,-0.24788783220483
"Joseph Okumu",26,"ke KEN","DF","Reims","True",19.4,-1.25754471871917,1.08389758113386,0.685448419937118,2.35735895418785,0.45828091241189
"Warmed Omari",23,"fr FRA","DF","Rennes","True",23,-0.986981549845171,0.737706719257333,-0.449916953618114,0.486435891924645,0.251940190658287
"Becir Omeragic",21,"ch SUI","DF,MF","Montpellier","True",25.7,-0.656262974895826,-0.741892698329961,-0.380537879091399,-0.163135131205651,-0.28526454191882
"Christopher Operi",26,"ci CIV","DF","Le Havre","True",27.2,0.15535236898304,0.160923593178123,0.697094424775892,0.62131976433197,-0.519693365117999
"Nicolas Pallois",35,"fr FRA","DF","Nantes","True",17.7,-0.965660378401166,-0.789228337991109,0.599341427441971,0.291468826133076,0.807555792186391
"Andy Pelmard",23,"fr FRA","DF","Clermont Foot","True",33.2,-0.828065411708817,-0.481284210396574,-0.491491654164363,-0.568964041142531,-0.921337806425579
"Danilo Pereira",31,"pt POR","DF","Paris S-G","True",22.2,-1.68828221964342,2.65615277898049,-0.985536363476634,1.48698305929417,-0.096986525951807
"Lucas Perrin",24,"fr FRA","DF","Strasbourg","True",30.3,-1.20119453798366,0.0885684111676765,-0.0111020216914923,0.864986437330144,0.693483979585828
"Alexsandro Ribeiro",23,"br BRA","DF","Lille","True",24.7,-1.31062827132666,0.6349366604044,-0.361347625703733,-0.032654770456692,0.944549737548821
"Yoann Salmier",30,"gf GUF","DF","Le Havre","True",17.4,-0.664694897496855,-0.475107562334883,-0.622668032534808,-0.117773552427079,0.306993836467588
"Arouna Sangante",21,"sn SEN","DF","Le Havre","True",29.9,-0.54139030721689,-0.153686169620638,-0.304140230806473,0.523768276497154,1.97166340130912
"Tiago Santos",21,"pt POR","DF","Lille","True",26.3,1.0826803953764,0.0738229366183828,0.268295635608314,-0.227202378961878,0.428455756175007
"Marvin Senaya",22,"tg TOG","DF,MF","Strasbourg","True",23.8,0.418031961403096,-0.178859156147136,1.62292056212801,-0.314987861401436,0.900346096351379
"Wilfried Singo",22,"ci CIV","DF","Monaco","True",24.3,-0.455543900815946,1.03367565103814,-0.696517096364237,0.686703411514687,1.39562444564406
"Milan Škriniar",28,"sk SVK","DF","Paris S-G","True",18.1,-1.72806607043279,1.03797939395018,-0.353786786734951,0.300521042124573,0.157607089821726
"Gabriel Suazo",25,"cl CHI","DF","Toulouse","True",26.2,1.1447419039613,0.748198912009892,2.03248675362321,0.140316962951246,-0.772836905670936
"Abakar Sylla",20,"ci CIV","DF","Strasbourg","True",19.9,-1.08706839964384,-0.195289309328598,0.737236142457826,-0.182944108418504,1.41525358205853
"Nicolás Tagliafico",30,"ar ARG","DF","Lyon","True",23.6,0.399013626687931,0.148559972567237,0.496934444536136,-1.00338849155373,0.954971264355813
"Montassar Talbi",25,"tn TUN","DF","Lorient","True",24.5,-1.0109456382911,-0.0675769364205655,-0.31998187724691,0.11702832252917,-0.144572239938108
"Arthur Theate",23,"be BEL","DF","Rennes","True",25.5,-0.958508702683461,1.14616342818844,-0.182270423789413,0.999939859651564,-0.281115363177828
"Jean-Clair Todibo",23,"fr FRA","DF","Nice","True",29.5,-0.965769391321874,1.39354828100813,0.491141877257443,0.459357362125362,0.0157773266118386
"Souleymane Touré",20,"fr FRA","DF","Lorient","True",22.8,-0.661581946394977,-0.206369003203104,-1.32277037335912,-1.02021233780886,1.4249775537771
"Ismaël Traoré",36,"ci CIV","DF","Metz","True",24.7,-1.0595927034961,-1.38798592138733,-0.994980789565942,-0.395272674658061,0.216158750626911
"Adrien Truffert",21,"fr FRA","DF","Rennes","True",23.8,1.01374721948103,-0.0693022629346142,-0.156957150435421,-1.07457341929522,-0.477736767524039
"Matthieu Udol",27,"fr FRA","DF","Metz","True",30,0.24423834894617,-0.112418103564588,0.268086666536535,0.142270614645017,-0.241187134433014
"Vanderson",22,"br BRA","DF","Monaco","True",18.2,0.921769277147349,0.157419207191093,2.89054719509575,0.0601831154455094,2.42209655218909
"Darlin Yongwa",22,"cm CMR","DF","Lorient","True",12.9,1.37815031809845,-0.5035343102857,0.242692732916495,-0.284950359573279,0.494413265041528
"Leny Yoro",17,"fr FRA","DF","Lille","True",29.7,-1.27110400075118,-0.479239605322575,-0.686283518979813,-0.779225569026743,0.000949227783074647
"Etienne Youte Kinkoue",21,"fr FRA","DF","Le Havre","True",21.6,-1.01405489357739,-1.33107255838979,-1.46782655393818,-0.446463300712075,-0.496205269965063
"Mehdi Zeffane",31,"dz ALG","DF,MF","Clermont Foot","True",13.7,0.253651600621028,0.0344858265295034,1.08084750370716,0.168396625621883,-0.390512347076121
"Max Aarons",23,"eng ENG","DF","Bournemouth","True",13.7,0.325480615813546,-0.732170490807132,1.06152386840265,-0.705804842724641,-0.49629458157333
"Tosin Adarabioyo",25,"eng ENG","DF","Fulham","True",18,-1.25568546284435,-0.0452378060167181,-0.528083370503899,0.591461375050995,-0.300060405334124
"Nayef Aguerd",27,"ma MAR","DF","West Ham","True",20.6,-1.00282959164661,0.384804348638487,-0.658395848406333,2.09940652456712,-0.579616916017386
"Anel Ahmedhodžić",24,"ba BIH","DF","Sheffield Utd","True",29.4,-0.502072263525573,-1.62747949377718,0.128362530353967,-0.7561641851426,0.765010961641962
"Ola Aina",26,"ng NGA","DF","Nott'ham Forest","True",18.8,0.556521172947726,-0.326600873207073,0.661389756887763,-0.397638685255726,-0.403651761832866
"Rayan Aït-Nouri",22,"dz ALG","DF,MF","Wolves","True",25.9,1.0494314958613,-0.317537854192902,0.216910228433742,-1.69200189274816,-0.538464058161106
"Kristoffer Ajer",25,"no NOR","DF","Brentford","True",20.4,-0.137444602478293,-0.822882902920462,0.151343274025171,-0.20143365887977,0.435715024278737
"Manuel Akanji",28,"ch SUI","DF,MF","Manchester City","True",27.9,-0.350706688853732,1.55995392527911,-0.345946951817857,0.12270034514483,-0.728095304007951
"Nathan Aké",28,"nl NED","DF","Manchester City","True",22.7,-0.607838015461764,1.36292876917817,-1.01043910504548,-0.463302417026371,-1.10090884039564
"Trent Alexander-Arnold",24,"eng ENG","DF","Liverpool","True",23.9,1.00148364739132,4.04010649550969,2.46353392222212,4.54750516807215,-1.69615680501285
"Joachim Andersen",27,"dk DEN","DF","Crystal Palace","True",37.9,-0.788722596731203,0.542796574025237,-0.731819717138604,2.09154745330008,0.56657714675495
"Calvin Bassey",23,"ng NGA","DF","Fulham","True",25.6,-0.927651428546088,-0.807851497523301,-0.511755292989135,0.24056440442137,-0.26973928424361
"Amari'i Bell",29,"jm JAM","DF","Luton Town","True",19.1,-0.0569880504808543,-0.29749807300347,0.353256424735981,-0.172732151810213,0.0583036950325959
"Jayden Bogle",23,"eng ENG","DF","Sheffield Utd","True",31,0.427568266469986,-1.5738157685033,0.770253502888977,-0.969581165879854,0.294262643749883
"Willy Boly",32,"ci CIV","DF","Nott'ham Forest","True",16,-0.765416509344012,-1.05040768183283,1.36583687543812,0.0216361131016025,0.824391139667602
"Jarrad Branthwaite",21,"eng ENG","DF","Everton","True",34.6,-0.729540794414124,-1.33970940369292,0.311720726429021,-0.452556938285722,-0.00590250955346587
"Reece Burke",26,"eng ENG","DF","Luton Town","True",18.4,-0.343979852979846,-0.669257643009155,-0.268421757839578,0.0106781595238262,0.339166412003547
"Dan Burn",31,"eng ENG","DF","Newcastle Utd","True",30.3,-0.590738962252522,-0.668476586627623,0.588190402709812,-0.909962548201972,0.288443376416555
"Diego Carlos",30,"br BRA","DF","Aston Villa","True",20.2,-1.24093409095431,-0.162545508295184,-0.677612270521369,0.392377001806703,0.937020652105343
"Matty Cash",25,"pl POL","DF","Aston Villa","True",23.8,0.613513354865667,-0.242006922803353,1.01531463608271,-0.717572088566153,0.220230520733725
"Timothy Castagne",27,"be BEL","DF","Fulham","True",29.3,0.596685925226925,-0.369959832444618,-0.320085751940917,-1.05381732323874,-0.962847279670583
"Nathan Collins",22,"ie IRL","DF","Brentford","True",29.5,-0.613437484928919,-0.757172777095928,-0.834180010994931,0.0369728422428153,-0.827996786356643
"Levi Colwill",20,"eng ENG","DF","Chelsea","True",20,-0.224481705843232,0.0980348666749564,0.154007552350284,-0.425138728098137,0.39843498627889
"Vladimír Coufal",30,"cz CZE","DF","West Ham","True",34.8,0.650359400010611,-0.253875478136016,0.581717397284972,0.511909043439183,-0.472804051931886
"Marc Cucurella",25,"es ESP","DF","Chelsea","True",19.8,0.440079237208184,-0.315128951981226,2.14145963091108,-1.641886920816,0.589558853866823
"Diogo Dalot",24,"pt POR","DF","Manchester Utd","True",35.3,0.523747571176449,-0.023753169336931,0.53419198977545,-0.375866131367221,0.0985060097450871
"Craig Dawson",33,"eng ENG","DF","Wolves","True",24.5,-1.13601583039914,-0.881388596778609,-0.228230602043172,0.521501197877226,0.325647903682252
"Rúben Dias",26,"pt POR","DF","Manchester City","True",28.4,-1.04342366548134,1.87823859394237,-0.873901168394862,0.608714063621844,-0.199447594405501
"Lucas Digne",30,"fr FRA","DF","Aston Villa","True",26.8,1.11804602494589,-0.315412480673909,-0.21244480577045,-0.615543571452756,-0.434615867963911
"Axel Disasi",25,"fr FRA","DF","Chelsea","True",28.7,-0.796962940239914,-0.016631583962784,-0.758129266303385,-0.382761683950669,-0.430269105355323
"Matt Doherty",31,"ie IRL","DF,MF","Wolves","True",12.8,0.732911310766961,-0.87851635520687,0.113442619034031,-1.45376187805814,-0.604848994211432
"Alfie Doughty",23,"eng ENG","DF","Luton Town","True",32.5,1.22721614596169,-0.209215952267564,0.961626825655396,1.48831638903855,-0.876552711698354
"Lewis Dunk",31,"eng ENG","DF","Brighton","True",31.9,-0.915337440163356,1.1104962191765,-0.642756965031607,1.32711741487664,-0.121746206037274
"Emerson",24,"br BRA","DF","Tottenham","True",12.9,0.344572694031698,0.121224282660133,2.28233199136745,-1.64624135141008,0.289897503024258
"Jonny Evans",35,"nir NIR","DF","Manchester Utd","True",15.5,-0.739813434190932,-1.24079973720933,-0.308043339029402,-1.28663027904958,0.474306126896891
"Toti Gomes",24,"pt POR","DF","Wolves","True",30.8,-0.581720395231611,-0.766267096365693,-0.5514581626933,-0.995825825961096,0.629304864907167
"Joe Gomez",26,"eng ENG","DF","Liverpool","True",19.8,1.03142017738738,0.766403527622574,1.8977172076094,0.0909294506593033,0.111960221965246
"Marc Guéhi",23,"eng ENG","DF","Crystal Palace","True",22.5,-0.844554008175002,-0.0912280689018673,-0.704218241285932,0.543965641193934,-0.40557409705749
"Malo Gusto",20,"fr FRA","DF","Chelsea","True",19.5,1.64512570323755,0.853340408454238,1.17664454275816,-1.37819743064976,-0.540904943374994
"Joško Gvardiol",21,"hr CRO","DF","Manchester City","True",25.9,0.709298070565081,0.682633929833255,-0.33865263978237,-0.754812326916784,-0.970025888667566
"Jan Paul van Hecke",23,"nl NED","DF","Brighton","True",26.3,-1.02424911998512,1.75708836243482,0.233164308082832,0.930284836010728,-0.436084870328995
"Igor",25,"br BRA","DF","Brighton","True",18.2,-0.522100093118948,1.47140331891098,-0.0453674360984041,-0.429173533790887,0.313135349250329
"Issa Kaboré",22,"bf BFA","DF","Luton Town","True",19.2,1.15802848833991,-1.10138569327832,0.805429951120869,-0.886340525405514,0.317491676071015
"Lloyd Kelly",24,"eng ENG","DF","Bournemouth","True",17.3,0.0296450941297198,-0.295170994524772,-0.312143964898834,1.36510885221503,-0.257777941587342
"Milos Kerkez",19,"hu HUN","DF","Bournemouth","True",21.9,0.684801916567,-1.09880033566705,0.26897406480243,-0.813901210504754,-0.17598349740748
"Max Kilman",26,"eng ENG","DF","Wolves","True",38,-0.822500677053598,-0.431181841211394,-0.993061897509201,0.246182071503469,0.338635187850578
"Jakub Kiwior",23,"pl POL","DF","Arsenal","True",10.5,-0.257123857296296,0.60763401654085,0.224647316395066,-0.440522750783569,-0.294268082801851
"Ibrahima Konaté",24,"fr FRA","DF","Liverpool","True",17.5,-0.896291493381348,2.55102133913619,-0.190764071966356,1.39454579191965,1.1594273437632
"Ezri Konsa",25,"eng ENG","DF","Aston Villa","True",34.1,-0.394277548772862,-0.259437342669732,-1.1141151018296,-1.11621786323384,-0.864249381409619
"Valentino Livramento",20,"eng ENG","DF","Newcastle Utd","True",14.6,1.13360737717856,0.155962357033509,-0.489842297185203,-1.51014710752766,-2.06461688111705
"Gabriel Magalhães",25,"br BRA","DF","Arsenal","True",33.8,-0.728741100648696,-0.567057506195778,-1.25128028186808,-0.557525145944001,0.291129972399702
"Harry Maguire",30,"eng ENG","DF","Manchester Utd","True",18.4,-0.813333087313938,0.0967058752661133,-0.512056947393933,0.852263599673251,0.630287347272619
"Teden Mengi",21,"eng ENG","DF","Luton Town","True",27.4,-0.755308040524359,-1.37709242529111,-0.582786228101554,0.00985473255826586,0.832577573039685
"Tyrick Mitchell",23,"eng ENG","DF,MF","Crystal Palace","True",35.6,0.633599244000652,-0.718375097450629,0.0744708256572762,-0.901745074166838,-1.14894293675141
"Álex Moreno",30,"es ESP","DF","Aston Villa","True",11.5,1.44363173801523,-1.05087595606964,-0.23233649556571,-2.20280517703178,-0.921731524438241
"Murillo",21,"br BRA","DF","Nott'ham Forest","True",31,-0.757005916361118,-0.541126514309407,-0.67401991868008,1.0785741070923,0.675572053032275
"Vitaliy Mykolenko",24,"ua UKR","DF","Everton","True",27.4,0.305286832028456,-0.753286951089553,1.0355849638052,-0.597287455594956,-0.66138053637166
"Moussa Niakhate",27,"sn SEN","DF","Nott'ham Forest","True",16.2,-0.750015472771981,-1.18771299156103,0.0575543007676099,-0.127153457777305,-0.180728980283696
"Dara O'Shea",24,"ie IRL","DF","Burnley","True",32.1,-0.671239456896392,-0.309361147351708,-1.06591393145411,0.78392342770471,0.431749999016638
