"player","age","nationality","position","team","top5","minutes_90s","Spinta","Costruttore","Interventista","Lanci_Lunghi","Falloso"
"Toby Alderweireld",34,"be BEL","DF","Antwerp","False",28.9,-1.23251309886524,1.90462882314259,-0.595022155064707,2.42388991419366,-0.729426453267988
"Stelios Andreou",21,"cy CYP","DF","Charleroi","False",26.8,-0.814037297684754,-0.869026606814957,0.151001086316523,-0.214515006269185,0.215864408728679
"Ludwig Augustinsson",29,"se SWE","DF","Anderlecht","False",18.1,0.663224536644855,1.05941401337553,-0.160159262671119,0.282167576536282,-0.0397101461576811
"Jelle Bataille",24,"be BEL","DF","Antwerp","False",24.2,1.47362961125664,2.13538446501781,1.87067171918196,0.489866293878316,-1.29388653117988
"David Bates",26,"sct SCO","DF","Mechelen","False",23.2,-1.3311364900179,-0.341906853735957,-0.164771014194471,-0.443425019699597,0.840955369746302
"Emin Bayram",20,"tr TUR","DF","Westerlo","False",21.9,-0.92063195805918,-0.00822898901920762,1.52491745017066,0.564189857939889,1.52981075287074
"Eric Bocat",24,"fr FRA","DF,MF","Sint-Truiden","False",27.2,1.35484135370869,0.125469955716984,-0.606934584613307,-1.03872913500169,-1.24389140895693
"Jordan Bos",20,"au AUS","DF","Westerlo","False",19,1.05507685014433,-0.226268051697552,-0.103423265489677,-1.22143367495177,-0.530076345161686
"Archie Brown",21,"eng ENG","DF","Gent","False",18.3,1.9455062361336,0.220115607972155,-0.5069400913706,-0.0915480102233801,0.0980909169254663
"Christian Burgess",31,"eng ENG","DF","Union SG","False",27.5,-1.2472736577856,0.126809003774863,0.273515641788956,0.40059920957701,0.58762108568672
"Ilay Camara",20,"be BEL","DF,MF","RWD Molenbeek","False",17.8,1.28065928797511,-0.751779655375705,-0.183770025732311,-1.39779020601959,0.0528711097434893
"Elias Cobbaut",25,"be BEL","DF","Mechelen","False",24,-0.972257664983853,1.12461736696987,-1.16740870048515,1.68270905830132,-0.626102959715125
"Carlos Cuesta",24,"co COL","DF","Genk","False",22.8,-0.83678343592553,0.332816983617827,-0.613356002144682,0.305622723996437,1.29404976619117
"Jesper Daland",23,"no NOR","DF","Cercle Brugge","False",28.1,-0.43856794276009,-0.451646555248616,0.22229183545372,0.926337327005366,-0.443795230534476
"Jason Davidson",32,"au AUS","DF","Eupen","False",25.9,0.26938786812013,0.999316816610381,-0.168646923627512,1.3396278373157,-0.53903684595084
"Maxim De Cuyper",22,"be BEL","DF","Club Brugge","False",24,0.931271051626259,2.43644381531369,0.888687475561491,2.00809398705833,-1.19557119320263
"Dion De Neve",21,"be BEL","DF,MF","Kortrijk","False",21.4,1.50432163702305,-0.451960294539373,0.971102626455405,-0.549761971126027,-1.82408571870637
"Zeno Debast",19,"be BEL","DF","Anderlecht","False",27.5,-1.15080004662862,1.56889879339588,-0.446599136596039,2.68238955741706,0.574673884008543
"Moussa Djenepo",25,"ml MLI","DF,FW","Standard Liège","False",16.6,1.94984970275985,-1.16300520511305,-0.90253223216055,-2.14222280542361,0.326967974906157
"Vetle Dragsnes",29,"no NOR","DF,MF","Charleroi","False",19.5,0.779427591930133,-0.404016219063563,0.258616998894346,-1.35088826234938,-1.74144592265836
"Marlon Fossey",24,"us USA","DF","Standard Liège","False",18,1.12946316825657,-0.336635126907595,-1.21650446709242,-1.19567949760359,-1.27720817600374
"Daam Foulon",24,"be BEL","DF,MF","Mechelen","False",28.2,0.812660839340043,-0.049174909079118,0.875119205816374,-0.354473168229024,-0.523143047783507
"Bruno Godeau",31,"be BEL","DF","Sint-Truiden","False",27.5,-1.20643821449811,1.20507969346705,-0.314838493453812,1.39167833020948,0.0327520403289897
"Ismaël Kandouss",25,"ma MAR","DF","Gent","False",24,-0.806307401327001,1.0517172198537,0.885937743935605,0.881818184610258,0.0583385387735944
"Loïc Lapoussin",27,"mg MAD","DF,MF","Union SG","False",23,2.06432241852541,1.87867076133475,1.77739085118609,0.597597383513321,-1.76880825294847
"Kevin Mac Allister",25,"ar ARG","DF","Union SG","False",21,-0.658964616744207,0.253412542277299,2.11917371984658,-0.0961480475416915,1.52485789378698
"Koki Machida",25,"jp JPN","DF","Union SG","False",22.2,-0.543064919700968,1.65115697490586,1.21809628483906,0.65344968462584,0.266559727019007
"Gary Magnée",23,"be BEL","DF,MF","Eupen","False",21.8,0.775408066847372,0.135533446983359,1.26332781545083,0.759445559132796,-1.0526227333606
"Mark Mampasi",20,"ua UKR","DF","Kortrijk","False",18.9,-0.880025029365137,-0.751258232885631,-0.68864792880968,-0.308958276807792,0.723884905871505
"Isaac Mbenza",27,"be BEL","DF,FW","Charleroi","False",17.5,1.13990414445976,-0.142466646161337,-1.54035373572571,0.802583351481127,-1.91624021198578
"Mark McKenzie",24,"us USA","DF","Genk","False",20.9,-1.09567952504897,1.10952965275528,-1.28661748278119,1.22398331724042,0.505010246290632
"Brandon Mechele",30,"be BEL","DF","Club Brugge","False",29.8,-1.30021001083798,1.05295913849324,-0.137051972770253,0.865313834529867,0.641825057624796
"Nayel Mehssatou",21,"cl CHI","DF,MF","Kortrijk","False",21.4,0.498345807390188,0.0771868369130564,0.32988796609458,-0.0100487410456646,-0.0159507918710562
"Bjorn Meijer",20,"nl NED","DF","Club Brugge","False",14.9,1.67717633050149,1.21757784438786,-1.20099254063327,0.0789128400536289,-1.8987647831191
"Hamza Mendyl",25,"ma MAR","DF,MF","OH Leuven","False",16.7,0.967152158601123,-0.644022680269952,-0.720249934472193,-1.42637037922955,0.402772227729806
"Florian Miguel",26,"fr FRA","DF","OH Leuven","False",18.5,-0.222610485983638,-0.861479399099797,-0.420108934865671,-0.679117469856203,0.573133775510764
"Flávio Nazinho",20,"pt POR","DF,FW","Cercle Brugge","False",12.6,1.06837832013689,-0.560736071949948,1.66214608291142,0.768660323607879,0.912026847315998
"Roman Neustädter",35,"ru RUS","DF","Westerlo","False",23.3,-1.07017608758603,-0.152943030052467,-0.513597928357778,0.150184477680583,-0.309906559490616
"Sheyi Ojo",26,"eng ENG","DF,FW","Kortrijk","False",17.1,1.84359216084435,-0.579731802375942,-0.625354133424833,-0.641163414566752,-1.54411789017148
"Rune Paeshuyse",21,"be BEL","DF","Eupen","False",25.2,-0.537045694382854,-0.903029332143038,0.810651199397098,-0.398972546467491,0.791130326012556
"Victor Pálsson",32,"is ISL","DF","Eupen","False",30,-1.14410812930731,-0.883865241469163,-0.779762184847816,0.2647266271662,-0.783578580918879
"João Pedro Silva",24,"pt POR","DF","Kortrijk","False",28.5,-1.06478806140484,-1.48871269335047,-0.76864329843153,-0.908752112102517,0.616253722850605
"Ewoud Pletinckx",22,"be BEL","DF","OH Leuven","False",30,-0.992222722449697,-1.01768648403652,-0.72820976681094,0.198557785963305,-0.669956858217112
"Boris Popović",23,"rs SRB","DF","Cercle Brugge","False",22.2,-0.526671877659293,-1.52953939229433,-0.842591400406198,0.129667643219333,1.27721071980674
"Bryan Reynolds",22,"us USA","DF","Westerlo","False",26.2,0.870081508914555,0.549897984124985,0.0329857813523929,-0.0972309652245857,-0.893089568582951
"Žan Rogelj",23,"si SVN","DF,MF","Charleroi","False",23.2,0.867087178075158,0.290366952055166,2.04434725493108,-0.347294500737098,-1.05324611637608
"Richie Sagrado",19,"be BEL","DF,MF","OH Leuven","False",18.9,0.651797733719442,-1.14942799862024,-0.376981478705548,-1.65355434682212,-0.140397056738865
"Matisse Samoise",21,"be BEL","DF","Gent","False",25.9,1.28734236238337,0.979397427779965,2.09530905216369,0.397026785281556,0.0419426939084732
"Killian Sardella",21,"be BEL","DF","Anderlecht","False",22,0.700556239429446,-0.222010912627938,0.263653949487315,-0.526522225355213,-0.419098433179683
"Joël Schingtienne",20,"be BEL","DF","OH Leuven","False",21.7,-0.63088428308841,-1.00670384046037,-0.834269610926569,-0.996608938919029,-0.463085207604993
"Hugo Siquet",21,"be BEL","DF","Cercle Brugge","False",18,0.297808278963206,0.480761508460998,5.31756341196567,2.76865065298431,-0.634891803243077
"Matte Smets",19,"be BEL","DF","Sint-Truiden","False",30,-1.3251124043198,0.00920260503115899,-0.558201218793866,0.546393839987755,-0.632816973137173
"Jorne Spileers",18,"be BEL","DF","Club Brugge","False",22.9,-1.31251285839166,0.994666379845346,-1.16013932535816,0.776518014738716,-0.963056888676938
"Ravil Tagir",20,"tr TUR","DF","Westerlo","False",10.9,-0.880315469418121,1.14756285073964,-0.70606203493873,1.37511197272384,0.0701309761565702
"Casper Terho",20,"fi FIN","DF","Union SG","False",10.9,1.20412070102455,0.144957990493006,2.10374616916318,-0.172543680549656,0.072016491936175
"Jordan Torunarigha",25,"de GER","DF","Gent","False",20.5,-0.764152104832944,1.08781069673595,0.982232304780212,1.41990045256359,0.638528272260713
"Edgaras Utkus",23,"lt LTU","DF","Cercle Brugge","False",15.9,-0.354927095773977,-0.504705108826813,2.68750373017394,1.48791220919046,2.22417148308071
"Zeno Van den Bosch",20,"be BEL","DF","Antwerp","False",14.8,-1.17312150665317,1.75394567798901,-0.152704918686632,1.24174252015023,0.476744803329
"Yentl Van Genechten",22,"be BEL","DF","Eupen","False",17.4,0.574800477600823,-1.12226209827892,-0.274400766892721,-0.600508174671298,-1.13800349950217
"Rein Van Helden",21,"be BEL","DF","Sint-Truiden","False",27.5,-1.16075647644926,0.602826328026572,0.942832100266661,0.515553912627554,0.749019876271501
"Zinho Vanheusden",24,"be BEL","DF","Standard Liège","False",19.4,-0.879570856299222,0.668602473049591,-0.174695194552148,1.37689204930214,0.716718846563186
"Jordi Vanlerberghe",27,"be BEL","DF,MF","Mechelen","False",18.3,-0.766361658432355,1.5693162701938,1.94786983622601,2.79328860854462,-0.140388533738925
"Jan Vertonghen",36,"be BEL","DF","Anderlecht","False",26.9,-1.10095602024019,0.863085018616142,-1.36900529113009,1.93494556629657,-0.313086342022965
"Sandy Walsh",28,"id IDN","DF","Mechelen","False",16.9,0.010685218370804,0.225557748513329,-0.256600751408975,-0.317096323435073,0.268955235193829
"Tsuyoshi Watanabe",26,"jp JPN","DF","Gent","False",25.8,-1.10713873534574,0.022961569728288,-0.909871944168212,0.503744054237356,-0.39274793376845
"Emanuel Aiwum",22,"at AUT","DF","Birmingham City","False",21.6,-0.730825510107652,-1.08514130775038,0.131982509331223,-0.997067883193797,-0.183351151769535
"Semi Ajayi",29,"ng NGA","DF","West Brom","False",13.4,-0.501329367541878,0.0370832637690009,-0.558679801104972,1.31275067235919,-0.571077434973544
"Ryan Andrews",18,"eng ENG","DF,MF","Watford","False",28.6,1.07562458098405,-0.578310813992201,-0.375000316412888,-0.0922455362086595,-0.137912406432973
"Daniel Ballard",23,"nir NIR","DF","Sunderland","False",42.6,-1.07327903952888,-0.566710823369975,-0.756926515080599,-0.957008664633223,0.720469355986907
"Kyle Bartley",32,"eng ENG","DF","West Brom","False",29,-1.03469092229295,-0.42241693214285,-1.37309945315452,-0.501246816892568,-0.100096327250115
"Jan Bednarek",27,"pl POL","DF","Southampton","False",39.4,-1.16401474683913,2.05613043110372,-0.965945644428459,0.126253857100886,0.373974269482547
"Di'Shon Bernard",22,"jm JAM","DF","Sheffield Weds","False",30.3,-0.707825190046243,-1.13050448390456,-0.612576745477118,-1.16579851107262,0.616180630349239
"Jake Bidwell",30,"eng ENG","DF","Coventry City","False",22.8,0.557614955486333,-0.0373729349284243,-0.589240562050263,-0.46901575472846,-0.301592538083394
"Robbie Brady",31,"ie IRL","DF,MF","Preston","False",17.4,0.785533594275421,0.177328174827481,1.69872175546979,1.63395069883133,-0.17522059694215
"Cohen Bramall",27,"eng ENG","DF","Rotherham Utd","False",32.7,0.365046475824975,-1.32402829869413,-0.321136100893051,-0.0502593496478661,-0.940016710681833
"Callum Brittain",25,"eng ENG","DF,MF","Blackburn","False",40.3,1.29630245324106,0.94825349757987,-0.14956907566412,-0.186255588964627,-1.38605080160569
"Joe Bryan",29,"eng ENG","DF,MF","Millwall","False",16.1,0.401916290692347,-0.30136731655576,2.01463045981498,0.338014967393613,1.31593600875951
"Lee Buchanan",22,"eng ENG","DF","Birmingham City","False",30.3,0.0222195810452063,0.332822446064573,1.34981406588516,0.716408834127742,-0.067894092970001
"Cameron Burgess",27,"au AUS","DF","Ipswich Town","False",38,-0.795172215827901,0.215391837977301,-1.05923786913382,0.911118380046887,-1.04095037450698
"Sam Byram",29,"eng ENG","DF","Leeds United","False",21.5,0.903373816645518,0.534649418940685,1.09797228350379,-0.822367063597916,0.164073011097127
"Ben Cabango",23,"wls WAL","DF","Swansea City","False",32.1,-0.992367513429859,0.241181325376081,-0.0540182246458825,0.184372138241249,0.100029482385045
"Reggie Cannon",25,"us USA","DF","QPR","False",15.9,0.291166224795846,-0.408329327215435,0.831503770261877,-0.849604233209159,-0.469763653377856
"Hayden Carter",23,"eng ENG","DF","Blackburn","False",28.4,-0.731840222900742,-0.0548401925090909,0.116080541564732,0.308914832635497,1.06887944967386
"Hamza Choudhury",25,"eng ENG","DF,MF","Leicester City","False",16.4,-0.445377889236502,0.514309819759598,1.49574236998847,-1.02771644412248,0.971592571735009
"Cyrus Christie",30,"ie IRL","DF,MF","Hull City","False",14.4,0.846957305145068,0.853281223326092,-0.154044848335512,-0.623609237428628,-0.494796433515496
"Harry Clarke",22,"eng ENG","DF","Ipswich Town","False",26.2,0.359139290936902,1.75041381975636,-0.197314524989254,1.32861498134516,-0.165277694736465
"Matthew Clarke",26,"eng ENG","DF","Middlesbrough","False",20.2,-0.771492908786818,-0.615939385068677,0.113009825178766,0.41941262621341,-0.184105524921179
"Jake Clarke-Salter",25,"eng ENG","DF","QPR","False",29.6,-0.840245855322631,-1.08731632801791,-0.0392784410602203,-0.577437667479113,0.658171682882228
"Jamilu Collins",28,"ng NGA","DF","Cardiff City","False",33.2,0.285063810369785,-0.374218282280578,1.93892354164272,-0.289905460870201,-0.0665987501221997
"Steve Cook",32,"eng ENG","DF","QPR","False",34.1,-0.866831578688101,-0.610707890178909,-1.07607171961042,1.56852805547209,-0.737252346545317
"Jake Cooper",28,"eng ENG","DF","Millwall","False",44,-0.770640111157387,-0.738527429338557,-1.11846418040714,0.757889925244539,0.919177078545988
"Lewie Coyle",27,"eng ENG","DF","Hull City","False",34.4,0.397949065471349,0.341509099015397,-0.755290127565455,-0.202427447952813,-0.519095002575594
"Harry Darling",23,"eng ENG","DF","Swansea City","False",32.9,-0.42010130967435,-0.277652678971305,-0.211998196002075,-0.315459807274444,0.766704985543194
"Jay Dasilva",25,"wls WAL","DF","Coventry City","False",25.6,1.45355399703072,1.01231626173078,-0.683561913314839,-0.847442765143414,-1.63516890827927
"Leif Davis",23,"eng ENG","DF","Ipswich Town","False",42,1.30954358126412,0.555632345982451,0.242260232722146,0.775658200010468,-0.725070873856375
"Rav van den Berg",19,"nl NED","DF","Middlesbrough","False",32.1,-0.581925149376451,-0.60226602090381,-0.148631039491158,-1.56775998699792,-0.353129992958145
"Bambo Diaby",25,"sn SEN","DF","Sheffield Weds","False",25.2,-0.709880502050857,-1.5724190825173,-0.546245141828371,-1.30444738616856,-0.442692517406497
"Robert Dickie",27,"eng ENG","DF","Bristol City","False",38.9,-0.86005555379431,0.264378612877659,-0.175378123280294,0.42412055496896,-0.0498189002027421
"Shane Duffy",31,"ie IRL","DF","Norwich City","False",33.4,-0.833935715483513,-1.35771535140027,-0.81742599180552,-0.738576920431625,0.0170965262629778
"Jimmy Dunne",25,"ie IRL","DF","QPR","False",26,-0.548068217505005,-0.374406686538768,-0.612471337560093,0.167941047242891,0.796406659033761
"Joe Edwards",32,"eng ENG","DF,MF","Plymouth Argyle","False",24.1,0.0626840622792566,-0.908196087144779,1.31219899162246,-1.00670721905867,0.792239466595862
"Lukas Engel",24,"dk DEN","DF","Middlesbrough","False",27.5,0.854752037857576,0.404614731001468,1.40738169324979,0.0248935760492575,-1.22130760810085
"Milan van Ewijk",22,"nl NED","DF","Coventry City","False",34.4,1.51858437870889,0.0641722084285162,0.0870858493821063,-0.997961336934573,-1.23368350033974
"Wout Faes",25,"be BEL","DF","Leicester City","False",42.5,-0.597121477105521,1.6710777965638,-0.68707027036943,0.736706647334995,-0.224338240776514
"Akin Famewo",24,"eng ENG","DF","Sheffield Weds","False",29.2,-0.218630494439399,-0.876460922402338,0.365387548781345,-0.101570983233866,0.221993357916699
"Junior Firpo",26,"do DOM","DF","Leeds United","False",19.8,1.18594613552821,1.01403672841436,1.62293083989419,-0.650615141170639,-0.124220903869505
"Morgan Fox",29,"wls WAL","DF","QPR","False",12.8,-0.51940444474708,-0.760712294530384,-0.539890387266992,1.02553214557299,-0.877192576437278
"Dael Fry",25,"eng ENG","DF","Middlesbrough","False",28,-0.997441010760077,-0.514334032074901,-1.3242123107065,-0.821826845077481,-0.739374276883003
"Darnell Furlong",27,"eng ENG","DF","West Brom","False",43.7,0.800244211961097,0.2054776288637,-0.741671156205405,-0.044524753531584,-0.206060351834083
"Brendan Galloway",27,"zw ZIM","DF","Plymouth Argyle","False",17.5,-0.0512795223275408,-1.28188673007375,-0.130267499882832,-0.996481075105736,-0.383255679550689
"Dimitris Giannoulis",27,"gr GRE","DF","Norwich City","False",27.9,1.35763554395746,0.0267314723248032,0.571082836639749,-1.26850305233887,-0.310738585659014
"Ben Gibson",30,"eng ENG","DF","Norwich City","False",31.9,-0.926089580112597,-0.388208502547911,-1.50376828708683,-0.221386859539293,-0.0294215320593425
"Lewis Gibson",23,"eng ENG","DF","Plymouth Argyle","False",39.7,-0.781233652590628,-0.620123846681853,-0.673665562010101,-0.164844797493923,-0.627224707528316
"Brodie Gilmore",19,"nir NIR","DF","Huddersfield","False",17,0.427254116160566,-0.822909881158735,0.76778421989357,-0.658443681037759,-0.184292427562422
"Dimitris Goutas",29,"gr GRE","DF","Cardiff City","False",45.8,-1.09998925023549,-0.837965125714278,-0.794847890342777,-0.00511422277796145,0.0354638990499573
"Archie Gray",17,"eng ENG","DF,MF","Leeds United","False",40,0.424618288268034,-0.105887667650158,0.746511918806153,-1.21416489560299,-1.24165827111327
"Jacob Greaves",22,"eng ENG","DF","Hull City","False",43,-0.738951645711972,0.135239300278736,-0.159987519868755,-0.330660942515887,0.293452085091112
"Wes Harding",26,"jm JAM","DF","Millwall","False",21.2,-0.671343026773625,-1.17743945298814,-0.422235377842183,-0.637961119986187,0.109293604331178
"Taylor Harwood-Bellis",21,"eng ENG","DF","Southampton","False",38.9,-1.22352457268824,1.46651927499913,-1.06547648941567,0.791491647727483,-0.52208474336196
"Jaheim Headley",21,"eng ENG","DF,MF","Huddersfield","False",18.3,1.09636097731949,-0.59158633438509,1.08009491681438,-2.02449078449633,-0.100506496085911
"Michał Helik",27,"pl POL","DF","Huddersfield","False",40.3,-0.889933874425367,-1.12543043813278,-0.791365611453533,0.0900946579192612,0.284738595247034
"Wesley Hoedt",29,"nl NED","DF","Watford","False",44,-0.946467160853063,1.71938922646625,0.596209146124,3.85758470120463,0.7520572217472
"Ki-Jana Hoever",21,"nl NED","DF","Stoke City","False",34.1,0.576188620715376,0.460911046771823,1.25241617625524,1.00225216476082,-0.279078421194696
"Andrew Hughes",31,"wls WAL","DF","Preston","False",34.9,-0.163308118810837,0.125175739526216,0.171045219318005,0.606535075530297,0.13044531604052
"Trai Hume",21,"nir NIR","DF","Sunderland","False",45.2,0.435539155776878,0.771464652305098,2.57414202153406,-0.191100409204882,0.192617170368127
"Bashir Humphreys",20,"eng ENG","DF","Swansea City","False",21,-0.887445834843655,0.215974255441356,-0.0651761530942502,-0.0706090065557686,-0.703386257687894
"Cameron Humphreys",24,"eng ENG","DF","Rotherham Utd","False",22.5,-0.735821973304659,-1.20398405051307,-0.797026891108368,-0.677466234960857,-0.395320870628665
"Dominic Hyam",27,"sct SCO","DF","Blackburn","False",33.5,-0.892776093024128,0.045781330947834,-0.196433182875128,0.828244891402393,0.185883079722997
"Michael Ihiekwe",30,"eng ENG","DF","Sheffield Weds","False",21.4,-0.827680673807291,-1.74270415790716,-0.815721769941002,-0.956179425383199,0.220888736034336
"Dominic Iorfa",28,"eng ENG","DF","Sheffield Weds","False",19.9,-0.176700236743332,-1.30786092039384,0.63477734833504,-1.45070893587944,0.525673774578417
"Ben Jackson",22,"eng ENG","DF,MF","Huddersfield","False",14.9,0.373437917721033,-1.33189821217431,1.85907695943544,-0.375155642258448,-0.927264028968561
"Marvin Johnson",32,"eng ENG","DF,MF","Sheffield Weds","False",26.2,1.17833673493685,-0.364197962061157,-0.21348544777558,0.506346573940705,-0.880095042498647
"Alfie Jones",25,"eng ENG","DF","Hull City","False",45,-1.00841242331308,0.631452272730196,-0.900695333073965,0.173293197241509,-0.290593933131279
"James Justin",25,"eng ENG","DF","Leicester City","False",29.1,0.242179066371933,1.58931287800445,0.291484351608522,0.32053936296161,-0.537149310301254
"Osman Kakay",25,"sl SLE","DF","QPR","False",17.5,0.188636344551332,-0.520749200020735,-0.365227494150615,-0.0833968701941801,0.0904074333352544
"Kaine Kesler-Hayden",20,"eng ENG","DF,MF","Plymouth Argyle","False",19,0.751398334763373,-0.169840769634477,-0.385159957359789,-0.516802102889535,-0.440391938805814
"Josh Key",23,"eng ENG","DF,FW","Swansea City","False",24.4,1.62855534081249,0.193651322445806,0.798647911147642,-0.953427589506724,-0.949234270790531
"Cédric Kipré",26,"ci CIV","DF","West Brom","False",42.5,-0.940072892661949,-0.303126246988447,-0.257882849670395,-0.355369216143688,0.208097375238106
"Liam Kitching",23,"eng ENG","DF","Coventry City","False",24.8,-0.84332047686947,0.166944132929205,-0.228450129048704,0.525864380103356,-0.257410931335918
"Ethan Laird",22,"eng ENG","DF","Birmingham City","False",22.2,1.16139883006643,-0.564121838167723,0.61553685949935,-1.03743250397455,-0.191110503642039
"Joël Latibeaudière",23,"jm JAM","DF,MF","Coventry City","False",30.3,-0.281732786263154,0.237558912379468,0.33826598759622,-0.684485762915067,1.3944935735443
"Tom Lees",32,"eng ENG","DF","Huddersfield","False",28,-0.806065632568284,-1.04261190815634,-1.01612146088607,-0.515203687539693,-0.582623068902958
"Dexter Lembikisa",19,"jm JAM","DF","Rotherham Utd","False",22.3,0.289113171574389,-1.2976878040242,0.589936491506938,-0.389688779728343,-1.53745496775518
"Ryan Leonard",31,"eng ENG","DF","Millwall","False",30.1,-0.212096357850297,-0.11445981663576,1.77116593475757,1.60228361351292,0.702911181581695
"Jamal Lewis",25,"nir NIR","DF,MF","Watford","False",30.8,1.37331611174959,0.0431293008660252,0.744035371218999,-1.39772451042997,-1.5344153735324
"Liam Lindsay",27,"sct SCO","DF","Preston","False",45.7,-0.860324055292076,-1.20406516276151,-0.405054857573189,-0.0773832946003858,0.477644742627735
"Ryan Manning",27,"ie IRL","DF","Southampton","False",30.5,0.913895313560901,2.62950522658819,-0.0697210701827716,0.866734160436987,-0.642267385473562
"Sam McCallum",22,"eng ENG","DF","Norwich City","False",16.4,0.940073278477251,0.178595293429581,0.6170636958798,0.200519961563854,-0.810293796074248
"Mark McGuinness",22,"ie IRL","DF","Cardiff City","False",28.8,-0.93741859535012,-1.22754371794587,-0.130396208896724,-0.363809314599388,-0.622570910342195
"Sean McLoughlin",26,"ie IRL","DF","Hull City","False",13,-1.06433902610519,0.718937426074064,-1.57010528182752,0.341525137876543,-0.749948012497062
"Paddy McNair",28,"nir NIR","DF","Middlesbrough","False",19.5,-0.450938149538976,0.689505437039132,-1.00817655321346,0.245234768393756,-1.13993583564649
"Luke McNally",23,"ie IRL","DF","Stoke City","False",35.5,-0.936411512264535,-1.01472861682032,0.470767127474153,-0.425751928214957,0.366672816489512
"Dan McNamara",24,"ie IRL","DF,MF","Millwall","False",23,0.252382903940154,-1.10193105403603,0.760197428329854,-1.36104863936573,0.400164991971806
"Liam Millar",23,"ca CAN","DF,MF","Preston","False",28.3,2.02514271593035,-0.85528726479718,0.368009797046161,-1.59376910765916,-1.57900454112753
"Mickel Miller",27,"eng ENG","DF,MF","Plymouth Argyle","False",19.5,1.51537838518756,-0.172668434124337,0.902126321262025,-0.561042446904015,1.08535326915224
"Sean Morrison",32,"eng ENG","DF","Rotherham Utd","False",21.6,-0.809448235417179,-1.54761723008609,-0.481249276542253,0.0835200110352456,-0.166089556712697
"Yuta Nakayama",26,"jp JPN","DF","Huddersfield","False",18.8,-0.126327414422869,-0.320195441390597,-0.322158821230953,-0.451088628285998,-0.477101731380596
"Perry Ng",27,"eng ENG","DF","Cardiff City","False",37.8,0.319803074797949,0.465440645270288,0.876884854124568,0.102872263092706,0.0830814151425071
"Brooke Norton-Cuffy",19,"eng ENG","DF,MF","Millwall","False",25.3,1.13980815880569,-1.08212755508032,0.774017199299469,-1.03182123410734,-1.08172075500907
"Luke O'Nien",28,"eng ENG","DF","Sunderland","False",43,-0.90762168052892,1.19394232944269,-0.338957863031777,1.16884027400049,0.516394828221881
"Hakeem Odoffin",25,"eng ENG","DF,MF","Rotherham Utd","False",34.5,-0.208785339142191,-1.15510813849567,-0.204191241406082,-0.310052275770324,1.05549639845902
"Kenneth Paal",26,"sr SUR","DF","QPR","False",42.2,0.548580499198358,0.0875511420751178,0.477838554324408,-0.714365853989757,-0.792445010229836
"Liam Palmer",31,"sct SCO","DF,MF","Sheffield Weds","False",26.6,0.180833017613577,-0.469346194861749,0.0647942790035678,-0.28623856777124,0.318391371815107
"Matty Pearson",29,"eng ENG","DF","Huddersfield","False",36,-0.401724279374762,-0.959924727361532,-0.48325603012005,1.20429106994355,0.384828321435435
"Lee Peltier",36,"eng ENG","DF","Rotherham Utd","False",20.3,-0.654099471994803,-1.4467954759975,-0.218128671368403,0.106289736732805,-0.177264224595975
"Ricardo Pereira",29,"pt POR","DF,MF","Leicester City","False",36.4,0.508236224075305,0.687398333546079,1.30886298087923,-1.35026746997492,-0.258751701149192
"Matt Phillips",32,"sct SCO","DF,FW","West Brom","False",17,1.81668847317342,-0.853755896402612,-0.460687551158106,-0.949737539986483,-1.60460080879492
"Harry Pickering",24,"eng ENG","DF","Blackburn","False",33.3,0.466343663540887,0.0723796945425586,0.374975690210147,-0.296738608017381,-0.877684615614052
"Erik Pieters",34,"nl NED","DF","West Brom","False",17.5,-0.442339928241345,0.123375079349468,-0.724915894475548,-0.799376958833608,-0.586515685526867
"Julio Pleguezuelo",26,"es ESP","DF","Plymouth Argyle","False",22,-0.744608065774083,-0.750845935789655,-0.20723937217051,0.146629225753329,1.02625620913154
"Ryan Porteous",24,"sct SCO","DF","Watford","False",33.7,-0.816172915524787,0.285827900595573,1.73600331230913,0.673180650607321,1.69718252110502
"Brad Potts",29,"eng ENG","DF","Preston","False",29.5,1.2170986444834,-0.222398900973981,1.69092935503729,-0.373354597173842,-0.635133247440135
"Cameron Pring",25,"eng ENG","DF","Bristol City","False",37.8,0.829129785911709,-0.441345341475037,1.03516045803806,0.0920964022122628,0.126530177867792
"Seb Revan",20,"eng ENG","DF","Rotherham Utd","False",30.4,0.429060284940103,-1.03011484766069,0.71414818002613,-0.326051346720852,-0.671959967419165
"Haydon Roberts",21,"eng ENG","DF","Bristol City","False",13.9,0.62347688415293,1.12331788913191,-0.214002189779514,0.498574443610566,-0.2451480955799
"Joe Rodon",25,"wls WAL","DF","Leeds United","False",41.4,-1.36261950139894,0.834180688261877,-0.904678314825368,-0.252654147852954,-0.33084033349279
"Michael Rose",27,"sct SCO","DF","Stoke City","False",34.9,-0.881732472914514,-0.0374403019187255,-0.624455866810742,0.404200693753985,-0.493153298074662
"Dion Sanderson",23,"eng ENG","DF","Birmingham City","False",36.7,-0.852424409159325,-1.57754196422763,-1.17101686422343,-0.355867901382045,0.0499274088288815
"Dan Scarr",28,"eng ENG","DF","Plymouth Argyle","False",24.7,-0.984099842410352,-1.28617673259118,-0.917520301583922,0.0452388511844183,-0.27100099895169
"Francisco Sierralta",26,"cl CHI","DF,MF","Watford","False",21.9,-0.912804331990045,-0.583111336740397,0.289528135519341,-0.77762785258414,1.59661808522667
