player,age,nationality,position,team,top5,minutes_90s,Fantasista = Low,Fantasista = Average,Fantasista = High,Sacrificio = Low,Sacrificio = Average,Sacrificio = High,Prendi_Falli = Low,Prendi_Falli = Average,Prendi_Falli = High,Bomber = Low,Bomber = Average,Bomber = High,Torre = Low,Torre = Average,Torre = High
Onel Hernández,30,cu CUB,"FW,MF",Norwich City,False,13.2,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
George Hirst,24,eng ENG,FW,Ipswich Town,False,19.6,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Scott Hogan,31,ie IRL,FW,Birmingham City,False,11.2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
Jordan Hugill,31,eng ENG,FW,Rotherham Utd,False,25.9,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Omari Hutchinson,19,eng ENG,"FW,MF",Ipswich Town,False,24.4,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Adam Idah,22,ie IRL,FW,Norwich City,False,14.2,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Kelechi Iheanacho,26,ng NGA,FW,Leicester City,False,10.2,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Vakoun Issouf Bayo,26,ci CIV,FW,Watford,False,24.7,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Kayden Jackson,29,eng ENG,FW,Ipswich Town,False,10.7,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Daniel James,25,wls WAL,FW,Leeds United,False,27.6,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Isaiah Jones,24,eng ENG,FW,Middlesbrough,False,28.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Bae Junho,19,kr KOR,"FW,MF",Stoke City,False,26.6,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
Will Keane,30,ie IRL,"FW,MF",Preston,False,29.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Josh Koroma,24,sl SLE,"FW,MF",Huddersfield,False,26.9,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Emmanuel Latte Lath,24,ci CIV,FW,Middlesbrough,False,23.2,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Mehdi Léris,25,dz ALG,"FW,MF",Stoke City,False,17.6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
Jamal Lowe,29,jm JAM,"FW,MF",Swansea City,False,25.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Matheus Martins,20,br BRA,"FW,MF",Watford,False,19.6,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Stephy Mavididi,25,eng ENG,FW,Leicester City,False,39.9,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Kasey McAteer,21,eng ENG,FW,Leicester City,False,12.9,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Riley McGree,24,au AUS,"FW,MF",Middlesbrough,False,14.0,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
Yakou Méïte,27,ci CIV,FW,Cardiff City,False,23.9,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
Koji Miyoshi,26,jp JPN,"FW,MF",Birmingham City,False,27.7,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Ryan Mmaee,25,ma MAR,FW,Stoke City,False,16.7,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Andrew Moran,19,ie IRL,"FW,MF",Blackburn,False,20.6,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
Anthony Musaba,22,nl NED,"FW,MF",Sheffield Weds,False,29.1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Kevin Nisbet,26,sct SCO,FW,Millwall,False,15.5,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Sam Nombe,24,eng ENG,"FW,MF",Rotherham Utd,False,25.2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Milutin Osmajić,24,me MNE,FW,Preston,False,19.4,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Jaden Philogene Bidace,21,eng ENG,"FW,MF",Hull City,False,31.2,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Mileta Rajovic,24,dk DEN,FW,Watford,False,20.6,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
Emil Riis Jakobsen,25,dk DEN,FW,Preston,False,14.3,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Jon Rowe,20,eng ENG,"FW,MF",Norwich City,False,22.7,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Georginio Rutter,21,fr FRA,"FW,MF",Leeds United,False,41.5,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Borja Sainz,22,es ESP,FW,Norwich City,False,22.8,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Josh Sargent,23,us USA,FW,Norwich City,False,20.6,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
Ken Sema,29,se SWE,"FW,MF",Watford,False,22.3,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Arnór Sigurðsson,24,is ISL,"FW,MF",Blackburn,False,16.2,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Sam Silvera,22,au AUS,FW,Middlesbrough,False,15.2,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
Ellis Simms,22,eng ENG,FW,Coventry City,False,30.3,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Michael Smith,31,eng ENG,"FW,MF",Sheffield Weds,False,13.7,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Paul Smyth,25,nir NIR,"FW,MF",QPR,False,24.3,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
Jay Stansfield,20,eng ENG,"FW,MF",Birmingham City,False,37.1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Kamaldeen Sulemana,21,gh GHA,"FW,MF",Southampton,False,10.6,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Crysencio Summerville,21,nl NED,FW,Leeds United,False,38.9,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Mark Sykes,25,ie IRL,"FW,MF",Bristol City,False,28.7,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Sorba Thomas,23,wls WAL,"FW,MF",Huddersfield,False,38.1,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Brandon Thomas-Asante,24,gh GHA,FW,West Brom,False,30.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Adama Traoré,28,ml MLI,"FW,MF",Hull City,False,11.9,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Jamie Vardy,36,eng ENG,FW,Leicester City,False,19.6,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
André Vidigal,24,pt POR,"FW,MF",Stoke City,False,18.7,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Ben Waine,22,nz NZL,FW,Plymouth Argyle,False,10.2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Jed Wallace,29,eng ENG,"FW,MF",West Brom,False,31.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Danny Ward,31,eng ENG,FW,Huddersfield,False,12.7,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Nahki Wells,33,bm BER,FW,Bristol City,False,16.9,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Morgan Whittaker,22,eng ENG,"FW,MF",Plymouth Argyle,False,44.1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Chris Willock,25,eng ENG,"FW,MF",QPR,False,25.5,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Haji Wright,25,us USA,"FW,MF",Coventry City,False,33.0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Jerry Yates,26,eng ENG,FW,Swansea City,False,25.4,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Bobby Adekanye,24,nl NED,FW,Go Ahead Eag,False,20.0,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Chuba Akpom,27,eng ENG,"FW,MF",Ajax,False,11.7,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Pelle van Amersfoort,27,nl NED,FW,Heerenveen,False,23.7,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Thibo Baeten,21,be BEL,"FW,MF",Go Ahead Eag,False,10.1,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Johan Bakayoko,20,be BEL,FW,PSV Eindhoven,False,27.7,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Steven Berghuis,31,nl NED,"FW,MF",Ajax,False,16.0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Steven Bergwijn,25,nl NED,"FW,MF",Ajax,False,21.6,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Ruben van Bommel,18,nl NED,FW,AZ Alkmaar,False,17.2,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Othman Boussaid,23,be BEL,FW,Utrecht,False,21.9,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Amine Boutrah,22,fr FRA,FW,Vitesse,False,20.2,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Myron van Brederode,20,nl NED,FW,AZ Alkmaar,False,14.6,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Jakob Breum,19,dk DEN,FW,Go Ahead Eag,False,16.1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
Brian Brobbey,21,nl NED,FW,Ajax,False,26.7,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True
Charles-Andréas Brym,24,ca CAN,"FW,MF",Sparta R'dam,False,15.3,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Denilho Cleonise,21,nl NED,"FW,MF",RKC Waalwijk,False,20.0,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Iñigo Córdoba,26,es ESP,"FW,MF",Fortuna Sittard,False,29.2,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Couhaib Driouech,21,ma MAR,"FW,MF",Excelsior,False,21.3,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Oliver Edvardsen,24,no NOR,"FW,MF",Go Ahead Eag,False,26.1,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Victor Edvardsen,27,se SWE,FW,Go Ahead Eag,False,20.3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Mario Engels,29,de GER,"FW,MF",Heracles Almelo,False,17.8,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Derensili Fernandes,22,nl NED,"FW,MF",Excelsior,False,14.3,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Santiago Giménez,22,mx MEX,FW,Feyenoord,False,26.3,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
Roberto González,22,es ESP,"FW,MF",NEC Nijmegen,False,15.4,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Kornelius Hansen,22,no NOR,FW,Almere City,False,15.4,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Sontje Hansen,21,nl NED,FW,NEC Nijmegen,False,21.2,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
Emil Hansson,25,se SWE,"FW,MF",Heracles Almelo,False,20.9,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Luka Ivanušec,24,hr CRO,FW,Feyenoord,False,12.9,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Darius Johnson,23,gd GRN,"FW,MF",Volendam,False,13.3,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Luuk de Jong,32,nl NED,FW,PSV Eindhoven,False,30.6,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Michiel Kramer,34,nl NED,FW,RKC Waalwijk,False,20.3,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Rajiv van La Parra,32,nl NED,"FW,MF",Almere City,False,20.0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
Lazaros Lamprou,25,gr GRE,"FW,MF",Excelsior,False,18.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Tobias Lauritsen,25,no NOR,FW,Sparta R'dam,False,27.6,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Isac Lidberg,24,se SWE,FW,Utrecht,False,10.5,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Bryan Limbombe,22,be BEL,"FW,MF",Heracles Almelo,False,19.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Chris Lokesa,18,be BEL,"FW,MF",RKC Waalwijk,False,22.9,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Hirving Lozano,28,mx MEX,FW,PSV Eindhoven,False,17.1,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
David Min,24,nl NED,FW,RKC Waalwijk,False,18.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Yankuba Minteh,19,gm GAM,FW,Feyenoord,False,16.2,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
Robert Mühren,34,nl NED,FW,Volendam,False,16.5,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Younes Namli,29,dk DEN,"FW,MF",Zwolle,False,28.5,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
Camiel Neghli,21,nl NED,FW,Sparta R'dam,False,15.0,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
Ché Nunnely,24,nl NED,FW,Heerenveen,False,19.0,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Koki Ogawa,25,jp JPN,FW,NEC Nijmegen,False,24.5,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
Bilal Ould-Chikh,26,ma MAR,"FW,MF",Volendam,False,23.6,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Igor Paixão,23,br BRA,FW,Feyenoord,False,21.4,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Troy Parrott,21,ie IRL,FW,Excelsior,False,17.6,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Vangelis Pavlidis,24,gr GRE,FW,AZ Alkmaar,False,33.3,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Gyan de Regt,20,nl NED,"FW,MF",Vitesse,False,13.2,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Thomas Robinet,26,fr FRA,"FW,MF",Almere City,False,31.7,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Daan Rots,22,nl NED,FW,Twente,False,28.6,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Osame Sahraoui,22,no NOR,FW,Heerenveen,False,27.4,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Koki Saito,21,jp JPN,FW,Sparta R'dam,False,18.4,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Mohamed Sankoh,19,nl NED,FW,Heracles Almelo,False,12.1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Kodai Sano,19,jp JPN,"FW,MF",NEC Nijmegen,False,17.7,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Kaj Sierhuis,25,nl NED,FW,Fortuna Sittard,False,24.2,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
Lennart Thy,31,de GER,"FW,MF",Zwolle,False,29.7,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Malik Tillman,21,us USA,"FW,MF",PSV Eindhoven,False,17.7,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Michel Vlap,26,nl NED,FW,Twente,False,21.9,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
Patrik Wålemark,21,se SWE,FW,Heerenveen,False,13.8,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Ricky van Wolfswinkel,34,nl NED,"FW,MF",Twente,False,21.0,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Elves Baldé,23,gw GNB,"FW,MF",Farense,False,10.8,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Simon Banza,26,cd COD,FW,Braga,False,22.2,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Bachir Belloumi,21,dz ALG,"FW,MF",Farense,False,23.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Emmanuel Boateng,27,gh GHA,FW,Rio Ave,False,20.7,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
Róbert Boženík,23,sk SVK,FW,Boavista,False,28.6,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Bruma,28,pt POR,"FW,MF",Braga,False,19.1,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Arthur Cabral,25,br BRA,FW,Benfica,False,14.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jhonder Cádiz,28,ve VEN,FW,Famalicão,False,25.6,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
João Pedro Gomes Camacho,29,pt POR,"FW,MF",Moreirense,False,23.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Felippe Cardoso,24,br BRA,FW,Casa Pia,False,17.4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Ronie Carrillo,26,ec ECU,"FW,MF",Portimonense,False,14.6,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Cassiano,34,br BRA,FW,Estoril,False,17.9,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Tidjany Chabrol,21,fr FRA,"FW,MF",Gil Vicente FC,False,12.0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Clayton,24,br BRA,FW,Casa Pia,False,18.8,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Francisco Conceição,20,pt POR,"FW,MF",Porto,False,21.0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
Félix Correia,22,pt POR,FW,Gil Vicente FC,False,24.1,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Murilo Costa,28,br BRA,FW,Gil Vicente FC,False,22.1,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Ángel Di María,35,ar ARG,FW,Benfica,False,24.6,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Álvaro djaló,23,es ESP,"FW,MF",Braga,False,19.9,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Bruno Duarte,27,br BRA,FW,Farense,False,25.1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Marcus Edwards,24,eng ENG,"FW,MF",Sporting CP,False,14.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Samuel Essende,25,cd COD,FW,Vizela,False,29.6,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Evanilson,23,br BRA,FW,Porto,False,22.8,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Galeno,25,br BRA,"FW,MF",Porto,False,24.9,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Pedro Gonçalves,25,pt POR,"FW,MF",Sporting CP,False,28.6,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Cristo González,25,es ESP,"FW,MF",Arouca,False,30.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Rafik Guitane,24,fr FRA,"FW,MF",Estoril,False,30.1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Viktor Gyökeres,25,se SWE,FW,Sporting CP,False,32.4,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
Héctor,27,es ESP,FW,Chaves,False,28.8,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Ricardo Horta,28,pt POR,"FW,MF",Braga,False,26.0,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
André Inácio,21,br BRA,"FW,MF",Estrela,False,13.3,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
Léo Jabá,24,br BRA,"FW,MF",Estrela,False,24.7,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Jason,29,es ESP,"FW,MF",Arouca,False,28.5,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Sylvester Jasper,21,bg BUL,"FW,MF",Portimonense,False,18.6,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
Jo,28,br BRA,"FW,MF",Chaves,False,11.3,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
Joca,27,pt POR,"FW,MF",Rio Ave,False,19.0,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Kikas,24,pt POR,"FW,MF",Estrela,False,17.3,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Kobamelo Kodisang,23,za RSA,FW,Moreirense,False,18.0,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Matías Lacava,20,ve VEN,"FW,MF",Vizela,False,14.8,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Bruno Lourenço,25,pt POR,"FW,MF",Boavista,False,22.4,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
José Luis Rodríguez,25,pa PAN,FW,Famalicão,False,16.6,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Madson,23,br BRA,"FW,MF",Moreirense,False,14.9,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
João Mário,30,pt POR,"FW,MF",Benfica,False,26.9,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Alejandro Marqués,22,ve VEN,FW,Estoril,False,15.1,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Marco Matias,34,pt POR,"FW,MF",Farense,False,25.5,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
João Mendes,28,pt POR,"FW,MF",Vitória,False,16.0,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Rafa Mújica,24,es ESP,FW,Arouca,False,28.1,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
David Neres,26,br BRA,FW,Benfica,False,12.6,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Régis N’Do,22,bf BFA,"FW,MF",Estrela,False,11.0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Paulinho,30,pt POR,"FW,MF",Sporting CP,False,14.5,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Rúben Tiago Rodrigues Ribeiro,35,pt POR,"FW,MF",Chaves,False,18.7,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False
Abel Ruiz,23,es ESP,"FW,MF",Braga,False,21.1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Leandro Sanca,23,gw GNB,"FW,MF",Chaves,False,16.3,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Nuno Santos,24,pt POR,"FW,MF",Vitória,False,10.7,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
André Silva,26,br BRA,FW,Vitória,False,19.7,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Jota Silva,23,pt POR,"FW,MF",Vitória,False,30.9,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Yuki Soma,26,jp JPN,"FW,MF",Casa Pia,False,21.0,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Alberto Soro,24,es ESP,"FW,MF",Vizela,False,10.0,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Mehdi Taremi,31,ir IRN,"FW,MF",Porto,False,16.4,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Heriberto Tavares,26,pt POR,"FW,MF",Estoril,False,13.9,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Ronaldo Tavares,26,pt POR,FW,Estrela,False,12.8,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Francisco Trincão,23,pt POR,"FW,MF",Sporting CP,False,18.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Hélio Varela,21,cv CPV,"FW,MF",Portimonense,False,30.5,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Fabio Abiuso,20,gr GRE,"FW,MF",Modena,False,13.7,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Giuseppe Ambrosino,19,it ITA,FW,Catanzaro,False,14.1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Alessandro Arena,22,it ITA,"FW,MF",Pisa,False,17.0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
Adrian Benedyczak,22,pl POL,FW,Parma,False,20.3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Tommaso Biasci,28,it ITA,"FW,MF",Catanzaro,False,23.1,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Ange-Yoan Bonny,19,fr FRA,FW,Parma,False,22.1,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Fabio Borini,32,it ITA,"FW,MF",Sampdoria,False,16.3,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Gennaro Borrelli,23,it ITA,FW,Brescia,False,16.1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Matteo Brunori,28,it ITA,FW,Palermo,False,33.2,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Nicolò Buso,23,it ITA,FW,Calcio Lecco 1912,False,26.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Karlo Butić,24,hr CRO,FW,FeralpiSalò,False,18.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Massimo Coda,34,it ITA,FW,Cremonese,False,26.4,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
Mattia Compagnon,21,it ITA,FW,FeralpiSalò,False,17.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Patrick Cutrone,25,it ITA,FW,Como,False,27.4,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Manuel De Luca,25,it ITA,FW,Sampdoria,False,21.8,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Federico Di Francesco,29,it ITA,"FW,MF",Palermo,False,25.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Francesco Esposito,18,it ITA,FW,Spezia,False,19.8,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
Andrea Favilli,26,it ITA,FW,Ternana,False,11.3,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Aldo Florenzi,21,it ITA,"FW,MF",Cosenza,False,11.9,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Alessandro Gabrielloni,29,it ITA,"FW,MF",Como,False,21.7,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Cedric Gondo,26,ci CIV,FW,Reggiana,False,23.4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Christian Gytkjær,33,dk DEN,FW,Venezia,False,19.9,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
Pietro Iemmello,31,it ITA,FW,Catanzaro,False,27.9,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Roberto Insigne,29,it ITA,"FW,MF",Palermo,False,13.2,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
Flavio Junior Bianchi,23,it ITA,"FW,MF",Brescia,False,24.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Andrea La Mantia,32,it ITA,FW,FeralpiSalò,False,21.3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Andrea Magrassi,30,it ITA,FW,Cittadella,False,13.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Tommy Maistrello,30,it ITA,FW,Cittadella,False,10.7,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Dennis Man,24,ro ROU,FW,Parma,False,26.0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Jacopo Manconi,29,it ITA,"FW,MF",Modena,False,18.4,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Leonardo Mancuso,31,it ITA,"FW,MF",Palermo,False,10.3,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Simone Mazzocchi,24,it ITA,"FW,MF",Cosenza,False,26.5,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
Pedro Mendes,23,pt POR,FW,Ascoli,False,24.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Silvio Merkaj,25,al ALB,"FW,MF",Südtirol,False,15.6,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
