player,age,nationality,position,team,games,minutes_90s,goals,assists,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,xg_per90,xg_assist_per90,npxg_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,G-xg,npG-npxg,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_short,passes_pct_short,passes_medium,passes_pct_medium,passes_long,passes_pct_long,pass_xa,A-xa,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,passes_offsides,passes_blocked,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,blocks,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won_pct,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ahmed Abdullahi,19,ng NGA,FW,Gent,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,74.0,26.0,1.0,100.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,5.0,2.0,0.0,8.0,1.0,0.0,100.0,4.0,30.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonathan Afolabi,23,ie IRL,FW,Kortrijk,10.0,4.4,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,2.0,7.0,27.0,0.23,0.0,0.06,0.11,0.06,50.0,0.91,0.45,0.25,0.5,13.1,0.0,0.07,0.7,0.7,58.0,86.0,67.4,771.0,198.0,45.0,77.8,27.0,44.4,5.0,100.0,0.1,-0.5,4.0,5.0,3.0,0.0,84.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,0.0,0.0,1.0,0.0,126.0,3.0,10.0,62.0,56.0,11.0,126.0,4.0,25.0,75.0,97.0,629.0,141.0,3.0,0.0,19.0,6.0,99.0,10.0,4.0,3.0,0.0,0.0,0.0,13.0,8.0,5.0,61.5
Carlos Alberto,21,br BRA,"FW,MF",RWD Molenbeek,10.0,7.3,2.0,0.0,0.0,0.0,0.0,1.8,1.8,0.8,2.6,12.0,9.0,41.0,0.27,0.0,0.25,0.1,0.25,60.0,1.37,0.82,0.2,0.33,10.6,0.0,0.18,0.2,0.2,76.0,104.0,73.1,971.0,264.0,55.0,85.5,30.0,70.0,6.0,16.7,0.6,-0.8,4.0,2.0,2.0,0.0,94.0,6.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,4.0,2.0,1.5,9.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,6.0,3.0,2.0,4.0,11.0,36.4,12.0,9.0,8.0,0.0,206.0,9.0,44.0,85.0,88.0,22.0,206.0,18.0,33.3,66.7,114.0,845.0,422.0,8.0,6.0,20.0,5.0,102.0,9.0,7.0,1.0,0.0,0.0,0.0,27.0,8.0,19.0,29.6
Josimar Alcocer,19,cr CRC,"FW,MF",Westerlo,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,4.0,0.0,0.0,0.08,0.42,0.08,0.0,3.75,0.0,0.0,0.0,28.8,0.0,0.02,0.0,0.0,6.0,8.0,75.0,63.0,37.0,4.0,100.0,1.0,100.0,1.0,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,9.0,1.0,14.0,2.0,0.0,100.0,11.0,53.0,5.0,1.0,1.0,1.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Thierry Ambrose,26,gp GLP,FW,Kortrijk,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.05,0.0,0.05,0.0,1.7,0.0,0.0,0.0,19.0,0.0,0.03,0.0,0.0,11.0,15.0,73.3,156.0,75.0,8.0,62.5,4.0,75.0,1.0,100.0,0.2,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,1.0,7.0,17.0,1.0,25.0,2.0,50.0,50.0,17.0,146.0,56.0,2.0,1.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,37.5
Mohamed Amoura,23,dz ALG,FW,Union SG,23.0,15.9,17.0,2.0,1.0,5.0,0.0,10.7,9.9,2.4,12.3,79.0,30.0,175.0,1.07,0.13,0.67,0.15,0.62,45.5,4.83,2.2,0.21,0.46,16.0,0.0,0.13,6.3,6.1,220.0,367.0,59.9,3154.0,800.0,183.0,65.6,108.0,55.6,26.0,57.7,3.3,-0.4,17.0,20.0,12.0,0.0,352.0,12.0,1.0,1.0,2.0,31.0,7.0,1.0,0.0,0.0,3.0,27.0,3.58,30.0,0.0,12.0,6.0,7.0,2.0,17.0,8.0,2.0,6.0,9.0,9.0,28.0,32.1,9.0,4.0,0.0,0.0,616.0,1.0,22.0,192.0,415.0,125.0,615.0,79.0,35.4,60.8,440.0,3745.0,1762.0,32.0,52.0,46.0,20.0,424.0,12.0,15.0,11.0,1.0,0.0,0.0,62.0,9.0,37.0,19.6
Francis Amuzu,23,be BEL,FW,Anderlecht,12.0,6.3,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.5,35.0,13.0,59.0,0.47,0.0,0.16,0.24,0.16,26.3,3.01,0.79,0.16,0.6,17.8,1.0,0.05,2.0,2.0,141.0,181.0,77.9,2067.0,423.0,79.0,87.3,65.0,83.1,14.0,50.0,0.9,-1.5,9.0,5.0,10.0,4.0,169.0,12.0,4.0,0.0,0.0,22.0,5.0,3.0,1.0,0.0,0.0,8.0,3.16,9.0,1.0,1.0,5.0,4.0,0.0,6.0,2.0,2.0,1.0,3.0,4.0,6.0,66.7,3.0,1.0,2.0,0.0,256.0,5.0,20.0,88.0,156.0,26.0,256.0,24.0,54.2,33.3,205.0,1875.0,1046.0,22.0,11.0,11.0,8.0,190.0,4.0,24.0,4.0,0.0,0.0,0.0,27.0,5.0,2.0,71.4
Nilson Angulo,20,ec ECU,"FW,MF",Anderlecht,8.0,0.5,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,6.0,3.0,15.0,1.87,0.0,1.77,0.12,1.77,100.0,1.87,1.87,1.0,1.0,3.9,0.0,0.94,0.1,0.1,24.0,36.0,66.7,337.0,121.0,18.0,72.2,12.0,75.0,2.0,0.0,0.2,-0.1,1.0,2.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,54.0,1.0,3.0,15.0,38.0,13.0,54.0,6.0,33.3,33.3,37.0,359.0,214.0,3.0,4.0,5.0,1.0,32.0,1.0,4.0,2.0,0.0,0.0,0.0,10.0,1.0,2.0,33.3
Tolu Arokodare,22,ng NGA,FW,Genk,29.0,14.5,8.0,2.0,1.0,1.0,0.0,10.7,9.9,2.0,11.9,17.0,20.0,112.0,0.55,0.14,0.74,0.13,0.68,33.8,4.89,1.65,0.11,0.33,11.8,1.0,0.14,-2.7,-1.9,200.0,294.0,68.0,2546.0,442.0,166.0,71.7,82.0,69.5,11.0,54.5,1.4,0.0,19.0,12.0,5.0,0.0,290.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.03,29.0,0.0,3.0,8.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,3.0,14.0,21.4,10.0,6.0,33.0,0.0,557.0,35.0,47.0,219.0,297.0,123.0,556.0,26.0,42.3,50.0,366.0,2031.0,468.0,13.0,11.0,83.0,21.0,418.0,23.0,18.0,11.0,0.0,0.0,0.0,34.0,81.0,47.0,63.3
Felipe Augusto,19,br BRA,"FW,MF",Cercle Brugge,9.0,4.9,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9,1.9,3.0,8.0,37.0,0.2,0.2,0.2,0.18,0.2,16.7,2.43,0.41,0.08,0.5,13.8,0.0,0.08,0.0,0.0,50.0,95.0,52.6,611.0,208.0,49.0,63.3,31.0,48.4,3.0,0.0,0.6,0.1,8.0,5.0,4.0,1.0,94.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.84,10.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,6.0,33.3,10.0,1.0,4.0,0.0,160.0,0.0,10.0,58.0,93.0,31.0,160.0,7.0,42.9,57.1,87.0,433.0,101.0,1.0,2.0,17.0,5.0,101.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,20.0,44.0,31.3
Felipe Avenatti,30,uy URU,"FW,MF",Kortrijk,27.0,17.4,3.0,0.0,1.0,5.0,1.0,4.5,4.3,0.9,5.2,11.0,61.0,83.0,0.17,0.0,0.26,0.05,0.25,24.4,2.35,0.57,0.05,0.2,15.4,0.0,0.11,-1.5,-2.3,382.0,607.0,62.9,6230.0,1712.0,304.0,63.5,177.0,66.1,76.0,56.6,1.3,-0.9,13.0,52.0,13.0,0.0,583.0,21.0,2.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,3.0,13.0,2.3,27.0,1.0,3.0,4.0,3.0,2.0,16.0,11.0,2.0,10.0,4.0,7.0,19.0,36.8,10.0,6.0,25.0,0.0,807.0,30.0,95.0,455.0,265.0,58.0,806.0,19.0,57.9,42.1,559.0,3061.0,811.0,20.0,5.0,53.0,24.0,613.0,26.0,19.0,4.0,0.0,0.0,0.0,68.0,90.0,64.0,58.4
Youssouph Badji,21,sn SEN,"FW,MF",Charleroi,20.0,10.4,0.0,0.0,0.0,2.0,0.0,2.7,2.7,0.4,3.1,11.0,21.0,92.0,0.0,0.0,0.26,0.04,0.26,31.0,2.78,0.86,0.0,0.0,11.4,0.0,0.09,-2.7,-2.7,194.0,285.0,68.1,2591.0,704.0,161.0,70.2,81.0,67.9,13.0,69.2,0.8,-0.4,7.0,21.0,4.0,0.0,275.0,9.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,8.0,2.11,14.0,0.0,2.0,2.0,3.0,1.0,11.0,6.0,7.0,2.0,2.0,5.0,10.0,50.0,1.0,4.0,10.0,0.0,389.0,15.0,36.0,180.0,176.0,53.0,389.0,15.0,53.3,33.3,249.0,1402.0,316.0,5.0,4.0,21.0,19.0,295.0,18.0,16.0,3.0,0.0,0.0,0.0,24.0,69.0,57.0,54.8
Michel-Ange Balikwisha,22,be BEL,"FW,MF",Antwerp,23.0,19.8,5.0,5.0,0.0,2.0,0.0,4.4,4.4,4.0,8.4,85.0,102.0,202.0,0.25,0.25,0.22,0.2,0.22,35.5,1.56,0.55,0.16,0.45,15.5,0.0,0.14,0.6,0.6,627.0,851.0,73.7,10853.0,2877.0,343.0,83.7,334.0,79.0,117.0,51.3,3.5,1.0,36.0,40.0,36.0,9.0,734.0,113.0,17.0,2.0,3.0,127.0,17.0,78.0,24.0,22.0,4.0,34.0,3.48,44.0,13.0,3.0,4.0,3.0,2.0,56.0,44.0,18.0,25.0,13.0,11.0,20.0,55.0,24.0,21.0,10.0,0.0,1103.0,22.0,124.0,396.0,605.0,102.0,1103.0,42.0,35.7,54.8,780.0,5136.0,2244.0,47.0,34.0,48.0,32.0,721.0,21.0,33.0,5.0,0.0,1.0,0.0,92.0,8.0,14.0,36.4
Víctor Barberá,18,es ESP,"FW,MF",Club Brugge,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.25,0.0,2.81,0.0,0.0,0.0,11.8,0.0,0.09,-0.1,-0.1,4.0,9.0,44.4,42.0,0.0,5.0,40.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,1.0,14.0,6.0,2.0,21.0,1.0,0.0,100.0,14.0,47.0,2.0,1.0,0.0,6.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
Joselpho Barnes,21,gh GHA,"FW,MF",Sint-Truiden,24.0,4.8,1.0,0.0,0.0,2.0,0.0,3.3,3.3,0.3,3.6,9.0,4.0,52.0,0.21,0.0,0.69,0.06,0.69,18.8,3.35,0.63,0.06,0.33,13.7,0.0,0.22,-2.3,-2.3,74.0,104.0,71.2,984.0,184.0,57.0,80.7,28.0,67.9,9.0,33.3,0.1,-0.3,5.0,3.0,1.0,0.0,97.0,7.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,1.45,4.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,6.0,50.0,3.0,0.0,7.0,0.0,189.0,6.0,23.0,80.0,87.0,27.0,189.0,7.0,14.3,71.4,139.0,877.0,197.0,5.0,5.0,30.0,8.0,138.0,16.0,8.0,8.0,0.0,0.0,0.0,17.0,10.0,20.0,33.3
Norman Bassette,18,be BEL,"FW,MF",Mechelen,15.0,6.4,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.7,2.9,14.0,5.0,51.0,0.47,0.0,0.34,0.12,0.34,60.0,3.12,1.87,0.15,0.25,16.5,0.0,0.11,0.8,0.8,57.0,103.0,55.3,848.0,129.0,56.0,60.7,29.0,58.6,7.0,42.9,0.2,-0.7,4.0,4.0,1.0,0.0,95.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.72,5.0,0.0,1.0,1.0,3.0,1.0,8.0,4.0,4.0,3.0,1.0,0.0,5.0,0.0,6.0,2.0,6.0,0.0,192.0,6.0,13.0,81.0,99.0,29.0,192.0,20.0,40.0,55.0,134.0,1072.0,306.0,11.0,6.0,22.0,12.0,136.0,14.0,11.0,9.0,1.0,0.0,0.0,14.0,18.0,20.0,47.4
Nadhir Benbouali,23,dz ALG,"FW,MF",Charleroi,8.0,3.7,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.7,3.0,10.0,39.0,0.0,0.0,0.36,0.1,0.36,60.0,2.7,1.62,0.0,0.0,9.7,0.0,0.13,-1.3,-1.3,76.0,112.0,67.9,843.0,204.0,63.0,77.8,23.0,52.2,2.0,50.0,0.3,-0.4,4.0,2.0,1.0,0.0,109.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.43,6.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0,1.0,3.0,33.3,7.0,0.0,2.0,0.0,176.0,3.0,7.0,80.0,91.0,34.0,176.0,5.0,20.0,80.0,106.0,479.0,124.0,6.0,4.0,15.0,8.0,133.0,6.0,3.0,7.0,0.0,0.0,0.0,7.0,22.0,28.0,44.0
Antoine Bernier,25,be BEL,"FW,MF",Charleroi,21.0,7.4,2.0,1.0,0.0,1.0,0.0,2.1,2.1,0.4,2.5,23.0,17.0,60.0,0.27,0.14,0.28,0.05,0.28,30.0,1.36,0.41,0.2,0.67,9.4,0.0,0.21,-0.1,-0.1,115.0,153.0,75.2,1443.0,413.0,72.0,84.7,51.0,68.6,2.0,50.0,0.8,0.6,6.0,6.0,8.0,2.0,151.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,2.17,13.0,0.0,1.0,1.0,1.0,0.0,13.0,9.0,5.0,8.0,0.0,9.0,11.0,81.8,16.0,5.0,0.0,0.0,259.0,3.0,31.0,97.0,137.0,36.0,259.0,24.0,37.5,54.2,172.0,1360.0,678.0,15.0,8.0,33.0,10.0,157.0,10.0,20.0,3.0,0.0,0.0,0.0,31.0,7.0,18.0,28.0
Mickaël Biron,25,mq MTQ,"FW,MF",RWD Molenbeek,18.0,16.1,7.0,1.0,1.0,1.0,0.0,5.9,5.1,1.8,6.9,38.0,40.0,113.0,0.44,0.06,0.37,0.11,0.32,33.3,2.43,0.81,0.15,0.46,15.3,0.0,0.13,1.1,0.9,246.0,362.0,68.0,3949.0,1103.0,173.0,74.6,118.0,69.5,39.0,59.0,1.6,-0.8,13.0,26.0,12.0,1.0,326.0,32.0,5.0,3.0,0.0,27.0,4.0,4.0,3.0,0.0,4.0,10.0,2.43,24.0,0.0,8.0,5.0,1.0,1.0,29.0,17.0,15.0,12.0,2.0,6.0,18.0,33.3,8.0,7.0,7.0,0.0,588.0,8.0,69.0,275.0,262.0,61.0,587.0,85.0,43.5,54.1,435.0,3066.0,1281.0,26.0,16.0,54.0,27.0,380.0,19.0,25.0,12.0,0.0,0.0,0.0,83.0,0.0,19.0,0.0
Christopher Bonsu Baah,18,gh GHA,FW,Genk,27.0,13.2,1.0,1.0,0.0,5.0,3.0,2.1,2.1,3.0,5.1,52.0,47.0,180.0,0.08,0.08,0.16,0.22,0.16,38.2,2.57,0.98,0.03,0.08,19.5,1.0,0.06,-1.1,-1.1,341.0,486.0,70.2,5330.0,1356.0,236.0,74.6,163.0,74.8,38.0,52.6,2.6,-2.0,33.0,18.0,23.0,2.0,471.0,13.0,1.0,2.0,7.0,23.0,12.0,0.0,0.0,0.0,2.0,26.0,5.29,46.0,0.0,14.0,2.0,7.0,1.0,34.0,23.0,8.0,18.0,8.0,14.0,26.0,53.8,15.0,7.0,6.0,0.0,700.0,14.0,73.0,225.0,417.0,74.0,700.0,76.0,53.9,35.5,528.0,3937.0,1586.0,31.0,31.0,45.0,19.0,506.0,34.0,44.0,3.0,2.0,0.0,0.0,66.0,15.0,18.0,45.5
Jonatan Braut Brunes,22,no NOR,FW,OH Leuven,24.0,11.8,3.0,1.0,0.0,1.0,0.0,3.7,3.7,0.6,4.3,8.0,15.0,31.0,0.26,0.09,0.32,0.05,0.32,21.4,2.38,0.51,0.11,0.5,14.6,0.0,0.13,-0.7,-0.7,139.0,217.0,64.1,2028.0,376.0,101.0,66.3,84.0,66.7,10.0,70.0,0.6,0.4,7.0,6.0,3.0,0.0,184.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,1.95,18.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,50.0,9.0,1.0,8.0,0.0,310.0,8.0,28.0,165.0,119.0,42.0,310.0,6.0,50.0,50.0,190.0,1024.0,211.0,7.0,6.0,24.0,6.0,201.0,11.0,11.0,5.0,1.0,0.0,0.0,24.0,20.0,27.0,42.6
Regan Charles-Cook,26,gd GRN,"FW,MF",Eupen,26.0,14.9,3.0,2.0,0.0,1.0,0.0,1.9,1.9,2.2,4.1,38.0,25.0,103.0,0.2,0.13,0.13,0.15,0.13,42.9,0.94,0.4,0.21,0.5,15.5,0.0,0.14,1.1,1.1,268.0,351.0,76.4,3869.0,792.0,192.0,80.2,106.0,81.1,20.0,65.0,1.5,-0.2,15.0,10.0,11.0,1.0,317.0,34.0,0.0,1.0,1.0,18.0,10.0,2.0,0.0,0.0,0.0,16.0,2.35,23.0,2.0,5.0,1.0,3.0,1.0,19.0,12.0,6.0,8.0,5.0,7.0,14.0,50.0,12.0,3.0,8.0,0.0,530.0,12.0,61.0,216.0,268.0,52.0,530.0,50.0,28.0,68.0,380.0,3070.0,1235.0,22.0,25.0,45.0,23.0,348.0,35.0,27.0,24.0,0.0,1.0,1.0,57.0,11.0,44.0,20.0
Antoine Colassin,22,be BEL,FW,Anderlecht,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,65.0,7.0,4.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,4.0,1.0,10.0,0.0,0.0,0.0,7.0,39.0,18.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hugo Cuypers,26,be BEL,FW,Gent,20.0,18.1,6.0,0.0,3.0,2.0,0.0,10.7,8.3,1.4,9.7,28.0,37.0,129.0,0.33,0.0,0.59,0.08,0.46,30.0,2.76,0.83,0.1,0.33,12.8,0.0,0.17,-4.7,-3.3,300.0,441.0,68.0,4329.0,983.0,241.0,72.2,126.0,69.0,24.0,79.2,1.5,-1.4,13.0,20.0,18.0,3.0,421.0,16.0,0.0,2.0,4.0,10.0,2.0,0.0,0.0,0.0,4.0,20.0,1.88,23.0,0.0,2.0,5.0,3.0,1.0,28.0,19.0,6.0,15.0,7.0,10.0,39.0,25.6,12.0,7.0,13.0,0.0,659.0,15.0,48.0,294.0,328.0,108.0,656.0,34.0,23.5,70.6,449.0,2619.0,951.0,22.0,9.0,37.0,25.0,448.0,13.0,23.0,10.0,2.0,0.0,0.0,70.0,52.0,60.0,46.4
Oday Dabbagh,24,ps PLE,FW,Charleroi,21.0,16.3,4.0,1.0,0.0,1.0,0.0,4.4,4.4,1.2,5.6,31.0,22.0,113.0,0.25,0.06,0.27,0.07,0.27,44.0,1.54,0.68,0.16,0.36,12.9,0.0,0.17,-0.4,-0.4,343.0,452.0,75.9,4412.0,557.0,259.0,79.2,113.0,79.6,15.0,80.0,1.2,-0.2,14.0,22.0,6.0,1.0,422.0,28.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,2.0,15.0,2.22,29.0,0.0,4.0,1.0,2.0,0.0,14.0,11.0,6.0,7.0,1.0,4.0,15.0,26.7,8.0,1.0,7.0,0.0,601.0,11.0,55.0,280.0,275.0,69.0,601.0,39.0,35.9,56.4,443.0,2768.0,900.0,22.0,11.0,47.0,26.0,443.0,25.0,22.0,8.0,1.0,0.0,0.0,53.0,19.0,48.0,28.4
Erdon Daci,25,mk MKD,FW,Westerlo,13.0,7.7,3.0,1.0,0.0,2.0,0.0,3.5,3.5,0.5,4.1,15.0,11.0,61.0,0.39,0.13,0.46,0.07,0.46,32.0,3.24,1.04,0.12,0.38,15.9,1.0,0.14,-0.5,-0.5,116.0,172.0,67.4,1973.0,390.0,78.0,71.8,59.0,72.9,16.0,68.8,0.6,0.5,4.0,11.0,4.0,1.0,156.0,16.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,1.81,10.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,100.0,5.0,0.0,3.0,0.0,263.0,5.0,18.0,138.0,109.0,31.0,263.0,8.0,50.0,50.0,194.0,1163.0,301.0,4.0,5.0,30.0,18.0,196.0,9.0,6.0,11.0,0.0,1.0,0.0,22.0,18.0,20.0,47.4
Jón Dagur Þorsteinsson,24,is ISL,"FW,MF",OH Leuven,28.0,20.3,4.0,5.0,1.0,6.0,0.0,4.3,3.5,4.6,8.1,62.0,83.0,142.0,0.2,0.25,0.21,0.22,0.17,40.0,1.97,0.79,0.1,0.25,17.5,1.0,0.09,-0.3,0.5,489.0,753.0,64.9,8751.0,2953.0,296.0,75.3,267.0,71.5,130.0,47.7,3.3,0.4,45.0,35.0,38.0,12.0,646.0,99.0,21.0,1.0,4.0,95.0,35.0,39.0,10.0,15.0,8.0,42.0,3.5,45.0,15.0,2.0,4.0,5.0,0.0,42.0,30.0,18.0,13.0,11.0,24.0,48.0,50.0,23.0,5.0,14.0,0.0,1002.0,22.0,121.0,409.0,491.0,67.0,1001.0,78.0,35.9,55.1,711.0,4898.0,2135.0,43.0,20.0,44.0,23.0,651.0,27.0,36.0,8.0,1.0,0.0,0.0,101.0,13.0,23.0,36.1
Isaak Davies,21,wls WAL,FW,Kortrijk,26.0,19.2,8.0,0.0,0.0,1.0,0.0,3.9,3.9,0.2,4.0,35.0,15.0,94.0,0.42,0.0,0.2,0.01,0.2,61.3,1.61,0.99,0.26,0.42,13.0,0.0,0.12,4.1,4.1,180.0,272.0,66.2,2485.0,272.0,145.0,69.7,78.0,73.1,14.0,57.1,0.4,-0.2,5.0,6.0,2.0,0.0,228.0,42.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,2.0,26.0,1.15,14.0,1.0,2.0,3.0,2.0,0.0,14.0,8.0,2.0,6.0,6.0,6.0,12.0,50.0,17.0,3.0,4.0,0.0,459.0,5.0,28.0,201.0,247.0,78.0,459.0,33.0,45.5,45.5,281.0,2514.0,836.0,25.0,19.0,57.0,26.0,287.0,33.0,21.0,13.0,0.0,0.0,0.0,35.0,17.0,77.0,18.1
Massimo Decoene,19,be BEL,FW,Kortrijk,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,6.92,0.0,0.0,0.0,20.8,0.0,0.02,0.0,0.0,9.0,13.0,69.2,132.0,47.0,5.0,80.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,3.0,4.0,8.0,0.0,15.0,0.0,0.0,0.0,11.0,74.0,30.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
