"player","age","nationality","position","team","top5","minutes_90s","Tradizionale","Sweeper_Keeper","Miracolo","Sotto_Pressione","Lancio_del_Peso"
"Jasper Schendelaar",22,"nl NED","GK","Zwolle","False",32,0.263507853204189,0.844612260284868,0.0616855977351337,1.05628942609121,1.02786626209427
"Lars Unnerstall",33,"de GER","GK","Twente","False",32,-0.341256703231342,0.0295406390153209,1.20248655379866,-0.957274391430058,0.374679543834474
"Etienne Vaessen",28,"sr SUR","GK","RKC Waalwijk","False",29.4,0.579942479991016,1.29895516198658,0.682500981974649,0.782694349496783,-0.0771256772418093
"Michael Verrips",26,"nl NED","GK","Fortuna Sittard","False",12,1.97151712512085,-0.977774420718431,-2.16562006294936,1.37428959905331,-2.59348529529601
"Timon Wellenreuther",27,"de GER","GK","Feyenoord","False",17.8,-1.12018496066704,1.1979655276475,0.316513629892177,-1.61652915649591,-1.02296993395766
"Antonio Adán",36,"es ESP","GK","Sporting CP","False",22,-0.659394746739283,-0.884699667314171,-0.703379727558311,-1.0751604739694,-1.12666406970801
"Andrew",22,"br BRA","GK","Gil Vicente FC","False",32,-0.0127993299070097,-0.479879193046495,0.0627172743100868,0.113744437192111,0.734603067372833
"Ricardo Batista",36,"pt POR","GK","Casa Pia","False",30.9,0.5920258701874,-0.66795682143771,-0.117603994836457,0.329532982974818,-0.423851715292209
"Bruno Brigido",32,"br BRA","GK","Estrela","False",26,-0.000491630102040031,-0.822612868429455,-0.435790740280638,0.401287640494807,0.31956199713979
"Fabijan Buntić",26,"hr CRO","GK","Vizela","False",27.7,-0.27021791922153,-0.732218769982183,-2.3024817751571,1.32105056832082,0.431474032206648
"Marcelo Carné",33,"br BRA","GK","Estoril","False",22,0.0638388668897528,-0.978044355249879,1.40020751963838,-0.601718850833868,1.67949650109265
"Diogo Costa",23,"pt POR","GK","Porto","False",32.7,-0.682231844055978,0.357103389205034,0.532351305311406,-1.56189572738276,-0.731710043803122
"Ignacio De Arruabarrena",26,"uy URU","GK","Arouca","False",31,-0.530803605351393,0.239026230970438,0.541044901736277,-0.0700776122678329,1.48830919849897
"João Gonçalves",22,"pt POR","GK","Boavista","False",34,0.523400191880483,-1.57571993461286,-0.384343157910682,0.77822810930917,0.753790774121218
"Franco Israel",23,"uy URU","GK","Sporting CP","False",10,-1.25572720400982,-1.48283870797279,-0.63994509152102,-1.37624304352292,-0.246717138203406
"Jhonatan",32,"br BRA","GK","Rio Ave","False",26,0.0112348896037686,-0.17707216906142,1.1557749897128,-0.565224591066613,0.680335877451864
"Luiz Lúcio Reis Júnior",22,"br BRA","GK","Famalicão","False",33,-0.125935591667333,-0.27334419428405,1.77333497931246,-0.881147958041929,0.883407731949185
"Kewin",27,"br BRA","GK","Moreirense","False",29.8,0.339887924018463,-0.01535710635767,0.254358122071084,-0.285242264720729,-0.216513899182242
"Daniel Leite",25,"pt POR","GK","Estoril","False",12,-1.03878721876676,-1.34782749336279,-3.17178113946822,1.59748876253853,2.32144867986408
"Matheus",31,"br BRA","GK","Braga","False",34,-0.417672549378696,0.00946297663363252,-0.246927816736633,-0.128433344424442,0.485333738599886
"Kosuke Nakamura",28,"jp JPN","GK","Portimonense","False",20,0.66853173534169,-1.45166894415189,0.683083901201555,-0.163353004080247,0.385523161398205
"Vinicius Silvestre",29,"br BRA","GK","Portimonense","False",14,0.983461868345078,-0.931620377617744,-0.990319768380326,1.25671850658516,-0.0258275634637746
"Hugo Souza",24,"br BRA","GK","Chaves","False",26,0.693538071179239,-1.1656773559229,-0.507685117185952,0.872523090666132,1.0137586049346
"Anatolii Trubin",21,"ua UKR","GK","Benfica","False",28,-0.995482840993794,-1.43676445219413,1.50530201011437,-1.764591313685,0.605356424926947
"Bruno Varela",28,"cv CPV","GK","Vitória","False",26.5,0.309267633310852,-0.818347078739374,1.19469119909679,-1.02654654775709,-0.537524373746225
"Ricardo Velho",24,"pt POR","GK","Farense","False",32,1.72720915047406,-1.14181444198282,2.13675987799383,0.0374872484958745,0.112967889555625
"Nícolas Andrade",35,"br BRA","GK","Pisa","False",31,-0.215812429851456,0.149418895186266,0.0947896242370414,-0.312619415466888,-1.77174245162312
"Francesco Bardi",31,"it ITA","GK","Reggiana","False",29.2,-0.0673517964878302,-1.58634695796282,-0.000680526807412169,-0.0571814944259061,1.2688079997484
"Brenno",24,"br BRA","GK","Bari","False",32.7,-0.129289385455513,-1.93894770991116,-0.588312660375398,-0.0569747131763268,0.4656957527479
"Leandro Chichizola",33,"ar ARG","GK","Parma","False",36.1,0.112530280227737,0.702483075429384,0.251751128949274,-0.727879104391965,-0.643044344695347
"Bartłomiej Drągowski",25,"pl POL","GK","Spezia","False",13,-0.269605485166591,-1.01816157958547,-0.20974414459665,0.290633523402841,0.404315380097145
"Andrea Fulignati",28,"it ITA","GK","Catanzaro","False",37,-0.907837278723209,2.82863632550922,0.842194845223193,-0.255702450719507,-0.243192274308987
"Riccardo Gagno",26,"it ITA","GK","Modena","False",21.4,0.00662583804265401,0.0776668875854153,-0.310226773335706,-0.697304764995382,-0.999846095296331
"Antony Iannarilli",32,"it ITA","GK","Ternana","False",32,1.25067180342993,-1.39368678710446,0.742559799800508,0.230711723241149,-0.466140472598884
"Jesse Joronen",30,"fi FIN","GK","Venezia","False",29,-0.809584244547769,-0.363935535439057,-0.281931819689623,-0.451747424243082,1.23401218065859
"Andreas Jungdal",21,"dk DEN","GK","Cremonese","False",18,-1.02259859557405,0.111605133376792,0.911982580456653,-1.44145832298191,0.850892237389481
"Elhan Kastrati",26,"al ALB","GK","Cittadella","False",35,0.292660824740782,-1.11618770011429,-0.478177518743763,0.170637054994453,-0.500090748597078
"Luca Lezzerini",28,"it ITA","GK","Brescia","False",25,-0.204112902826313,-1.00553296143483,-0.128567765350965,-0.372204519583249,0.185424884922637
"Riccardo Melgrati",29,"it ITA","GK","Calcio Lecco 1912","False",22.5,0.434054389454124,-0.504790383244218,-2.14272957913299,2.1198569736787,0.362694858020739
"Alessandro Micai",30,"it ITA","GK","Cosenza","False",36.6,0.107355658840157,0.549743238390448,0.51234937816246,-0.273248293267768,-0.636117094069695
"Mirko Pigliacelli",30,"it ITA","GK","Palermo","False",36,-0.307531046900396,0.319427114067278,-0.594808786036631,0.34550330437798,-0.454049233265722
"Semuel Pizzignacco",21,"it ITA","GK","FeralpiSalò","False",38,0.839111963152372,-0.735891329319874,-1.49145584698657,1.317005700624,-0.609636830920683
"Giacomo Poluzzi",35,"it ITA","GK","Südtirol","False",37,0.989417440503182,-0.461322142890696,-0.434144706242871,0.228162272310425,-1.17637600445813
"Umberto Saracco",29,"it ITA","GK","Calcio Lecco 1912","False",12.5,0.0333140779293087,-0.57862970783508,-3.00462977833672,1.43037302945891,1.16491388571992
"Mouhamadou Sarr",26,"sn SEN","GK","Cremonese","False",12,-0.586782183970883,-0.701521862546564,0.31158538752106,-0.766880139166194,0.165479276406908
"Andrea Seculin",33,"it ITA","GK","Modena","False",16.5,-0.241679937636699,0.198585251968498,-0.27921578032558,-0.208659854732105,-1.30414553052936
"Adrian Šemper",25,"hr CRO","GK","Como","False",37.8,-0.263495569278407,-0.594376655162039,-0.291859849014299,-0.489543773652731,-1.3259625084492
"Filip Stankovic",21,"rs SRB","GK","Sampdoria","False",37,-0.290356589424272,0.057699306043007,-0.300020604508694,0.0184191075941446,-0.626257119459136
"Emiliano Viviano",37,"it ITA","GK","Ascoli","False",26.5,1.37746750322773,-0.96439136667729,0.332102869082872,-0.521292291270858,-2.61303120325506
"Jeroen Zoet",32,"nl NED","GK","Spezia","False",25,0.562726157041865,-1.24356841409374,0.183068992452563,-0.233286612408463,-0.486454316405581
"Devis Vásquez",25,"co COL","GK","Sheffield Weds/Ascoli","False",18.2,0.518292898024731,-0.135227542768757,0.0581089103060597,-0.291531632634443,-0.64093952631053
"Daniel Schmidt",31,"jp JPN","GK","Sint-Truiden/Gent","False",12,-0.659102716439757,0.0247046279525812,-0.987952392012038,0.113289883119652,0.615506288343217
