player,age,nationality,position,team,games,minutes_90s,goals,assists,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,xg_per90,xg_assist_per90,npxg_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,G-xg,npG-npxg,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_short,passes_pct_short,passes_medium,passes_pct_medium,passes_long,passes_pct_long,pass_xa,A-xa,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,passes_offsides,passes_blocked,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,blocks,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won_pct,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Brenden Aaronson,22,us USA,"MF,FW",Union Berlin,30.0,14.1,2.0,2.0,0.0,3.0,1.0,2.0,2.0,1.9,3.8,37.0,56.0,91.0,0.14,0.14,0.14,0.13,0.14,38.9,1.28,0.5,0.11,0.29,18.4,0.0,0.11,0.0,0.0,365.0,472.0,77.3,4890.0,1506.0,240.0,85.8,130.0,80.8,32.0,59.4,2.0,0.1,22.0,30.0,14.0,3.0,439.0,29.0,3.0,5.0,1.0,22.0,12.0,6.0,2.0,3.0,4.0,21.0,3.76,41.0,1.0,8.0,3.0,0.0,0.0,32.0,18.0,13.0,13.0,6.0,16.0,32.0,50.0,26.0,2.0,4.0,0.0,675.0,11.0,108.0,301.0,293.0,47.0,675.0,77.0,44.2,53.2,406.0,2721.0,1387.0,29.0,9.0,41.0,38.0,457.0,15.0,25.0,5.0,0.0,0.0,0.0,88.0,13.0,16.0,44.8
Paxten Aaronson,19,us USA,MF,Eint Frankfurt,7.0,1.1,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,5.0,7.0,0.0,0.89,0.11,0.07,0.11,100.0,1.78,1.78,0.0,0.0,15.1,0.0,0.06,-0.1,-0.1,41.0,50.0,82.0,576.0,71.0,25.0,80.0,22.0,90.9,2.0,0.0,0.1,0.9,1.0,4.0,2.0,0.0,48.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,0.0,72.0,0.0,6.0,39.0,28.0,5.0,72.0,7.0,28.6,57.1,43.0,193.0,50.0,0.0,1.0,5.0,4.0,46.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,100.0
Amine Adli,23,ma MAR,"MF,FW",Leverkusen,23.0,10.0,4.0,6.0,0.0,5.0,0.0,3.3,3.3,2.3,5.6,32.0,39.0,131.0,0.4,0.6,0.33,0.23,0.33,55.6,2.71,1.5,0.15,0.27,13.7,0.0,0.12,0.7,0.7,367.0,459.0,80.0,4683.0,1110.0,291.0,86.6,110.0,82.7,18.0,38.9,2.9,3.7,21.0,19.0,18.0,3.0,447.0,11.0,2.0,2.0,1.0,23.0,7.0,0.0,0.0,0.0,1.0,10.0,5.22,39.0,0.0,6.0,3.0,4.0,0.0,16.0,7.0,2.0,10.0,4.0,7.0,17.0,41.2,10.0,6.0,5.0,0.0,575.0,7.0,52.0,231.0,299.0,66.0,575.0,27.0,48.1,37.0,339.0,1768.0,1021.0,25.0,16.0,17.0,10.0,460.0,14.0,28.0,7.0,0.0,0.0,0.0,36.0,21.0,22.0,48.8
Kofi Amoako,18,de GER,MF,Wolfsburg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Andrich,28,de GER,"MF,DF",Leverkusen,28.0,18.8,4.0,2.0,0.0,4.0,0.0,1.7,1.7,1.8,3.5,20.0,97.0,14.0,0.21,0.11,0.09,0.1,0.09,39.1,1.22,0.48,0.17,0.44,20.0,2.0,0.07,2.3,2.3,1346.0,1494.0,90.1,20529.0,6451.0,789.0,94.9,542.0,89.9,105.0,70.5,2.2,0.2,22.0,117.0,19.0,3.0,1458.0,34.0,32.0,5.0,4.0,14.0,2.0,0.0,0.0,0.0,2.0,10.0,2.88,47.0,0.0,0.0,4.0,2.0,1.0,30.0,18.0,8.0,14.0,8.0,13.0,24.0,54.2,15.0,20.0,17.0,0.0,1638.0,53.0,319.0,1049.0,281.0,16.0,1638.0,12.0,58.3,33.3,885.0,4005.0,1978.0,34.0,1.0,13.0,7.0,1235.0,23.0,14.0,0.0,0.0,0.0,0.0,122.0,20.0,22.0,47.6
Asaf Arania,17,il ISR,MF,Darmstadt 98,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,60.0,2.0,3.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,16.0,9.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Arnold,29,de GER,MF,Wolfsburg,30.0,27.8,2.0,1.0,0.0,9.0,0.0,1.0,1.0,3.9,4.9,20.0,143.0,19.0,0.07,0.04,0.04,0.14,0.04,37.5,1.15,0.43,0.06,0.17,27.8,8.0,0.03,1.0,1.0,1285.0,1582.0,81.2,25047.0,7547.0,549.0,90.5,664.0,88.9,316.0,55.4,4.4,-2.9,48.0,151.0,28.0,11.0,1404.0,171.0,87.0,4.0,17.0,110.0,1.0,58.0,39.0,13.0,7.0,19.0,2.94,47.0,28.0,1.0,3.0,2.0,1.0,51.0,31.0,15.0,27.0,9.0,28.0,57.0,49.1,23.0,24.0,60.0,0.0,1827.0,91.0,429.0,1089.0,324.0,5.0,1827.0,11.0,63.6,27.3,988.0,4240.0,1846.0,15.0,1.0,20.0,17.0,1163.0,37.0,46.0,0.0,0.0,0.0,0.0,174.0,14.0,30.0,31.8
Aymen Barkok,25,ma MAR,"MF,FW",Mainz 05,13.0,3.6,1.0,0.0,1.0,2.0,0.0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.48,0.07,0.26,54.5,3.08,1.68,0.09,0.17,17.2,0.0,0.08,-0.7,0.1,118.0,184.0,64.1,1842.0,639.0,90.0,71.1,59.0,66.1,20.0,45.0,0.6,-0.3,5.0,11.0,4.0,1.0,171.0,13.0,0.0,1.0,0.0,13.0,8.0,4.0,2.0,2.0,0.0,4.0,4.21,10.0,2.0,1.0,1.0,1.0,0.0,9.0,5.0,2.0,6.0,1.0,3.0,6.0,50.0,7.0,2.0,1.0,0.0,238.0,2.0,19.0,116.0,103.0,19.0,237.0,8.0,25.0,50.0,123.0,655.0,344.0,4.0,5.0,12.0,5.0,174.0,15.0,3.0,0.0,0.0,0.0,0.0,18.0,11.0,14.0,44.0
Leandro Barreiro Martins,23,lu LUX,MF,Mainz 05,31.0,29.0,4.0,1.0,0.0,8.0,0.0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.16,0.04,0.16,34.2,1.31,0.45,0.11,0.31,16.4,0.0,0.12,-0.5,-0.5,679.0,925.0,73.4,10846.0,3124.0,425.0,79.5,344.0,77.6,92.0,58.7,1.1,-0.1,20.0,74.0,12.0,2.0,900.0,20.0,18.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,5.0,24.0,2.0,40.0,1.0,1.0,6.0,8.0,2.0,65.0,40.0,19.0,37.0,9.0,30.0,50.0,60.0,45.0,36.0,53.0,0.0,1303.0,74.0,337.0,709.0,268.0,68.0,1303.0,33.0,45.5,45.5,487.0,2084.0,922.0,20.0,6.0,42.0,14.0,672.0,58.0,52.0,3.0,0.0,0.0,0.0,144.0,39.0,63.0,38.2
Christoph Baumgartner,23,at AUT,"MF,FW",RB Leipzig,32.0,12.9,5.0,1.0,0.0,3.0,0.0,3.7,3.7,1.6,5.2,36.0,47.0,86.0,0.39,0.08,0.28,0.12,0.28,35.5,2.41,0.85,0.16,0.45,14.7,0.0,0.12,1.3,1.3,340.0,456.0,74.6,4651.0,1244.0,236.0,80.1,137.0,81.8,26.0,53.8,1.6,-0.6,16.0,31.0,12.0,1.0,443.0,8.0,5.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,5.0,15.0,3.5,31.0,0.0,3.0,5.0,5.0,1.0,26.0,13.0,10.0,12.0,4.0,14.0,38.0,36.8,20.0,5.0,14.0,0.0,662.0,17.0,94.0,305.0,275.0,67.0,662.0,37.0,48.6,40.5,390.0,2146.0,1252.0,31.0,13.0,38.0,28.0,479.0,27.0,27.0,1.0,1.0,0.0,0.0,40.0,20.0,29.0,40.8
Ihlas Bebou,29,tg TOG,"FW,DF",Hoffenheim,32.0,18.2,7.0,5.0,0.0,3.0,0.0,4.9,4.9,2.6,7.5,42.0,38.0,145.0,0.39,0.28,0.27,0.14,0.27,36.8,2.09,0.77,0.18,0.5,17.1,0.0,0.13,2.1,2.1,360.0,514.0,70.0,5117.0,1476.0,262.0,79.4,158.0,67.1,34.0,58.8,3.0,2.4,15.0,9.0,15.0,4.0,462.0,49.0,0.0,2.0,2.0,35.0,40.0,0.0,0.0,0.0,3.0,25.0,2.64,31.0,0.0,7.0,7.0,2.0,1.0,22.0,12.0,10.0,8.0,4.0,8.0,16.0,50.0,13.0,14.0,15.0,0.0,755.0,18.0,101.0,272.0,393.0,76.0,755.0,63.0,41.3,50.8,430.0,2222.0,1052.0,36.0,22.0,63.0,25.0,516.0,24.0,21.0,7.0,1.0,0.0,0.0,60.0,32.0,45.0,41.6
Adrian Beck,26,de GER,"MF,FW",Heidenheim,23.0,10.8,1.0,1.0,0.0,1.0,0.0,1.7,1.7,0.8,2.5,17.0,29.0,43.0,0.09,0.09,0.16,0.07,0.16,25.0,1.11,0.28,0.08,0.33,13.5,0.0,0.15,-0.7,-0.7,311.0,431.0,72.2,5102.0,1027.0,203.0,77.3,149.0,81.9,36.0,63.9,0.6,0.2,11.0,25.0,5.0,0.0,411.0,18.0,3.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,17.0,2.68,22.0,0.0,3.0,3.0,0.0,1.0,22.0,13.0,8.0,12.0,2.0,9.0,24.0,37.5,17.0,4.0,15.0,0.0,560.0,12.0,96.0,304.0,169.0,31.0,560.0,34.0,61.8,38.2,314.0,1759.0,702.0,12.0,0.0,25.0,18.0,341.0,14.0,10.0,2.0,0.0,0.0,0.0,76.0,18.0,26.0,40.9
Matúš Bero,27,sk SVK,"MF,FW",Bochum,24.0,18.5,1.0,1.0,0.0,6.0,0.0,2.9,2.9,1.3,4.2,12.0,48.0,71.0,0.05,0.05,0.16,0.07,0.16,20.0,1.63,0.33,0.03,0.17,19.9,0.0,0.1,-1.9,-1.9,355.0,535.0,66.4,5487.0,1750.0,241.0,75.1,181.0,71.3,53.0,49.1,1.9,-0.3,11.0,37.0,11.0,2.0,502.0,28.0,3.0,7.0,1.0,16.0,23.0,0.0,0.0,0.0,5.0,20.0,1.57,22.0,0.0,0.0,3.0,2.0,2.0,32.0,22.0,13.0,12.0,7.0,13.0,32.0,40.6,24.0,12.0,26.0,0.0,737.0,49.0,142.0,352.0,254.0,33.0,737.0,19.0,21.1,73.7,334.0,1448.0,543.0,15.0,2.0,31.0,17.0,395.0,38.0,20.0,5.0,1.0,0.0,0.0,97.0,12.0,37.0,24.5
Pep Biel,26,es ESP,"MF,FW",Augsburg,11.0,3.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,2.0,16.0,16.0,0.0,0.0,0.32,0.07,0.32,16.7,1.89,0.32,0.0,0.0,15.0,0.0,0.17,-1.0,-1.0,99.0,123.0,80.5,1673.0,542.0,54.0,94.4,41.0,78.0,19.0,57.9,0.3,-0.2,4.0,15.0,4.0,2.0,113.0,10.0,3.0,0.0,1.0,14.0,0.0,6.0,1.0,4.0,0.0,2.0,3.17,7.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,33.3,2.0,2.0,2.0,0.0,156.0,2.0,23.0,71.0,63.0,11.0,156.0,7.0,85.7,14.3,78.0,414.0,138.0,2.0,1.0,13.0,1.0,97.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,3.0,50.0
Tom Bischof,18,de GER,"MF,FW",Hoffenheim,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,2.0,18.0,18.0,0.0,1.01,0.19,0.4,0.19,20.0,2.53,0.51,0.0,0.0,23.3,0.0,0.07,-0.4,-0.4,90.0,112.0,80.4,1501.0,532.0,53.0,84.9,37.0,89.2,11.0,63.6,0.8,1.2,5.0,11.0,4.0,2.0,106.0,6.0,1.0,0.0,1.0,11.0,0.0,5.0,1.0,3.0,0.0,4.0,3.48,4.0,2.0,0.0,1.0,0.0,0.0,8.0,4.0,6.0,1.0,1.0,2.0,9.0,22.2,3.0,1.0,2.0,0.0,141.0,3.0,19.0,65.0,58.0,5.0,141.0,3.0,66.7,33.3,87.0,464.0,242.0,7.0,0.0,5.0,3.0,99.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0
Leonardo Bittencourt,29,de GER,MF,Werder Bremen,29.0,17.5,1.0,2.0,0.0,9.0,0.0,2.2,2.2,2.9,5.2,61.0,85.0,74.0,0.06,0.11,0.13,0.17,0.13,16.1,1.77,0.29,0.03,0.2,21.0,1.0,0.07,-1.2,-1.2,665.0,829.0,80.2,10812.0,2713.0,367.0,88.0,314.0,83.8,98.0,56.1,2.7,-0.9,26.0,64.0,20.0,7.0,802.0,22.0,10.0,7.0,3.0,40.0,7.0,5.0,2.0,2.0,5.0,16.0,2.63,43.0,0.0,0.0,2.0,1.0,0.0,42.0,18.0,20.0,17.0,5.0,15.0,39.0,38.5,18.0,13.0,6.0,0.0,1024.0,19.0,197.0,547.0,296.0,32.0,1024.0,44.0,38.6,56.8,652.0,4019.0,1950.0,51.0,5.0,37.0,11.0,736.0,34.0,31.0,2.0,0.0,0.0,0.0,110.0,6.0,16.0,27.3
Yvandro Borges Sanches,19,lu LUX,"MF,FW",Gladbach,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,127.0,10.0,5.0,80.0,3.0,66.7,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,4.0,9.0,2.0,14.0,0.0,0.0,0.0,12.0,36.0,17.0,0.0,1.0,1.0,0.0,13.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Julian Brandt,27,de GER,"MF,FW",Dortmund,32.0,24.7,7.0,11.0,0.0,2.0,0.0,4.4,4.4,9.5,13.8,74.0,116.0,158.0,0.28,0.45,0.18,0.38,0.18,48.5,1.34,0.65,0.21,0.44,19.1,2.0,0.13,2.6,2.6,1054.0,1319.0,79.9,17725.0,4294.0,584.0,88.9,424.0,84.9,220.0,58.2,7.5,1.5,80.0,63.0,32.0,8.0,1143.0,172.0,38.0,6.0,12.0,165.0,15.0,116.0,53.0,53.0,4.0,24.0,5.38,78.0,43.0,7.0,4.0,0.0,1.0,17.0,14.0,8.0,8.0,1.0,10.0,27.0,37.0,20.0,8.0,18.0,0.0,1547.0,28.0,196.0,682.0,679.0,57.0,1547.0,67.0,40.3,56.7,884.0,5436.0,2228.0,58.0,17.0,44.0,42.0,1108.0,8.0,15.0,5.0,0.0,0.0,0.0,117.0,9.0,28.0,24.3
Tim Breithaupt,21,de GER,MF,Augsburg,16.0,7.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,0.0,21.0,2.0,0.0,0.0,0.01,0.02,0.01,0.0,0.43,0.0,0.0,0.0,27.0,0.0,0.03,-0.1,-0.1,232.0,281.0,82.6,3821.0,1252.0,122.0,86.1,122.0,90.2,23.0,52.2,0.3,-0.1,3.0,20.0,3.0,0.0,274.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.58,11.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,11.0,9.0,0.0,13.0,21.0,61.9,15.0,8.0,10.0,0.0,355.0,19.0,117.0,196.0,44.0,1.0,355.0,1.0,100.0,0.0,142.0,571.0,190.0,1.0,0.0,6.0,5.0,186.0,12.0,4.0,0.0,0.0,0.0,0.0,48.0,11.0,7.0,61.1
Emre Can,29,de GER,"MF,DF",Dortmund,25.0,21.7,2.0,2.0,2.0,5.0,0.0,2.2,0.6,1.5,2.0,35.0,110.0,18.0,0.09,0.09,0.1,0.07,0.03,6.7,0.69,0.05,0.0,0.0,27.4,0.0,0.04,-0.2,-0.6,1286.0,1471.0,87.4,22739.0,7316.0,603.0,90.4,656.0,91.9,157.0,72.6,1.3,0.5,20.0,110.0,8.0,0.0,1431.0,39.0,32.0,4.0,7.0,2.0,5.0,0.0,0.0,0.0,1.0,15.0,2.03,38.0,1.0,0.0,2.0,1.0,2.0,63.0,45.0,37.0,23.0,3.0,28.0,48.0,58.3,30.0,22.0,41.0,2.0,1702.0,102.0,568.0,972.0,177.0,18.0,1700.0,29.0,51.7,37.9,969.0,5308.0,2363.0,16.0,3.0,29.0,21.0,1173.0,27.0,23.0,0.0,0.0,0.0,0.0,156.0,29.0,21.0,58.0
Irvin Cardona,25,fr FRA,"MF,DF",Augsburg,3.0,0.6,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,6.0,0.0,0.0,0.33,0.0,0.33,0.0,5.0,0.0,0.0,0.0,14.7,0.0,0.07,-0.2,-0.2,8.0,15.0,53.3,132.0,70.0,4.0,100.0,9.0,44.4,1.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,3.0,0.0,0.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,33.3,1.0,0.0,1.0,0.0,24.0,0.0,2.0,4.0,18.0,5.0,24.0,1.0,0.0,100.0,14.0,129.0,61.0,2.0,2.0,2.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
Fabio Carvalho,20,pt POR,MF,RB Leipzig,9.0,1.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,8.0,9.0,13.0,0.0,0.0,0.12,0.13,0.12,66.7,1.64,1.09,0.0,0.0,14.9,0.0,0.07,-0.2,-0.2,72.0,92.0,78.3,855.0,219.0,60.0,90.0,21.0,66.7,5.0,40.0,0.2,-0.2,2.0,6.0,6.0,1.0,90.0,2.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0,2.18,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,33.3,8.0,0.0,1.0,0.0,118.0,0.0,13.0,45.0,61.0,7.0,118.0,7.0,42.9,42.9,72.0,438.0,231.0,6.0,1.0,7.0,2.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,40.0
Timothy Chandler,33,us USA,"MF,DF",Eint Frankfurt,6.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,5.0,10.0,0.0,5.0,0.4,0.69,0.4,50.0,10.0,5.0,0.0,0.0,17.8,0.0,0.04,-0.1,-0.1,18.0,26.0,69.2,323.0,145.0,8.0,87.5,12.0,75.0,4.0,50.0,0.1,0.9,2.0,2.0,1.0,0.0,22.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,14.21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,7.0,22.0,2.0,30.0,0.0,0.0,0.0,17.0,58.0,20.0,1.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.7
Jacob Christensen,22,dk DEN,MF,Köln,7.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,12.0,1.0,0.0,0.0,0.01,0.04,0.01,0.0,0.41,0.0,0.0,0.0,15.3,0.0,0.02,0.0,0.0,66.0,85.0,77.6,1160.0,453.0,32.0,87.5,38.0,81.6,13.0,46.2,0.1,-0.1,2.0,8.0,1.0,0.0,85.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.45,5.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,7.0,3.0,0.0,4.0,7.0,57.1,8.0,4.0,4.0,0.0,121.0,9.0,40.0,68.0,14.0,1.0,121.0,2.0,50.0,50.0,53.0,321.0,160.0,1.0,0.0,5.0,0.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,0.0
Bambasé Conté,20,de GER,"MF,FW",Hoffenheim,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,8.0,0.0,0.0,0.34,0.07,0.34,0.0,5.63,0.0,0.0,0.0,19.3,0.0,0.06,-0.2,-0.2,19.0,24.0,79.2,228.0,61.0,15.0,93.3,6.0,66.7,3.0,33.3,0.0,0.0,1.0,3.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,39.0,2.0,6.0,15.0,18.0,5.0,39.0,6.0,33.3,50.0,23.0,166.0,79.0,2.0,2.0,1.0,2.0,27.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Lukas Daschner,24,de GER,"MF,FW",Bochum,20.0,6.0,1.0,1.0,0.0,2.0,0.0,2.3,2.3,1.0,3.3,11.0,17.0,37.0,0.17,0.17,0.39,0.16,0.39,38.5,2.18,0.84,0.08,0.2,16.7,0.0,0.18,-1.3,-1.3,107.0,179.0,59.8,1382.0,483.0,90.0,71.1,49.0,61.2,17.0,17.6,1.2,0.0,10.0,8.0,7.0,2.0,164.0,14.0,4.0,2.0,2.0,20.0,2.0,8.0,6.0,0.0,1.0,9.0,3.35,15.0,1.0,1.0,1.0,2.0,0.0,9.0,4.0,2.0,3.0,4.0,4.0,9.0,44.4,7.0,2.0,2.0,0.0,251.0,2.0,23.0,97.0,136.0,24.0,251.0,22.0,54.5,36.4,140.0,741.0,318.0,11.0,3.0,15.0,8.0,164.0,4.0,9.0,0.0,0.0,0.0,0.0,24.0,5.0,12.0,29.4
Samuele Di Benedetto,18,de GER,MF,Stuttgart,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,90.9,107.0,2.0,7.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,8.0,2.0,1.0,13.0,1.0,0.0,0.0,9.0,32.0,28.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Junior Dina Ebimbe,22,fr FRA,"MF,DF",Eint Frankfurt,31.0,21.7,5.0,3.0,0.0,5.0,0.0,5.0,5.0,2.9,7.9,57.0,79.0,157.0,0.23,0.14,0.23,0.13,0.23,28.8,2.39,0.69,0.1,0.33,15.1,0.0,0.1,0.0,0.0,715.0,935.0,76.5,10995.0,2999.0,451.0,84.0,343.0,80.2,65.0,58.5,3.7,0.1,20.0,62.0,19.0,3.0,839.0,93.0,5.0,7.0,5.0,21.0,88.0,0.0,0.0,0.0,3.0,27.0,2.48,38.0,0.0,8.0,5.0,2.0,1.0,44.0,29.0,15.0,17.0,12.0,18.0,41.0,43.9,28.0,9.0,39.0,1.0,1256.0,54.0,230.0,616.0,431.0,94.0,1256.0,90.0,46.7,48.9,687.0,3618.0,1760.0,32.0,25.0,59.0,30.0,831.0,49.0,15.0,3.0,0.0,0.0,0.0,112.0,41.0,32.0,56.2
Niklas Dorsch,25,de GER,MF,Augsburg,21.0,15.4,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,12.0,47.0,12.0,0.0,0.0,0.04,0.01,0.04,0.0,0.91,0.0,0.0,0.0,25.1,2.0,0.05,-0.7,-0.7,545.0,628.0,86.8,9719.0,2395.0,248.0,92.7,288.0,91.7,75.0,60.0,0.3,-0.1,3.0,41.0,2.0,1.0,600.0,25.0,22.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,3.0,5.0,1.17,12.0,0.0,1.0,2.0,2.0,1.0,35.0,24.0,13.0,21.0,1.0,13.0,33.0,39.4,15.0,16.0,27.0,0.0,796.0,61.0,252.0,467.0,85.0,2.0,796.0,11.0,63.6,27.3,436.0,2039.0,801.0,8.0,1.0,21.0,10.0,470.0,19.0,27.0,0.0,0.0,2.0,0.0,113.0,9.0,18.0,33.3
