player,age,nationality,position,team,top5,minutes_90s,Creativo = Low,Creativo = Average,Creativo = High,Fulcro_di_Gioco = Low,Fulcro_di_Gioco = Average,Fulcro_di_Gioco = High,Lunga_Gittata = Low,Lunga_Gittata = Average,Lunga_Gittata = High,Incontrista = Low,Incontrista = Average,Incontrista = High,Cinico = Low,Cinico = Average,Cinico = High
Adrien Rabiot,28,fr FRA,MF,Juventus,True,29.5,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Hamza Rafia,24,tn TUN,MF,Lecce,True,13.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Ylber Ramadani,27,al ALB,MF,Lecce,True,33.0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Tijjani Reijnders,25,nl NED,MF,Milan,True,31.3,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Reinier,21,br BRA,"MF,FW",Frosinone,True,11.8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Samuele Ricci,21,it ITA,MF,Torino,True,26.6,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Marten de Roon,32,nl NED,"MF,DF",Atalanta,True,28.9,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Nicolò Rovella,21,it ITA,MF,Lazio,True,14.6,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Lazar Samardzic,21,rs SRB,MF,Udinese,True,26.4,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Suat Serdar,26,de GER,MF,Hellas Verona,True,18.4,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Stephan El Shaarawy,30,it ITA,"FW,DF",Roma,True,19.3,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Kevin Strootman,33,nl NED,MF,Genoa,True,13.4,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Ibrahim Sulemana,20,gh GHA,MF,Cagliari,True,14.9,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Tomáš Suslov,21,sk SVK,"MF,FW",Hellas Verona,True,23.2,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Morten Thorsby,27,no NOR,MF,Genoa,True,12.9,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Kristian Thorstvedt,24,no NOR,MF,Sassuolo,True,26.6,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Kacper Urbanski,18,pl POL,"MF,FW",Bologna,True,10.3,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Matías Vecino,31,uy URU,MF,Lazio,True,12.8,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
Nicolas Viola,33,it ITA,"MF,FW",Cagliari,True,13.4,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Nikola Vlašić,25,hr CRO,"MF,FW",Torino,True,29.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Walace,28,br BRA,MF,Udinese,True,36.0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Kenan Yıldız,18,tr TUR,"FW,DF",Juventus,True,10.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Andre-Frank Zambo Anguissa,27,cm CMR,MF,Napoli,True,31.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Piotr Zieliński,29,pl POL,MF,Napoli,True,21.4,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Mateusz Łęgowski,20,pl POL,MF,Salernitana,True,12.7,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Mattéo Guendouzi,24,fr FRA,MF,Marseille/Lazio,True,26.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Stijn Spierings,27,nl NED,MF,Toulouse/Lens,True,18.1,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
James Mcatee,20,eng ENG,"MF,FW",Sheffield Utd/Manchester City,True,20.2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Martin Hongla,25,cm CMR,MF,Granada/Hellas Verona,True,18.2,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Bryan Zaragoza,22,es ESP,"MF,FW",Bayern Munich/Granada,True,20.2,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Carlos Baleba,19,cm CMR,MF,Lille/Brighton,True,15.4,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Azor Matusiwa,25,nl NED,MF,Reims/Rennes,True,24.2,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Jonathan Viera,33,es ESP,MF,Las Palmas/Almería,True,17.0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Angelo Stiller,22,de GER,MF,Hoffenheim/Stuttgart,True,30.8,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Tommaso Baldanzi,20,it ITA,"MF,FW",Empoli/Roma,True,14.1,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Anton Stach,24,de GER,MF,Hoffenheim/Mainz 05,True,27.7,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Jean-Ricner Bellegarde,25,fr FRA,"MF,FW",Strasbourg/Wolves,True,13.6,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Portu,31,es ESP,"MF,FW",Getafe/Girona,True,14.3,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Nemanja Matić,34,rs SRB,MF,Rennes/Lyon,True,25.3,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Nicolás Domínguez,25,ar ARG,"MF,FW",Nott'ham Forest/Bologna,True,17.7,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Fares Chaïbi,20,dz ALG,"MF,FW",Eint Frankfurt/Toulouse,True,21.8,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Facundo Pellistri,21,uy URU,"MF,FW",Granada/Manchester Utd,True,15.6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Orel Mangala,25,be BEL,MF,Lyon/Nott'ham Forest,True,21.8,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Nadiem Amiri,26,de GER,MF,Mainz 05/Leverkusen,True,15.6,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Romain Faivre,25,fr FRA,"MF,FW",Lorient/Bournemouth,True,16.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Maxime Lopez,25,fr FRA,MF,Fiorentina/Sassuolo,True,10.5,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Ryan Gravenberch,21,nl NED,MF,Bayern Munich/Liverpool,True,12.6,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
Lovro Majer,25,hr CRO,"MF,FW",Wolfsburg/Rennes,True,23.6,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Shuto Abe,25,jp JPN,MF,RWD Molenbeek,False,16.4,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Steven Alzate,24,co COL,MF,Standard Liège,False,18.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Brandon Baiye,22,be BEL,MF,Eupen,False,23.0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
William Balikwisha,24,cd COD,MF,Standard Liège,False,12.1,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Ezechiel Banzuzi,18,nl NED,MF,OH Leuven,False,19.4,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Massimo Bruno,29,be BEL,"MF,FW",Kortrijk,False,12.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Julien De Sart,28,be BEL,MF,Gent,False,28.3,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
Mathias Delorge,19,be BEL,MF,Sint-Truiden,False,29.5,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Joren Dom,33,be BEL,"MF,DF",OH Leuven,False,16.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Pierre Dwomoh,19,be BEL,MF,RWD Molenbeek,False,25.3,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Chidera Ejuke,25,ng NGA,"FW,DF",Antwerp,False,14.7,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Jurgen Ekkelenkamp,23,nl NED,MF,Antwerp,False,23.5,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Matías Galarza,21,ar ARG,MF,Genk,False,14.4,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Yann Gboho,22,fr FRA,"MF,FW",Cercle Brugge,False,15.4,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
Pieter Gerkens,27,be BEL,"MF,FW",Gent,False,10.1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Daan Heymans,24,be BEL,"MF,FW",Charleroi,False,18.5,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Bryan Heynen,26,be BEL,MF,Genk,False,23.5,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Patrik Hrošovský,31,sk SVK,MF,Genk,False,23.7,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Hong Hyunseok,24,kr KOR,MF,Gent,False,17.5,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Marco Ilaimaharitra,28,mg MAD,MF,Charleroi,False,23.7,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Ryotaro Ito,25,jp JPN,MF,Sint-Truiden,False,19.8,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Abdelkahar Kadri,23,dz ALG,"MF,FW",Kortrijk,False,25.4,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Hayao Kawabe,27,jp JPN,"MF,FW",Standard Liège,False,21.5,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Amadou Keita,21,gn GUI,"MF,FW",Eupen,False,15.1,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Bilal El Khannouss,19,ma MAR,MF,Genk,False,24.2,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Aboubakary Koita,24,mr MTN,"MF,FW",Sint-Truiden,False,25.3,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Sven Kums,35,be BEL,MF,Gent,False,21.5,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Félix Lemaréchal,19,fr FRA,"MF,FW",Cercle Brugge,False,17.4,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Theo Leoni,23,be BEL,MF,Anderlecht,False,21.1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
Nicolas Madsen,23,dk DEN,MF,Westerlo,False,23.5,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Youssef Maziz,25,fr FRA,"MF,FW",OH Leuven,False,17.6,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Xavier Mercier,34,fr FRA,"MF,FW",RWD Molenbeek,False,14.6,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Ryota Morioka,32,jp JPN,MF,Charleroi,False,10.1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Kerim Mrabti,29,se SWE,"MF,FW",Mechelen,False,28.2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Casper Nielsen,29,dk DEN,MF,Club Brugge,False,14.2,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Aiden O'Neill,25,au AUS,MF,Standard Liège,False,16.7,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Raphael Onyedika,22,ng NGA,MF,Club Brugge,False,17.6,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Patrick Pflücke,26,de GER,"FW,DF",Mechelen,False,12.9,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Isaac Price,19,nir NIR,"MF,DF",Standard Liège,False,18.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Cameron Puertas,24,ch SUI,MF,Union SG,False,26.9,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Mathias Rasmussen,25,no NOR,MF,Union SG,False,17.5,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
Jeff Reine-Adélaïde,25,fr FRA,MF,RWD Molenbeek,False,15.2,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Noah Sadiki,18,be BEL,MF,Union SG,False,12.7,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Rob Schoofs,29,be BEL,MF,Mechelen,False,27.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Siebe Schrijvers,27,be BEL,MF,OH Leuven,False,27.4,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Leonardo da Silva Lopes,24,pt POR,"MF,DF",Cercle Brugge,False,19.8,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Abdoulaye Sissako,25,fr FRA,MF,Kortrijk,False,21.0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Jarne Steuckers,21,be BEL,"MF,FW",Sint-Truiden,False,27.1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Mario Stroeykens,18,be BEL,"MF,FW",Anderlecht,False,18.8,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Serhiy Sydorchuk,32,ua UKR,MF,Westerlo,False,21.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Jean Thierry Lazare,25,ci CIV,"MF,FW",Union SG,False,15.1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
Thomas Van den Keybus,22,be BEL,"MF,FW",Westerlo,False,14.1,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Hannes Van der Bruggen,30,be BEL,MF,Cercle Brugge,False,20.7,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
Hans Vanaken,30,be BEL,MF,Club Brugge,False,28.2,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
Charles Vanhoutte,24,be BEL,MF,Union SG,False,24.8,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Arthur Vermeeren,18,be BEL,MF,Antwerp,False,20.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Hugo Vetlesen,23,no NOR,MF,Club Brugge,False,20.6,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Alhassan Yusuf,23,ng NGA,MF,Antwerp,False,12.2,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
Adem Zorgane,23,dz ALG,MF,Charleroi,False,20.5,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Carlos Alcaraz,20,ar ARG,"MF,FW",Southampton,False,12.2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
Jamie Allen,28,eng ENG,MF,Coventry City,False,12.9,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Ethan Ampadu,22,wls WAL,"MF,DF",Leeds United,False,46.0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Adil Aouchiche,21,fr FRA,"MF,FW",Sunderland,False,12.2,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Joe Aribo,27,ng NGA,MF,Southampton,False,17.8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
Stuart Armstrong,31,sct SCO,MF,Southampton,False,31.4,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Abdoullah Ba,20,fr FRA,"MF,FW",Sunderland,False,21.4,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Lewis Baker,28,eng ENG,MF,Stoke City,False,11.9,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Barry Bannan,33,sct SCO,MF,Sheffield Weds,False,38.0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Daniel Barlaser,26,tr TUR,MF,Middlesbrough,False,25.9,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False
Ashley Barnes,33,eng ENG,"MF,FW",Norwich City,False,27.8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Sam Bell,21,eng ENG,"FW,DF",Bristol City,False,20.1,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
Jobe Bellingham,17,eng ENG,"MF,FW",Sunderland,False,40.3,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Krystian Bielik,25,pl POL,"MF,DF",Birmingham City,False,33.1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Alan Browne,28,ie IRL,"MF,DF",Preston,False,35.2,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Wouter Burger,22,nl NED,MF,Stoke City,False,29.2,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
George Byers,27,sct SCO,MF,Sheffield Weds,False,15.3,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Cafú,30,pt POR,MF,Rotherham Utd,False,20.0,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Giorgi Chakvetadze,23,ge GEO,"MF,FW",Watford,False,17.8,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Nathaniel Chalobah,28,eng ENG,MF,West Brom,False,10.0,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Conor Chaplin,26,eng ENG,MF,Ipswich Town,False,37.1,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
Shea Charles,19,nir NIR,"MF,DF",Southampton,False,16.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Jack Clarke,22,eng ENG,"MF,FW",Sunderland,False,38.8,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Sam Clucas,32,eng ENG,MF,Rotherham Utd,False,20.9,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Jack Colback,33,eng ENG,MF,QPR,False,22.1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Rubin Colwill,21,wls WAL,"MF,FW",Cardiff City,False,17.7,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Oliver Cooper,23,wls WAL,"MF,FW",Swansea City,False,13.6,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Matt Crooks,29,eng ENG,"MF,FW",Middlesbrough,False,17.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
Tom Dele-Bashiru,23,ng NGA,"MF,DF",Watford,False,25.1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Kiernan Dewsbury-Hall,24,eng ENG,MF,Leicester City,False,40.4,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Grady Diangana,25,cd COD,"MF,FW",West Brom,False,26.1,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
Elijah Dixon-Bonner,22,eng ENG,MF,QPR,False,10.0,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Flynn Downes,24,eng ENG,MF,Southampton,False,28.3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Josh Eccles,23,eng ENG,MF,Coventry City,False,36.4,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Pierre Ekwah Elimby,21,fr FRA,MF,Sunderland,False,33.5,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Sam Field,25,eng ENG,MF,QPR,False,38.5,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Mads Frøkjær-Jensen,24,dk DEN,"MF,FW",Preston,False,28.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jay Fulton,29,sct SCO,MF,Swansea City,False,30.6,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Gabriel,24,br BRA,"MF,FW",Norwich City,False,45.6,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Matt Grimes,28,eng ENG,MF,Swansea City,False,46.0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
Ilia Gruev,23,bg BUL,MF,Leeds United,False,19.7,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Hayden Hackney,21,eng ENG,MF,Middlesbrough,False,20.1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Jonathan Hogg,34,eng ENG,MF,Huddersfield,False,29.9,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Duane Holmes,28,us USA,"MF,FW",Preston,False,23.4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
George Honeyman,28,eng ENG,MF,Millwall,False,23.1,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Jordan Houghton,27,eng ENG,MF,Plymouth Argyle,False,31.8,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Jonny Howson,35,eng ENG,MF,Middlesbrough,False,34.4,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Jordan James,19,wls WAL,"MF,FW",Birmingham City,False,25.6,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Matty James,32,eng ENG,MF,Bristol City,False,32.1,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Daniel Johnson,30,jm JAM,"MF,FW",Stoke City,False,18.1,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Glen Kamara,27,fi FIN,MF,Leeds United,False,30.0,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
David Kasumu,23,eng ENG,"MF,DF",Huddersfield,False,26.1,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Edo Kayembe,25,cd COD,MF,Watford,False,27.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jason Knight,22,ie IRL,"MF,FW",Bristol City,False,42.6,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Ismaël Koné,21,ca CAN,MF,Watford,False,28.4,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Josh Laurent,28,eng ENG,MF,Stoke City,False,29.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Ryan Ledson,25,eng ENG,MF,Preston,False,17.2,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Jamie Lindsay,27,sct SCO,MF,Rotherham Utd,False,12.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
Jake Livermore,33,eng ENG,MF,Watford,False,23.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Ryan Longman,22,eng ENG,"MF,FW",Millwall,False,19.2,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
Massimo Luongo,30,au AUS,MF,Ipswich Town,False,35.1,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Alistair McCann,23,nir NIR,MF,Preston,False,23.0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Kenny McLean,31,sct SCO,"MF,DF",Norwich City,False,45.4,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
Anis Mehmeti,22,al ALB,"MF,FW",Bristol City,False,20.7,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Billy Mitchell,23,eng ENG,MF,Millwall,False,24.6,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Jayson Molumby,23,ie IRL,MF,West Brom,False,12.3,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
Sam Morsy,31,eg EGY,MF,Ipswich Town,False,41.7,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Tyler Morton,20,eng ENG,MF,Hull City,False,33.0,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Alex Mowatt,28,eng ENG,MF,West Brom,False,36.1,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Bali Mumba,21,eng ENG,"FW,DF",Plymouth Argyle,False,32.8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Wilfred Ndidi,26,ng NGA,MF,Leicester City,False,23.6,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
Daniel Neil,22,eng ENG,MF,Sunderland,False,41.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Casper de Norre,26,be BEL,MF,Millwall,False,22.4,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Marcelino Núñez,23,cl CHI,MF,Norwich City,False,25.1,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Lewis O'Brien,24,eng ENG,MF,Middlesbrough,False,17.5,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Callum O'Hare,25,eng ENG,"MF,FW",Coventry City,False,19.6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
Kasey Palmer,26,jm JAM,"MF,FW",Coventry City,False,19.9,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Callum Paterson,28,sct SCO,"MF,DF",Sheffield Weds,False,17.9,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Jamie Paterson,31,eng ENG,"MF,FW",Swansea City,False,35.8,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Charlie Patino,19,eng ENG,MF,Swansea City,False,14.0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
Ben Pearson,28,eng ENG,MF,Stoke City,False,20.5,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Joe Ralls,29,eng ENG,MF,Cardiff City,False,25.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Adam Randell,22,eng ENG,MF,Plymouth Argyle,False,30.7,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Joe Rankin-Costello,24,eng ENG,"MF,DF",Blackburn,False,18.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Oliver Rathbone,26,eng ENG,MF,Rotherham Utd,False,36.5,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Patrick Roberts,26,eng ENG,"MF,FW",Sunderland,False,20.5,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Morgan Rogers,21,eng ENG,"MF,FW",Middlesbrough,False,14.5,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Jack Rudoni,23,eng ENG,"MF,FW",Huddersfield,False,34.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Tatsuhiro Sakamoto,26,jp JPN,"MF,FW",Coventry City,False,20.5,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
George Saville,30,nir NIR,MF,Millwall,False,29.5,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Jean Seri,32,ci CIV,MF,Hull City,False,35.3,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Ben Sheaf,25,eng ENG,MF,Coventry City,False,28.8,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Emmanouil Siopis,29,gr GRE,MF,Cardiff City,False,36.5,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Regan Slater,23,eng ENG,"MF,DF",Hull City,False,30.9,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
William Smallbone,23,ie IRL,MF,Southampton,False,33.4,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
Ivan Šunjić,26,hr CRO,MF,Birmingham City,False,29.2,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
John Swift,28,eng ENG,"MF,FW",West Brom,False,20.7,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Sammie Szmodics,27,ie IRL,"MF,FW",Blackburn,False,43.3,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Ollie Tanner,21,eng ENG,"FW,DF",Cardiff City,False,13.7,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
Christ Tiéhi,25,ci CIV,MF,Rotherham Utd,False,34.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Sondre Tronstad,27,no NOR,MF,Blackburn,False,32.6,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Ozan Tufan,28,tr TUR,"MF,FW",Hull City,False,23.6,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
Will Vaulks,29,wls WAL,MF,Sheffield Weds,False,26.2,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Duncan Watmore,29,eng ENG,"MF,FW",Millwall,False,18.8,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Adam Wharton,19,eng ENG,MF,Blackburn,False,21.7,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Ben Whiteman,27,eng ENG,MF,Preston,False,25.9,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Joe Williams,26,eng ENG,MF,Bristol City,False,28.4,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
