player,age,nationality,position,team,top5,minutes_90s,Creativo = Low,Creativo = Average,Creativo = High,Fulcro_di_Gioco = Low,Fulcro_di_Gioco = Average,Fulcro_di_Gioco = High,Lunga_Gittata = Low,Lunga_Gittata = Average,Lunga_Gittata = High,Incontrista = Low,Incontrista = Average,Incontrista = High,Cinico = Low,Cinico = Average,Cinico = High
Rayan Cherki,19,fr FRA,"MF,FW",Lyon,True,19.1,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Pedro Chirivella,26,es ESP,MF,Nantes,True,28.8,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Joris Chotard,21,fr FRA,MF,Montpellier,True,28.7,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
David Pereira da Costa,22,pt POR,MF,Lens,True,16.6,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Ousmane Dembélé,26,fr FRA,"MF,FW",Paris S-G,True,16.7,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Habib Diarra,19,sn SEN,"MF,FW",Strasbourg,True,25.6,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Andy Diouf,20,fr FRA,MF,Lens,True,14.6,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Désiré Doué,18,fr FRA,"MF,FW",Rennes,True,18.1,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
Douglas,26,br BRA,MF,Nantes,True,19.7,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Ismaël Doukouré,20,fr FRA,"MF,DF",Strasbourg,True,18.4,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jordan Ferri,31,fr FRA,MF,Montpellier,True,22.6,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Youssouf Fofana,24,fr FRA,MF,Monaco,True,30.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Angelo Fulgini,26,fr FRA,MF,Lens,True,15.3,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Johan Gastien,35,fr FRA,MF,Clermont Foot,True,25.1,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Aleksandr Golovin,27,ru RUS,"MF,FW",Monaco,True,23.9,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Angel Gomes,22,eng ENG,MF,Lille,True,28.6,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False
Maxime Gonalons,34,fr FRA,MF,Clermont Foot,True,14.4,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Amine Harit,26,ma MAR,"MF,FW",Marseille,True,20.2,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Danley Jean-Jacques,23,ht HAI,MF,Metz,True,29.8,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Yassine Kechta,21,ma MAR,MF,Le Havre,True,20.5,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Habib Keita,21,ml MLI,MF,Clermont Foot,True,14.2,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Geoffrey Kondogbia,30,cf CTA,MF,Marseille,True,16.3,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Daler Kuzyaev,30,ru RUS,MF,Le Havre,True,23.2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Enzo Le Fée,23,fr FRA,MF,Rennes,True,17.0,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Pierre Lees-Melou,30,fr FRA,MF,Brest,True,28.0,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
Hugo Magnetti,25,fr FRA,MF,Brest,True,26.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Yohann Magnin,26,fr FRA,MF,Clermont Foot,True,18.7,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Jonas Martin,33,fr FRA,MF,Brest,True,13.4,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
Takumi Minamino,28,jp JPN,MF,Monaco,True,23.5,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
Florent Mollet,31,fr FRA,"MF,FW",Nantes,True,23.1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
Samuel Moutoussamy,26,cd COD,MF,Nantes,True,12.3,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Marshall Munetsi,27,zw ZIM,MF,Reims,True,24.1,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Junior Mwanga,20,fr FRA,"MF,FW",Strasbourg,True,16.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Kévin N'Doram,27,fr FRA,MF,Metz,True,17.8,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Youssouf Ndayishimiye,24,bi BDI,"MF,DF",Nice,True,19.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Azzedine Ounahi,23,ma MAR,MF,Marseille,True,13.4,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Julien Ponceau,22,fr FRA,MF,Lorient,True,24.9,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Elba Rashani,30,xk KVX,"MF,FW",Clermont Foot,True,13.1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
Amir Richardson,21,ma MAR,MF,Reims,True,15.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Pablo Rosario,26,nl NED,"MF,DF",Nice,True,22.3,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Fabián Ruiz Peña,27,es ESP,MF,Paris S-G,True,13.3,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Morgan Sanson,28,fr FRA,MF,Nice,True,21.8,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Baptiste Santamaria,28,fr FRA,MF,Rennes,True,21.4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Téji Savanier,31,fr FRA,MF,Montpellier,True,30.7,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Niklas Schmidt,25,de GER,MF,Toulouse,True,14.1,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Vincent Sierro,27,ch SUI,MF,Toulouse,True,25.1,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Ibrahima Sissoko,25,ml MLI,MF,Strasbourg,True,18.2,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Moussa Sissoko,33,fr FRA,MF,Nantes,True,20.2,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Carlos Soler,26,es ESP,"MF,DF",Paris S-G,True,12.1,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
Florian Sotoca,32,fr FRA,"MF,FW",Lens,True,28.9,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Teddy Teuma,29,mt MLT,MF,Reims,True,23.5,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Adrien Thomasson,29,fr FRA,MF,Lens,True,13.3,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Khéphren Thuram,22,fr FRA,MF,Nice,True,23.4,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Corentin Tolisso,28,fr FRA,MF,Lyon,True,19.3,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Abdoulaye Touré,29,gn GUI,MF,Le Havre,True,25.4,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
Manuel Ugarte Ribeiro,22,uy URU,MF,Paris S-G,True,21.5,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Jordan Veretout,30,fr FRA,MF,Marseille,True,24.3,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Vitinha Ferreira,23,pt POR,MF,Paris S-G,True,23.6,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Yusuf Yazıcı,26,tr TUR,"MF,FW",Lille,True,14.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Warren Zaïre-Emery,17,fr FRA,"MF,DF",Paris S-G,True,21.8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Denis Zakaria,26,ch SUI,"MF,DF",Monaco,True,23.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Edson Álvarez,25,mx MEX,MF,West Ham,True,26.4,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Julián Álvarez,23,ar ARG,"MF,FW",Manchester City,True,29.4,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Sofyan Amrabat,26,ma MAR,"MF,DF",Manchester Utd,True,10.4,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Elliot Anderson,20,sct SCO,"MF,FW",Newcastle Utd,True,11.4,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Leon Bailey,25,jm JAM,"MF,FW",Aston Villa,True,23.0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Ross Barkley,29,eng ENG,MF,Luton Town,True,29.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Rodrigo Bentancur,26,uy URU,MF,Tottenham,True,11.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jóhann Berg Guðmundsson,32,is ISL,"MF,FW",Burnley,True,13.2,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Sander Berge,25,no NOR,MF,Burnley,True,33.4,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Philip Billing,27,dk DEN,MF,Bournemouth,True,15.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Yves Bissouma,26,ml MLI,MF,Tottenham,True,23.0,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Andre Brooks,19,eng ENG,"MF,DF",Sheffield Utd,True,10.4,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Josh Brownhill,27,eng ENG,MF,Burnley,True,25.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jacob Bruun Larsen,24,dk DEN,"MF,FW",Burnley,True,13.9,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Moisés Caicedo,21,ec ECU,MF,Chelsea,True,31.8,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Tom Cairney,32,sct SCO,MF,Fulham,True,16.5,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Casemiro,31,br BRA,"MF,DF",Manchester Utd,True,22.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Tahith Chong,23,nl NED,"MF,FW",Luton Town,True,22.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Ryan Christie,28,sct SCO,MF,Bournemouth,True,32.3,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Jordan Clark,29,eng ENG,MF,Luton Town,True,14.5,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Lewis Cook,26,eng ENG,MF,Bournemouth,True,31.0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
Josh Cullen,27,ie IRL,MF,Burnley,True,22.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Danilo,22,br BRA,MF,Nott'ham Forest,True,19.9,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Tommy Doyle,21,eng ENG,MF,Wolves,True,13.6,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Harvey Elliott,20,eng ENG,"MF,FW",Liverpool,True,15.0,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Wataru Endo,30,jp JPN,MF,Liverpool,True,19.1,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Christian Eriksen,31,dk DEN,MF,Manchester Utd,True,12.7,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Eberechi Eze,25,eng ENG,"MF,FW",Crystal Palace,True,22.8,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Bruno Fernandes,28,pt POR,"MF,FW",Manchester Utd,True,34.6,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Enzo Fernández,22,ar ARG,MF,Chelsea,True,24.5,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Conor Gallagher,23,eng ENG,MF,Chelsea,True,34.8,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Idrissa Gana Gueye,33,sn SEN,MF,Everton,True,20.9,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
James Garner,22,eng ENG,MF,Everton,True,33.4,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
Morgan Gibbs-White,23,eng ENG,"MF,FW",Nott'ham Forest,True,35.1,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Billy Gilmour,22,sct SCO,MF,Brighton,True,23.6,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
João Gomes,22,br BRA,MF,Wolves,True,29.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Pascal Groß,32,de GER,"MF,DF",Brighton,True,34.6,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
Bruno Guimarães,25,br BRA,MF,Newcastle Utd,True,36.3,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Gustavo Hamer,26,nl NED,MF,Sheffield Utd,True,32.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Jack Harrison,26,eng ENG,"MF,FW",Everton,True,24.6,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Kai Havertz,24,de GER,"MF,FW",Arsenal,True,29.3,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
Will Hughes,28,eng ENG,MF,Crystal Palace,True,21.0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Pierre Højbjerg,27,dk DEN,MF,Tottenham,True,14.6,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Vitaly Janelt,25,de GER,"MF,DF",Brentford,True,33.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Mathias Jensen,27,dk DEN,MF,Brentford,True,24.5,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Joelinton,26,br BRA,"MF,FW",Newcastle Utd,True,14.2,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Curtis Jones,22,eng ENG,MF,Liverpool,True,13.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Jorginho,31,it ITA,MF,Arsenal,True,10.2,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
Boubacar Kamara,23,fr FRA,MF,Aston Villa,True,18.4,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Justin Kluivert,24,nl NED,"MF,FW",Bournemouth,True,21.3,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Mateo Kovačić,29,hr CRO,MF,Manchester City,True,17.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Mario Lemina,29,ga GAB,MF,Wolves,True,33.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Jefferson Lerma,28,co COL,"MF,DF",Crystal Palace,True,26.7,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Keane Lewis-Potter,22,eng ENG,"FW,DF",Brentford,True,16.0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
Sean Longstaff,25,eng ENG,MF,Newcastle Utd,True,30.5,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Douglas Luiz,25,br BRA,MF,Aston Villa,True,33.3,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Saša Lukić,26,rs SRB,MF,Fulham,True,12.5,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Alexis Mac Allister,24,ar ARG,MF,Liverpool,True,28.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
James Maddison,26,eng ENG,MF,Tottenham,True,23.7,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Kobbie Mainoo,18,eng ENG,MF,Manchester Utd,True,21.4,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Pape Matar Sarr,20,sn SEN,MF,Tottenham,True,23.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
John McGinn,28,sct SCO,"MF,FW",Aston Villa,True,33.3,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Dwight McNeil,23,eng ENG,"MF,FW",Everton,True,32.1,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Scott McTominay,26,sct SCO,"MF,FW",Manchester Utd,True,21.1,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Jacob Murphy,28,eng ENG,"FW,DF",Newcastle Utd,True,13.2,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Oliver Norwood,32,nir NIR,MF,Sheffield Utd,True,16.0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
Christian Nørgaard,29,dk DEN,MF,Brentford,True,27.8,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Wilson Odobert,18,fr FRA,"MF,FW",Burnley,True,23.3,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Chiedozie Ogbene,26,ie IRL,"MF,DF",Luton Town,True,22.2,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Amadou Onana,21,be BEL,MF,Everton,True,23.2,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Frank Onyeka,25,ng NGA,MF,Brentford,True,12.9,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Dango Ouattara,21,bf BFA,"FW,DF",Bournemouth,True,13.7,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
João Palhinha,28,pt POR,MF,Fulham,True,30.0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Andreas Pereira,27,br BRA,MF,Fulham,True,29.0,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Harrison Reed,28,eng ENG,MF,Fulham,True,14.7,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Declan Rice,24,eng ENG,MF,Arsenal,True,35.8,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Rodri,27,es ESP,MF,Manchester City,True,32.6,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Pelly Ruddock Mpanzu,30,cd COD,MF,Luton Town,True,12.2,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Pablo Sarabia,31,es ESP,"MF,FW",Wolves,True,19.4,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Alex Scott,19,eng ENG,MF,Bournemouth,True,11.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Bernardo Silva,28,pt POR,"MF,FW",Manchester City,True,28.6,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Tomáš Souček,28,cz CZE,MF,West Ham,True,31.9,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Vinicius Souza,24,br BRA,MF,Sheffield Utd,True,29.6,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Dominik Szoboszlai,22,hu HUN,MF,Liverpool,True,23.4,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Youri Tielemans,26,be BEL,"MF,FW",Aston Villa,True,18.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Andros Townsend,32,eng ENG,"MF,FW",Luton Town,True,13.4,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
James Ward-Prowse,28,eng ENG,MF,West Ham,True,33.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Ryan Yates,25,eng ENG,MF,Nott'ham Forest,True,22.1,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Martin Ødegaard,24,no NOR,MF,Arsenal,True,34.3,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Yacine Adli,23,fr FRA,MF,Milan,True,15.6,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
Michel Aebischer,26,ch SUI,MF,Bologna,True,24.8,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Luis Alberto,30,es ESP,MF,Lazio,True,25.7,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Milan Badelj,34,hr CRO,MF,Genoa,True,28.2,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Nedim Bajrami,24,al ALB,"MF,FW",Sassuolo,True,14.6,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Nicolò Barella,26,it ITA,MF,Inter,True,31.6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
Enzo Barrenechea,22,ar ARG,MF,Frosinone,True,31.2,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Ismaël Bennacer,25,dz ALG,MF,Milan,True,12.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Alexis Blin,26,fr FRA,MF,Lecce,True,18.2,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Daniel Boloca,24,ro ROU,MF,Sassuolo,True,22.5,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Giacomo Bonaventura,33,it ITA,MF,Fiorentina,True,25.3,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
Warren Bondo,19,fr FRA,MF,Monza,True,16.4,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Edoardo Bove,21,it ITA,MF,Roma,True,19.8,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Marco Brescianini,23,it ITA,MF,Frosinone,True,25.8,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Jens Cajuste,23,se SWE,MF,Napoli,True,11.3,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Hakan Çalhanoğlu,29,tr TUR,MF,Inter,True,28.4,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Antonio Candreva,36,it ITA,"MF,FW",Salernitana,True,30.6,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Valentin Carboni,18,ar ARG,"MF,FW",Monza,True,13.0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Danilo Cataldi,28,it ITA,MF,Lazio,True,15.1,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Andrea Colpani,24,it ITA,"MF,FW",Monza,True,29.5,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Lassana Coulibaly,27,ml MLI,MF,Salernitana,True,23.1,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Bryan Cristante,28,it ITA,"MF,DF",Roma,True,36.5,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Alessandro Deiola,27,it ITA,MF,Cagliari,True,17.9,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Ondrej Duda,28,sk SVK,MF,Hellas Verona,True,27.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Alfred Duncan,30,gh GHA,MF,Fiorentina,True,21.0,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Éderson,24,br BRA,MF,Atalanta,True,31.9,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Giovanni Fabbian,20,it ITA,"MF,FW",Bologna,True,11.7,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Jacopo Fazzini,20,it ITA,MF,Empoli,True,13.7,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Lewis Ferguson,23,sct SCO,MF,Bologna,True,30.1,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Michael Folorunsho,25,it ITA,"MF,FW",Hellas Verona,True,30.9,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Davide Frattesi,23,it ITA,MF,Inter,True,10.6,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Morten Frendrup,22,dk DEN,MF,Genoa,True,34.9,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Remo Freuler,31,ch SUI,MF,Bologna,True,29.2,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Roberto Gagliardini,29,it ITA,"MF,DF",Monza,True,26.2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Francesco Gelli,26,it ITA,"MF,DF",Frosinone,True,17.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Joan Gonzàlez,21,es ESP,MF,Lecce,True,14.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Alberto Grassi,28,it ITA,MF,Empoli,True,20.1,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Matheus Henrique,25,br BRA,MF,Sassuolo,True,27.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Ivan Ilić,22,rs SRB,MF,Torino,True,23.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Mohamed Kaba,21,fr FRA,MF,Lecce,True,15.3,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Daichi Kamada,26,jp JPN,MF,Lazio,True,17.2,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Grigoris Kastanos,25,cy CYP,"MF,DF",Salernitana,True,16.4,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Teun Koopmeiners,25,nl NED,MF,Atalanta,True,29.2,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Karol Linetty,28,pl POL,MF,Torino,True,20.6,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Stanislav Lobotka,28,sk SVK,MF,Napoli,True,36.5,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Manuel Locatelli,25,it ITA,MF,Juventus,True,33.4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Ruben Loftus-Cheek,27,eng ENG,MF,Milan,True,23.0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Sandi Lovrić,25,si SVN,MF,Udinese,True,22.1,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Giulio Maggiore,25,it ITA,MF,Salernitana,True,20.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
Antoine Makoumbou,25,cg CGO,MF,Cagliari,True,30.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Youssef Maleh,24,ma MAR,MF,Empoli,True,28.9,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Ruslan Malinovskyi,30,ua UKR,MF,Genoa,True,17.2,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Rolando Mandragora,26,it ITA,MF,Fiorentina,True,17.6,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Răzvan Marin,27,ro ROU,MF,Empoli,True,20.2,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Luca Mazzitelli,27,it ITA,MF,Frosinone,True,24.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Weston McKennie,24,us USA,"MF,DF",Juventus,True,28.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Arthur Melo,26,br BRA,MF,Fiorentina,True,22.1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Aleksei Miranchuk,27,ru RUS,"MF,FW",Atalanta,True,13.1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Fabio Miretti,19,it ITA,MF,Juventus,True,12.3,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Henrikh Mkhitaryan,34,am ARM,MF,Inter,True,30.9,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Yunus Musah,20,us USA,"MF,FW",Milan,True,16.4,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Nahitan Nández,27,uy URU,"MF,DF",Cagliari,True,26.0,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Remi Oudin,26,fr FRA,"MF,FW",Lecce,True,20.2,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Leandro Paredes,29,ar ARG,MF,Roma,True,29.3,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
Mario Pašalić,28,hr CRO,MF,Atalanta,True,22.8,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Martín Payero,24,ar ARG,MF,Udinese,True,20.0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Lorenzo Pellegrini,27,it ITA,MF,Roma,True,20.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Matteo Pessina,26,it ITA,MF,Monza,True,35.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Matteo Prati,19,it ITA,MF,Cagliari,True,21.9,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
