player,age,nationality,position,team,games,minutes_90s,goals,assists,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,xg_per90,xg_assist_per90,npxg_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,G-xg,npG-npxg,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_short,passes_pct_short,passes_medium,passes_pct_medium,passes_long,passes_pct_long,pass_xa,A-xa,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,passes_offsides,passes_blocked,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,blocks,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won_pct,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Shuto Abe,25,jp JPN,MF,RWD Molenbeek,28.0,16.4,1.0,1.0,0.0,4.0,0.0,1.3,1.3,1.3,2.6,12.0,70.0,35.0,0.06,0.06,0.08,0.08,0.08,37.5,0.98,0.37,0.06,0.17,21.5,0.0,0.08,-0.3,-0.3,525.0,697.0,75.3,8876.0,2426.0,298.0,79.9,273.0,79.5,75.0,65.3,1.3,-0.3,9.0,59.0,7.0,2.0,681.0,10.0,5.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,6.0,19.0,1.34,16.0,0.0,0.0,3.0,2.0,1.0,47.0,32.0,23.0,17.0,7.0,18.0,46.0,39.1,21.0,13.0,37.0,0.0,889.0,45.0,255.0,486.0,156.0,21.0,889.0,14.0,42.9,57.1,577.0,3003.0,1072.0,15.0,2.0,32.0,14.0,508.0,32.0,16.0,1.0,0.0,1.0,0.0,97.0,10.0,17.0,37.0
Francis Abu,22,gh GHA,MF,Cercle Brugge,8.0,4.5,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.3,3.0,30.0,2.0,0.0,0.0,0.02,0.03,0.02,40.0,1.1,0.44,0.0,0.0,27.3,0.0,0.02,-0.1,-0.1,163.0,231.0,70.6,2812.0,1107.0,88.0,73.9,98.0,77.6,32.0,40.6,0.3,-0.1,4.0,22.0,5.0,0.0,206.0,23.0,18.0,0.0,0.0,9.0,1.0,4.0,1.0,3.0,2.0,3.0,2.21,8.0,2.0,0.0,0.0,0.0,0.0,18.0,8.0,4.0,12.0,2.0,11.0,13.0,84.6,7.0,8.0,2.0,0.0,281.0,7.0,34.0,185.0,66.0,0.0,281.0,3.0,100.0,0.0,138.0,573.0,215.0,5.0,0.0,7.0,0.0,110.0,6.0,9.0,0.0,0.0,0.0,0.0,55.0,10.0,3.0,76.9
Noah Adedeji,18,be BEL,"MF,FW",Genk,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.57,0.0,0.57,0.0,9.47,0.0,0.0,0.0,17.1,0.0,0.06,-0.1,-0.1,12.0,15.0,80.0,185.0,26.0,6.0,83.3,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,6.0,7.0,6.0,2.0,19.0,0.0,0.0,0.0,12.0,76.0,16.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder Álvarez Balanta,30,co COL,MF,Club Brugge,15.0,5.5,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,4.0,29.0,3.0,0.0,0.0,0.05,0.0,0.05,50.0,0.36,0.18,0.0,0.0,5.2,0.0,0.13,-0.3,-0.3,226.0,292.0,77.4,3867.0,1187.0,122.0,81.1,119.0,79.8,34.0,58.8,0.1,0.0,0.0,23.0,0.0,0.0,285.0,7.0,5.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.54,2.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,4.0,6.0,2.0,6.0,14.0,42.9,11.0,16.0,12.0,0.0,364.0,23.0,106.0,225.0,38.0,3.0,364.0,5.0,60.0,20.0,227.0,1365.0,429.0,7.0,0.0,5.0,5.0,200.0,11.0,6.0,0.0,0.0,0.0,0.0,45.0,21.0,7.0,75.0
Steven Alzate,24,co COL,MF,Standard Liège,20.0,18.5,1.0,4.0,0.0,4.0,1.0,1.1,1.1,2.7,3.8,31.0,96.0,27.0,0.05,0.22,0.06,0.15,0.06,14.3,0.76,0.11,0.07,0.5,20.9,0.0,0.08,-0.1,-0.1,864.0,1024.0,84.4,15634.0,4199.0,401.0,88.3,421.0,88.6,146.0,71.2,2.6,1.3,17.0,78.0,13.0,0.0,966.0,55.0,42.0,7.0,6.0,19.0,6.0,6.0,3.0,3.0,3.0,15.0,2.33,34.0,5.0,1.0,2.0,1.0,0.0,44.0,28.0,15.0,23.0,6.0,22.0,37.0,59.5,27.0,18.0,20.0,1.0,1225.0,43.0,266.0,727.0,243.0,19.0,1225.0,33.0,54.5,45.5,874.0,4787.0,1753.0,39.0,4.0,34.0,29.0,802.0,20.0,21.0,1.0,0.0,0.0,0.0,124.0,13.0,24.0,35.1
Bill Antonio,20,zw ZIM,"MF,FW",Mechelen,12.0,6.4,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,2.1,36.0,16.0,73.0,0.47,0.0,0.15,0.18,0.15,50.0,1.25,0.62,0.38,0.75,14.6,0.0,0.12,2.0,2.0,120.0,185.0,64.9,2020.0,930.0,78.0,75.6,73.0,68.5,19.0,47.4,1.4,-1.2,5.0,5.0,10.0,4.0,161.0,24.0,0.0,1.0,0.0,27.0,24.0,0.0,0.0,0.0,0.0,13.0,2.34,12.0,1.0,2.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,1.0,3.0,6.0,50.0,7.0,5.0,11.0,0.0,287.0,5.0,56.0,71.0,163.0,38.0,287.0,34.0,23.5,70.6,178.0,1449.0,731.0,15.0,19.0,21.0,12.0,175.0,3.0,6.0,1.0,0.0,0.0,0.0,20.0,8.0,6.0,57.1
Dirk Asare,19,be BEL,MF,Mechelen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Majeed Ashimeru,25,gh GHA,MF,Anderlecht,6.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,60.0,80.0,754.0,198.0,29.0,86.2,21.0,76.2,7.0,57.1,0.0,0.0,0.0,2.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,2.0,5.0,40.0,1.0,6.0,3.0,1.0,80.0,2.0,23.0,42.0,19.0,1.0,80.0,3.0,33.3,33.3,54.0,347.0,168.0,7.0,1.0,4.0,2.0,43.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,50.0
Lynnt Audoor,19,be BEL,MF,Kortrijk,11.0,4.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,1.0,22.0,14.0,0.0,0.0,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.0,25.5,0.0,0.02,0.0,0.0,155.0,190.0,81.6,2345.0,821.0,82.0,84.1,79.0,84.8,11.0,63.6,0.1,-0.2,2.0,16.0,1.0,0.0,182.0,8.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,1.35,5.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,7.0,4.0,1.0,8.0,13.0,61.5,8.0,10.0,11.0,0.0,252.0,16.0,56.0,140.0,58.0,7.0,252.0,4.0,100.0,0.0,177.0,975.0,305.0,9.0,0.0,11.0,7.0,157.0,10.0,11.0,0.0,0.0,0.0,0.0,28.0,7.0,5.0,58.3
Bilal Bafdili,18,be BEL,"MF,FW",Mechelen,11.0,1.9,2.0,0.0,0.0,2.0,0.0,1.3,1.3,0.0,1.3,4.0,7.0,16.0,1.05,0.0,0.7,0.0,0.7,66.7,3.16,2.11,0.33,0.5,16.8,0.0,0.26,0.7,0.7,38.0,51.0,74.5,575.0,157.0,27.0,81.5,17.0,70.6,6.0,50.0,0.1,0.0,0.0,1.0,0.0,0.0,45.0,6.0,1.0,0.0,0.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,2.63,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,0.0,0.0,2.0,0.0,86.0,2.0,12.0,35.0,40.0,6.0,86.0,9.0,33.3,66.7,61.0,317.0,93.0,3.0,0.0,12.0,3.0,57.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,28.6
Brandon Baiye,22,be BEL,MF,Eupen,28.0,23.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.8,1.8,19.0,69.0,20.0,0.04,0.0,0.04,0.04,0.04,25.0,0.35,0.09,0.13,0.5,19.4,0.0,0.12,0.0,0.0,735.0,890.0,82.6,12799.0,3130.0,354.0,83.3,404.0,87.4,79.0,79.7,0.7,-0.8,12.0,56.0,8.0,0.0,863.0,22.0,22.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,18.0,1.17,25.0,0.0,1.0,0.0,0.0,1.0,74.0,46.0,40.0,28.0,6.0,26.0,56.0,46.4,42.0,41.0,38.0,1.0,1160.0,70.0,368.0,674.0,129.0,13.0,1160.0,24.0,41.7,50.0,732.0,3937.0,1655.0,20.0,5.0,18.0,17.0,633.0,37.0,25.0,2.0,0.0,0.0,0.0,142.0,19.0,38.0,33.3
William Balikwisha,24,cd COD,MF,Standard Liège,20.0,12.1,1.0,1.0,0.0,3.0,1.0,1.9,1.9,1.3,3.2,59.0,70.0,83.0,0.08,0.08,0.16,0.1,0.16,34.8,1.9,0.66,0.04,0.13,20.4,0.0,0.08,-0.9,-0.9,424.0,555.0,76.4,7403.0,2162.0,211.0,80.1,245.0,80.0,66.0,65.2,1.2,-0.3,19.0,50.0,17.0,8.0,543.0,10.0,1.0,3.0,4.0,49.0,0.0,1.0,1.0,0.0,2.0,24.0,3.39,31.0,0.0,6.0,1.0,1.0,2.0,27.0,12.0,10.0,13.0,4.0,7.0,13.0,53.8,10.0,10.0,9.0,1.0,697.0,7.0,95.0,384.0,236.0,24.0,697.0,43.0,65.1,32.6,555.0,4172.0,1717.0,31.0,11.0,28.0,18.0,514.0,8.0,12.0,2.0,0.0,0.0,0.0,76.0,4.0,13.0,23.5
Sacha Banse,22,bf BFA,MF,Standard Liège,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,70.6,260.0,83.0,6.0,83.3,4.0,100.0,5.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,100.0,1.0,0.0,2.0,0.0,28.0,4.0,9.0,15.0,4.0,1.0,28.0,1.0,100.0,0.0,12.0,61.0,12.0,1.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Ezechiel Banzuzi,18,nl NED,MF,OH Leuven,27.0,19.4,2.0,0.0,0.0,6.0,0.0,2.1,2.1,1.6,3.7,18.0,62.0,50.0,0.1,0.0,0.11,0.08,0.11,33.3,1.08,0.36,0.1,0.29,14.2,0.0,0.1,-0.1,-0.1,496.0,686.0,72.3,8725.0,2120.0,297.0,75.1,266.0,76.7,81.0,67.9,1.2,-1.6,9.0,45.0,8.0,0.0,673.0,12.0,11.0,2.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,14.0,1.65,22.0,0.0,1.0,6.0,2.0,1.0,30.0,18.0,13.0,11.0,6.0,15.0,34.0,44.1,27.0,7.0,47.0,0.0,906.0,70.0,208.0,492.0,223.0,35.0,906.0,32.0,43.8,50.0,578.0,3262.0,1241.0,20.0,3.0,33.0,30.0,555.0,35.0,36.0,2.0,0.0,1.0,0.0,115.0,75.0,59.0,56.0
Ján Bernát,22,sk SVK,MF,Westerlo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,13.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adriano Bertaccini,22,be BEL,"MF,FW",Sint-Truiden,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,1.0,5.0,0.0,0.0,0.6,0.0,0.6,33.3,6.92,2.31,0.0,0.0,20.9,0.0,0.09,-0.3,-0.3,6.0,9.0,66.7,82.0,15.0,6.0,83.3,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,4.0,14.0,7.0,20.0,5.0,60.0,40.0,13.0,87.0,41.0,2.0,2.0,2.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Nathan Bitu Mazala,20,fr FRA,"MF,FW",Eupen,6.0,1.3,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.3,3.0,6.0,6.0,0.0,0.0,0.1,0.11,0.1,0.0,2.35,0.0,0.0,0.0,16.5,0.0,0.04,-0.1,-0.1,25.0,33.0,75.8,407.0,117.0,13.0,84.6,12.0,75.0,4.0,75.0,0.1,-0.1,3.0,5.0,1.0,1.0,31.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,44.0,1.0,4.0,20.0,20.0,6.0,44.0,1.0,100.0,0.0,29.0,170.0,76.0,0.0,1.0,1.0,1.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,18.2
Massimo Bruno,29,be BEL,"MF,FW",Kortrijk,23.0,12.6,1.0,3.0,0.0,2.0,0.0,1.5,1.5,1.5,3.0,24.0,60.0,54.0,0.08,0.24,0.12,0.12,0.12,24.0,1.99,0.48,0.04,0.17,21.2,1.0,0.06,-0.5,-0.5,406.0,550.0,73.8,6941.0,2098.0,233.0,78.1,206.0,78.6,76.0,53.9,1.8,1.5,18.0,39.0,12.0,3.0,498.0,48.0,14.0,2.0,4.0,33.0,11.0,16.0,8.0,4.0,4.0,12.0,3.1,30.0,3.0,2.0,2.0,2.0,0.0,16.0,12.0,8.0,7.0,1.0,9.0,26.0,34.6,10.0,7.0,10.0,0.0,667.0,23.0,92.0,313.0,270.0,26.0,667.0,34.0,50.0,47.1,472.0,2647.0,1019.0,23.0,7.0,19.0,20.0,432.0,14.0,8.0,0.0,0.0,0.0,0.0,70.0,10.0,6.0,62.5
Etienne Camara,20,fr FRA,MF,Charleroi,6.0,3.8,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.2,0.4,3.0,8.0,8.0,0.0,0.0,0.03,0.06,0.03,20.0,1.33,0.27,0.0,0.0,25.8,0.0,0.02,-0.1,-0.1,134.0,185.0,72.4,2370.0,460.0,79.0,74.7,66.0,86.4,30.0,43.3,0.1,-0.2,2.0,7.0,0.0,0.0,185.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.06,4.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,10.0,2.0,9.0,14.0,64.3,4.0,4.0,6.0,0.0,243.0,10.0,63.0,126.0,57.0,4.0,243.0,6.0,50.0,50.0,131.0,625.0,233.0,4.0,0.0,4.0,2.0,133.0,9.0,2.0,1.0,0.0,0.0,0.0,34.0,10.0,11.0,47.6
Nacer Chadli,33,be BEL,"MF,FW",Westerlo,18.0,7.9,0.0,2.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,21.0,42.0,38.0,0.0,0.25,0.04,0.06,0.04,28.6,0.88,0.25,0.0,0.0,19.9,1.0,0.05,-0.3,-0.3,270.0,345.0,78.3,4355.0,1121.0,150.0,80.7,135.0,85.9,35.0,51.4,1.0,1.5,10.0,17.0,14.0,3.0,332.0,11.0,2.0,2.0,2.0,15.0,9.0,0.0,0.0,0.0,2.0,10.0,2.65,19.0,1.0,0.0,1.0,0.0,0.0,14.0,9.0,10.0,4.0,0.0,3.0,9.0,33.3,4.0,5.0,13.0,0.0,428.0,15.0,88.0,217.0,131.0,11.0,428.0,5.0,60.0,40.0,313.0,1936.0,809.0,13.0,3.0,15.0,5.0,298.0,9.0,7.0,1.0,0.0,0.0,0.0,44.0,13.0,13.0,50.0
Youssef Challouk,27,be BEL,"MF,FW",Kortrijk,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,4.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,76.0,239.0,70.0,12.0,91.7,9.0,77.8,2.0,0.0,0.1,-0.1,2.0,3.0,1.0,1.0,25.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,10.0,21.0,1.0,31.0,1.0,100.0,0.0,26.0,131.0,82.0,1.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Isaac Christie-Davies,25,wls WAL,MF,Eupen,15.0,6.3,0.0,1.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,8.0,24.0,14.0,0.0,0.16,0.03,0.08,0.03,0.0,0.48,0.0,0.0,0.0,17.3,0.0,0.07,-0.2,-0.2,236.0,294.0,80.3,3921.0,1031.0,126.0,86.5,124.0,83.9,29.0,62.1,0.3,0.5,6.0,18.0,3.0,0.0,286.0,8.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,1.6,10.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,3.0,0.0,3.0,9.0,33.3,4.0,4.0,7.0,0.0,345.0,14.0,83.0,209.0,57.0,9.0,345.0,7.0,71.4,28.6,269.0,1689.0,832.0,14.0,0.0,10.0,9.0,251.0,19.0,6.0,0.0,0.0,0.0,0.0,32.0,5.0,6.0,45.5
Niklo Dailly,21,be BEL,"MF,DF",RWD Molenbeek,11.0,3.6,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,5.0,7.0,13.0,0.0,0.0,0.08,0.04,0.08,0.0,1.65,0.0,0.0,0.0,16.4,0.0,0.05,-0.3,-0.3,82.0,113.0,72.6,1247.0,481.0,57.0,80.7,36.0,77.8,14.0,35.7,0.2,-0.1,4.0,7.0,1.0,0.0,107.0,6.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,5.0,2.19,6.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,4.0,9.0,44.4,2.0,1.0,9.0,0.0,157.0,13.0,52.0,67.0,40.0,7.0,157.0,9.0,33.3,55.6,113.0,619.0,238.0,5.0,1.0,8.0,2.0,96.0,5.0,3.0,1.0,0.0,0.0,0.0,23.0,9.0,6.0,60.0
Alexis De Sart,26,be BEL,MF,RWD Molenbeek,7.0,5.4,0.0,2.0,0.0,1.0,0.0,0.6,0.6,1.2,1.8,6.0,19.0,16.0,0.0,0.37,0.11,0.23,0.11,16.7,1.12,0.19,0.0,0.0,18.8,0.0,0.1,-0.6,-0.6,144.0,213.0,67.6,2308.0,798.0,81.0,79.0,88.0,64.8,20.0,55.0,1.3,0.8,4.0,16.0,4.0,1.0,204.0,6.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,2.42,9.0,0.0,1.0,3.0,0.0,0.0,15.0,9.0,9.0,5.0,1.0,7.0,21.0,33.3,14.0,4.0,11.0,0.0,279.0,19.0,90.0,133.0,57.0,9.0,279.0,4.0,50.0,50.0,181.0,999.0,374.0,6.0,2.0,10.0,4.0,150.0,9.0,6.0,1.0,0.0,0.0,0.0,39.0,6.0,5.0,54.5
Julien De Sart,28,be BEL,MF,Gent,29.0,28.3,4.0,0.0,3.0,4.0,0.0,4.6,2.2,2.8,5.0,26.0,210.0,35.0,0.14,0.0,0.16,0.1,0.08,35.0,2.12,0.74,0.02,0.05,27.1,6.0,0.04,-0.6,-1.2,1297.0,1739.0,74.6,29290.0,9361.0,515.0,78.8,690.0,78.4,457.0,68.3,2.3,-2.8,26.0,215.0,27.0,4.0,1661.0,67.0,58.0,4.0,68.0,20.0,4.0,4.0,1.0,2.0,11.0,26.0,2.58,57.0,2.0,0.0,9.0,2.0,3.0,110.0,74.0,49.0,54.0,7.0,43.0,74.0,58.1,38.0,62.0,63.0,2.0,2141.0,89.0,461.0,1320.0,381.0,26.0,2138.0,24.0,66.7,25.0,1334.0,6585.0,2601.0,43.0,1.0,20.0,13.0,1226.0,42.0,24.0,0.0,0.0,1.0,0.0,246.0,71.0,33.0,68.3
Tibe De Vlieger,17,be BEL,"MF,FW",Gent,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.11,0.0,0.11,0.0,2.37,0.0,0.0,0.0,12.7,0.0,0.05,0.0,0.0,22.0,30.0,73.3,372.0,54.0,13.0,84.6,11.0,72.7,4.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.31,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,1.0,6.0,14.0,18.0,2.0,38.0,1.0,100.0,0.0,27.0,169.0,71.0,2.0,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,66.7
Nils De Wilde,20,be BEL,MF,Cercle Brugge,17.0,8.0,0.0,1.0,0.0,2.0,0.0,0.3,0.3,0.5,0.8,3.0,58.0,9.0,0.0,0.12,0.03,0.07,0.03,42.9,0.87,0.37,0.0,0.0,25.3,0.0,0.04,-0.3,-0.3,188.0,295.0,63.7,3250.0,1593.0,123.0,71.5,108.0,67.6,45.0,44.4,0.5,0.5,8.0,40.0,7.0,1.0,266.0,27.0,24.0,1.0,1.0,7.0,1.0,2.0,0.0,2.0,2.0,5.0,2.5,16.0,3.0,1.0,0.0,0.0,0.0,19.0,8.0,5.0,12.0,2.0,11.0,31.0,35.5,16.0,5.0,5.0,0.0,368.0,9.0,57.0,222.0,94.0,1.0,368.0,9.0,55.6,44.4,191.0,904.0,303.0,9.0,1.0,8.0,3.0,149.0,8.0,3.0,0.0,0.0,0.0,0.0,58.0,3.0,4.0,42.9
Tristan Degreef,18,be BEL,MF,Anderlecht,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,8.0,8.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,100.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Delaney,31,dk DEN,"MF,DF",Anderlecht,14.0,10.1,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.9,2.5,6.0,45.0,29.0,0.1,0.0,0.16,0.09,0.16,21.4,1.38,0.3,0.07,0.33,15.8,0.0,0.11,-0.6,-0.6,353.0,507.0,69.6,6583.0,1738.0,176.0,74.4,219.0,75.8,86.0,51.2,1.1,-0.9,5.0,31.0,8.0,2.0,489.0,17.0,8.0,0.0,2.0,11.0,3.0,0.0,0.0,0.0,1.0,14.0,2.17,20.0,0.0,0.0,1.0,1.0,0.0,21.0,15.0,12.0,6.0,3.0,8.0,20.0,40.0,12.0,16.0,34.0,0.0,629.0,60.0,183.0,306.0,148.0,29.0,629.0,4.0,25.0,75.0,390.0,1835.0,583.0,19.0,1.0,5.0,8.0,350.0,18.0,12.0,0.0,1.0,1.0,0.0,58.0,38.0,22.0,63.3
