player,age,nationality,position,team,top5,minutes_90s,gk_goals_against,gk_saves_per90,gk_clean_sheets,gk_pens_save_pct,gk_free_kick_goals_against_perGame,gk_corner_kick_goals_against_perGame,gk_own_goals_against_perGame,gk_psnpxg_per_shot_on_target_against,xg_saved_per90,gk_passes_pct_launched,gk_passes_per90,gk_passes_throws_per90,gk_passes_length_avg,gk_goal_kicks_per90,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
Sven Ulreich,34,de GER,GK,Bayern Munich,True,11.0,-1.7245985882900368,-1.935192293200512,0.8651438103371581,-0.7426685649466277,2.8213005508959785,0.18072755964249865,-1.090402824093682,2.032290525840215,0.024592537368484196,-0.5063912663393614,0.3036857713619497,0.8183599146660536,-1.262908502190826,-1.3181679724860693,-1.7290807392275607,-0.5933385728495474,0.6468484810229596,2.3574289449121717
Robin Zentner,28,de GER,GK,Mainz 05,True,30.0,0.5260025694284614,-0.4872377191589877,-0.14078536058489036,-0.7426685649466277,0.638293543146435,-1.1755500254656506,-0.23354854239555528,2.617994130802861,0.46347474271374056,-0.10596094666140692,-0.1424098172730102,0.470981788419964,1.072089360872372,-0.22158057138807022,0.49580407220224626,1.8154185938075929,0.9242742530170319,0.7510110285418364
Michael Zetterer,28,de GER,GK,Werder Bremen,True,27.0,-0.16168111765219084,0.5657745896195657,-0.22647848258976166,-0.7426685649466277,-0.6255526192348795,-0.21584483366397786,-0.13834251109576345,0.568031513433601,1.066937775063468,1.4087102625552002,1.00268268651601,1.679382620746104,-0.028966542035476855,-0.6034462026829045,-0.4275231245411233,0.9071986785106387,0.018016731169729714,0.17434818676786962
Kepa Arrizabalaga,28,es ESP,GK,Real Madrid,True,13.3,-1.912148684766578,-1.1486917762065563,2.469380815077002,-0.7426685649466277,-0.6255526192348795,-1.9607633642124738,0.7457134938308753,-0.017672091529043508,0.9023569480589969,0.20741930352133903,-0.09796621294277853,-0.16937733990730466,-1.1110387224793983,-0.6507360641435651,-1.2618549288273009,-0.9092411520832707,-0.6478051216160435,0.21553838975172424
Augusto Batalla,27,ar ARG,GK,Granada,True,17.0,-0.7243314070818153,0.5722606525008624,-0.579287102015223,-0.7426685649466277,-0.6255526192348795,2.196248429153061,-1.090402824093682,-0.3105238940103666,-1.6760760083443842,0.015909150631882626,0.5584253620720769,0.1640787153450821,1.2429428630477277,0.6386080997985623,1.5526243576314045,0.9071986785106387,-0.07445852616162774,0.009587374832450403
Stole Dimitrievski,29,mk MKD,GK,Rayo Vallecano,True,37.0,0.4634858706029475,-0.3222901281277356,0.770958577142615,1.877770464552363,0.3991875124256459,-0.36911470459053475,0.2990906056870642,0.8608833159149242,0.3537541913774265,-1.3420719334933515,-0.7036349676309466,0.20087904576708043,1.2429428630477277,0.6653919044811696,0.718292553345227,-0.7118020400621936,-0.1299436805604422,0.17434818676786962
Marko Dmitrović,31,rs SRB,GK,Sevilla,True,13.0,-0.9118815035583568,0.5318474914712433,-0.7545333965657255,-0.7426685649466277,-0.6255526192348795,0.7572828083726836,0.886953210594303,0.568031513433601,-0.5240102193130863,-0.12337096056044862,-0.8461189817440578,1.0418946556676059,-0.028966542035476855,-0.10235555528244379,0.4401819519165011,0.4333448096600537,0.09199693703481526,0.5038698106387081
André Ferreira,27,pt POR,GK,Granada,True,14.9,-0.6618147082563015,0.3889096668899726,-1.9418849429034926,-0.7426685649466277,-0.6255526192348795,-0.3903366867188274,0.6233057393025715,1.4465869208775703,0.024592537368484196,0.5904396093002519,-0.5562409647689411,1.6166391528967734,-0.12388515435511904,0.7774812282924912,0.26219116700211637,-1.1856559089127785,-0.42586450402078585,-0.6494558729092257
Paulo Gazzaniga,31,ar ARG,GK,Girona,True,38.0,0.40096917177743363,0.2335345528183961,0.4961229786405048,0.1325580709060351,-0.6255526192348795,0.5188577055143362,-1.090402824093682,-0.017672091529043508,0.7926363967226828,0.19000928962229732,0.052233143112598496,0.2698681363827548,-0.5415270485615452,0.1650140460528295,0.31781328728786157,0.6307839216811307,-0.42586450402078585,-0.40231465500609725
Vicente Guaita,36,es ESP,GK,Celta Vigo,True,26.7,-0.036647720001163175,0.12100558102905953,-0.22647848258976166,-0.7426685649466277,-0.6255526192348795,0.22038479897314608,0.8137178019021551,0.8608833159149242,0.6280555697182117,0.46856951200696106,-1.1678823980390596,0.6385909837327381,0.5025776869545189,1.1784251502196252,0.3734354075736067,-0.23794817121160852,-0.16693378349298518,-0.3611244520222419
Sergio Herrera,30,es ESP,GK,Osasuna,True,31.9,0.4634858706029475,-0.5866300247570687,0.22900748121991504,4.498209494051354,-0.6255526192348795,0.24764915101296647,-1.090402824093682,1.7394387233588935,-0.13998828963598695,1.2346101235647855,0.07150154374473265,-1.4379854080000236,1.432780087687012,0.4922257912222433,1.0297764269454004,0.03846658561789948,0.46189796636024505,0.9157718404772549
Filip Jørgensen,21,dk DEN,GK,Villarreal,True,36.0,1.4637530518111688,1.406530490607678,-0.6549440926141182,-0.7426685649466277,0.42765251608288257,0.9837866560881132,-0.3763575893452431,-0.3105238940103666,-0.249708840972301,0.729719720492583,-0.05447900622161663,0.5567129285512111,-0.5984782159533306,0.38865568254386973,-0.4608963967125709,-0.3564116384242547,-0.1854288349592567,-0.3199342490383873
Jeremías Ledesma,30,ar ARG,GK,Cádiz,True,33.9,0.4634858706029475,0.06032087517088803,0.10162581337483585,-0.7426685649466277,-0.6255526192348795,0.11774253247029365,-1.090402824093682,0.568031513433601,-0.03026773829967285,0.7123097065935413,-0.49171551190074686,-1.1541164607935732,2.116194096388436,1.4480130971415022,2.242338649174645,1.5784916593823006,0.4249078634277021,-0.5258852639576611
Andriy Lunin,24,ua UKR,GK,Real Madrid,True,21.0,-1.4120150941624674,-1.1039233121085825,1.7344271921163035,-0.7426685649466277,-0.6255526192348795,-0.8390300231455835,-1.090402824093682,0.8608833159149242,1.176658326399782,-0.07114091886332471,-0.5477940280009326,0.09306492580059252,-1.4527457268301103,-0.47508800728968287,-1.4732189859131328,1.3415647249570082,-0.00047832029654177666,-0.8142166848446449
Giorgi Mamardashvili,22,ge GEO,GK,Valencia,True,36.5,0.08838567764986449,-0.30575679123853555,0.770958577142615,1.877770464552363,-0.6255526192348795,-0.6874444365149226,0.2990906056870642,0.8608833159149242,1.6155405317450386,-1.4291220029885587,-0.9202799898883168,-0.6051034029730187,1.6226173123262964,0.3258319653351443,1.2745137562026787,0.9466865009148541,-0.4628546069533288,-0.7730264818607896
Luís Maximiano,24,pt POR,GK,Almería,True,33.0,1.4637530518111688,0.5006191397665378,-0.5383705662831673,0.30550704685296853,-0.6255526192348795,0.5376427136183274,-1.090402824093682,1.1537351183962472,-0.4691499436449293,-1.1679717945029366,0.07551579387642743,-0.016683658040892058,0.5025776869545189,1.1935685328221959,0.48467964814509706,-0.6328263952537627,0.09199693703481526,0.133157983784015
Ørjan Nyland,32,no NOR,GK,Sevilla,True,24.0,-0.7868481059073291,0.33146556803271476,-0.011859672523507203,-0.7426685649466277,0.9542550837417636,-1.4700050274957093,-0.019334971971023622,-0.6033756964916897,0.9572172237271539,0.20741930352133903,-0.8249407244146517,0.0668206992298029,1.2429428630477277,1.4462737300026007,1.6082464779171497,-0.19846034880739324,-0.7217853274811294,-0.2787440460545327
Jan Oblak,30,si SVN,GK,Atlético Madrid,True,38.0,0.21341907530089216,-0.5499135688961517,0.6991616370844795,-0.7426685649466277,-0.6255526192348795,-1.03090546306492,-1.090402824093682,-0.017672091529043508,-0.35942939230861515,-0.3322911273489467,-1.5652983836376135,0.32788168985502647,-0.2567712116026186,0.8211608738194944,-0.36077658019822895,0.03846658561789948,-0.9622209965426586,-0.9789774967800634
Iñaki Peña,24,es ESP,GK,Barcelona,True,10.0,-1.4120150941624674,-1.2315134347878083,-0.3978647265995043,-0.7426685649466277,-0.6255526192348795,-1.9607633642124738,-1.090402824093682,2.325142328321538,-1.621215732676227,1.2346101235647855,-0.7314608815978794,0.1770464508271193,-1.737501563789037,-0.9628491497839244,-0.7167581500269984,-1.7384854225717943,-1.1101814082728303,-1.473259932586321
Predrag Rajković,27,rs SRB,GK,Mallorca,True,36.0,0.21341907530089216,-0.5782047510691772,-0.011859672523507203,0.30550704685296853,0.42765251608288257,-0.6520744663011019,-0.3763575893452431,-0.3105238940103666,0.024592537368484196,0.8167697899877904,-0.5197439773187957,-1.311001195736657,2.2490801536359357,1.418195374760334,1.3746335727170198,0.19641787523476095,-0.592319967217229,-0.19636364008682342
Álex Remiro,28,es ESP,GK,Real Sociedad,True,36.4,-0.22419781647770468,-0.6622651951420291,1.1878440355446918,0.1325580709060351,-0.6255526192348795,-0.36911470459053475,-0.39565610920330896,-0.6033756964916897,0.5183350183818975,0.9734599150791634,0.04378998404439687,-1.5320583349290777,-0.16185259928297646,-1.179823868535158,0.9964031547739528,-0.5538507504453318,0.7023336354217741,1.1217228553965288
Rui Silva,29,pt POR,GK,Betis,True,27.5,-0.22419781647770468,0.09465056760536261,0.5393555446970166,-0.08755880757188005,2.0826891572965085,-0.6988133555122222,0.7457134938308753,-0.6033756964916897,0.7926363967226828,-0.3322911273489467,-0.24392217460330373,-0.12356923534738078,0.12290323767595011,0.2868929162718953,0.11757365425917925,0.8677108561064235,0.25845240023125865,0.2979187957194342
Unai Simón,26,es ESP,GK,Athletic Club,True,35.4,-0.4117479129542462,-0.7218737922216333,1.4889279777239692,3.1879899793018582,-0.6255526192348795,-1.3064189152567878,1.7657781149000737,-0.017672091529043508,1.5058199804087244,-0.5934413358345688,-0.29503351234789876,-0.40957873563995634,1.1100568058002294,0.3712058572520658,2.1088455604888563,0.31488134244740745,0.36942270902888763,0.8745816374934011
Antonio Sivera,26,es ESP,GK,Alavés,True,34.0,-0.09916441882667701,-0.6973861565130083,0.32859678517152224,-0.7426685649466277,-0.6255526192348795,-0.9215104158710901,0.4216929671383064,-0.8962274989730128,0.46347474271374056,0.6948996926944997,-0.9104359875871234,-1.1326948328586448,2.230096431172007,1.6494288885201807,0.6515460090023326,-0.4353872832326856,-0.4628546069533288,-0.4435048579899519
David Soria,30,es ESP,GK,Getafe,True,37.9,0.7760693647305167,0.1282134926565064,0.09004566175255604,0.1325580709060351,-0.6255526192348795,-0.1010475619173663,-1.090402824093682,0.27517971095227794,0.3537541913774265,0.25964934521846295,-0.588377627771852,-1.3160907752958997,2.4579011007391474,1.3144758567150197,1.7083662944314908,-0.9487289744874859,0.979759407415846,1.2864836673319486
Marc-André ter Stegen,31,de GER,GK,Barcelona,True,28.0,-0.7868481059073291,-0.5191352498287949,2.1937732064667403,-0.7426685649466277,-0.6255526192348795,-1.54011336131239,-1.090402824093682,-0.8962274989730128,0.2440336400411124,3.358631819247845,0.22236279833686193,-0.3662090391882278,-1.2439247797268973,-0.27452832698777446,-1.228481656655854,-0.8697533296790553,0.018016731169729714,0.5862502166064173
Álvaro Vallés,26,es ESP,GK,Las Palmas,True,36.3,0.27593577412640596,-0.0775785236145292,-0.2727990890788812,1.2226607071776152,-0.6255526192348795,-0.36911470459053475,0.9938373205774373,-0.017672091529043508,1.2315186020679392,-0.9068215860173147,2.901182954759288,0.997514717537726,-1.054087555087613,-1.3942811999196525,-0.31627888396963294,-0.19846034880739324,2.8662546569755363,1.4924346822512224
Iván Villar,26,es ESP,GK,Celta Vigo,True,11.3,-1.3494983953369537,-1.081340989510489,-1.9418849429034926,1.0025438286997,-0.6255526192348795,0.0022699826545841116,1.0517328801516348,0.8608833159149242,-0.3045691166404581,-1.3072519056952685,-1.5252179564261037,-0.21118230258643914,0.2937567398513058,1.6467979130159602,0.4179331038022035,-0.9487289744874859,-0.5553298642846861,-0.40231465500609725
Alaa Bellaarouch,21,ma MAR,GK,Strasbourg,True,15.0,-0.849364804732843,-0.8345663864524374,-0.9127954687368844,0.5675509498028676,-0.6255526192348795,-1.1755500254656506,0.6233057393025715,-0.8962274989730128,-1.8406568353488553,-0.9068215860173147,-0.05021052024824844,-0.7047595619514149,0.2937567398513058,-1.4570282020478271,-0.6611360297412532,1.302076902552793,0.5543732236916021,-0.3199342490383873
Marco Bizot,32,nl NED,GK,Brest,True,32.0,-0.3492312141287323,-0.13370675423529815,1.1940201164099076,1.0025438286997,-0.6255526192348795,-0.4884883540621803,-1.090402824093682,-0.3105238940103666,0.46347474271374056,2.1399308463149422,-0.19747328632946548,-0.27763477451181207,0.42664279709880537,-0.23842758453343077,0.5959238887165874,-0.5538507504453318,0.3324326060963446,0.6274404195902719
Marcin Bułka,23,pl POL,GK,Nice,True,34.0,-0.6618147082563015,-1.2665381743468123,1.9181655978564782,1.2226607071776152,-0.6255526192348795,-1.6143457147653457,-0.33435492847768783,-1.7747829064169813,0.5183350183818975,0.5904396093002519,0.3505249864280053,0.22891739275526918,-1.69953411886118,-1.283933400319027,-1.8292005557419018,0.9466865009148541,-0.8882407906775727,-0.8142166848446449
Lucas Chevalier,21,fr FRA,GK,Lille,True,33.0,-0.47426461177976,-0.4015332428138507,1.566900998647321,1.3536826586525648,-0.6255526192348795,-1.2469330562608163,0.467514051721094,-0.6033756964916897,1.012077499395311,-1.115741752805813,0.37353372365343646,-0.8517272307478372,-0.6174619384172587,-1.6857391683848397,0.28444001511641476,0.11744223042633038,-0.4628546069533288,-0.6082656699253711
Arthur Desmas,29,fr FRA,GK,Le Havre,True,33.0,0.21341907530089216,0.5006191397665378,-0.30445150351311295,1.877770464552363,-0.6255526192348795,-0.1761875943333301,0.467514051721094,0.568031513433601,1.066937775063468,-0.2974710995508633,-1.2096865282869227,-0.38410283003194773,0.8063172463773741,0.3359024090583983,-0.31627888396963294,0.27539352004319184,-0.6847952245485865,-0.6906460758930804
Mory Diaw,30,sn SEN,GK,Clermont Foot,True,30.0,0.9011027623815443,2.1425364760628454,-0.6549440926141182,0.006776997490083647,-0.6255526192348795,0.0022699826545841116,-0.23354854239555528,-0.017672091529043508,0.8474966723908399,0.19000928962229732,0.8973933658395843,-0.1536308039648309,0.7303823565216606,-0.24404325558188447,0.28444001511641476,1.1046377905317157,0.7948088927531315,0.09196778080016037
Yehvann Diouf,23,fr FRA,GK,Reims,True,34.0,0.4634858706029475,-0.5660433831667456,-0.12534515842185026,0.006776997490083647,0.4896057593368686,-0.5750927664239622,-0.33435492847768783,-0.3105238940103666,-0.4691499436449293,-0.12337096056044862,0.571984082222777,0.9097235055622254,-0.5225433260976166,-1.0857332456677293,-0.5610162132269121,0.47283263206426895,0.46189796636024505,0.009587374832450403
Gianluigi Donnarumma,24,it ITA,GK,Paris S-G,True,24.1,-1.224464997685926,0.990813556774429,1.146155489704484,0.5675509498028676,-0.6255526192348795,-1.018507357716286,-1.090402824093682,-0.8962274989730128,2.4384446667673942,0.4337494842088776,-0.47061210972491846,0.2749232592994252,-1.6425829514693948,-0.534473645407294,-2.107311157170628,-0.39589946082847033,-0.27790409229061414,-0.40231465500609725
Philipp Köhn,25,ch SUI,GK,Monaco,True,22.0,-0.47426461177976,-0.10833371847522466,-0.18710596707400984,0.1325580709060351,1.0978739658305494,1.2514730215699845,0.07803483276739998,-0.3105238940103666,0.3537541913774265,-0.5063912663393614,-0.8138814653018333,-0.33400021566953053,-0.14286887681904775,-0.21545438478975756,0.1731957745449244,0.6702717440853461,-0.44435955548705736,-1.1849285116993373
Alban Lafont,24,fr FRA,GK,Nantes,True,27.7,0.21341907530089216,-0.4759526722072148,-0.011859672523507203,-0.7426685649466277,-0.6255526192348795,-1.1194633584123062,-1.090402824093682,0.8608833159149242,-0.03026773829967285,-0.7153114331278589,0.09661306947830837,0.8766019429140615,0.2178218499955923,-0.15905808216991021,0.5514261924879914,0.9861743233190693,0.16597714289990123,-0.4846950609738065
Benjamin Lecomte,32,fr FRA,GK,Montpellier,True,30.0,-0.16168111765219084,0.5547482827213608,0.6312247475671038,0.30550704685296853,1.9021397055277496,-0.7829433560922389,1.4801600210006984,-1.189079301454336,0.5731952940500546,-0.2452410578537394,-0.5573066538844395,0.14030453362801384,0.711398634057732,0.7667775331397344,-0.6166383335126572,0.03846658561789948,-1.2396467685367307,-1.9263521654087232
Anthony Lopes,32,pt POR,GK,Lyon,True,31.0,0.5885192682539752,0.5835589555844122,0.29926040106174656,0.30550704685296853,0.5975243121018765,0.698830202510637,-0.26118900309549486,-0.8962274989730128,-0.7434513219857144,0.12036923402613169,-0.3988494391053232,0.6535061512800374,-0.08591770942726298,0.06318829597221338,-0.8725000868270847,0.8282230337022075,-0.3703793496219714,-0.7318362788769349
Pau López,28,es ESP,GK,Marseille,True,32.7,-0.036647720001163175,-0.5914818407975206,-0.30445150351311295,-0.7426685649466277,0.5233984374754065,0.5376427136183274,-0.31144438618629405,-1.189079301454336,-0.8531718733220286,-1.255021863998144,0.3482859317242197,-1.084313679072451,-0.6554293833451161,-1.126888568300216,-0.5165185169983161,-0.9487289744874859,-0.6108150186835005,-0.11398323411911346
Radosław Majecki,23,pl POL,GK,Monaco,True,12.0,-1.8496319859410644,1.0757412836615354,2.5612500179470894,-0.7426685649466277,-0.6255526192348795,-1.9607633642124738,1.0517328801516348,0.27517971095227794,2.657885769440022,-0.628261363632651,-0.7673161637741753,1.352787801198499,-0.16185259928297646,0.2950611650696461,-0.9503710552271283,0.7887352112979922,-0.9622209965426586,-1.3084991206509018
Steve Mandanda,38,fr FRA,GK,Rennes,True,34.0,0.40096917177743363,0.046889559115812426,-0.35231613021853664,-0.7426685649466277,-0.6255526192348795,-0.2286751169768343,1.177740862754301,-0.8962274989730128,-0.6885910463175575,-0.628261363632651,0.03867442296189797,-0.06285665559056934,-0.2567712116026186,-0.3920327043881863,0.12869807831632843,0.749247388893777,-0.018973371762813267,0.38029920168714343
Yvon Mvogo,29,ch SUI,GK,Lorient,True,34.0,1.6513031482877103,1.710564688168471,-1.0340010557167476,-0.7426685649466277,0.4896057593368686,0.8105778313645492,-0.33435492847768783,-0.3105238940103666,-0.249708840972301,0.1725992757232556,-0.39520462186051136,0.3585947475756414,-0.27575493406654733,0.3214878523564857,-0.34965215614108053,-0.7907776848706245,-1.332122025868088,-2.1734933833118517
Alexandre Oukidja,35,dz ALG,GK,Metz,True,33.2,1.0886528588580857,1.2326668863543584,-0.579287102015223,-0.7426685649466277,0.4896057593368686,0.46416018191742126,-1.090402824093682,-0.6033756964916897,-0.6885910463175575,-0.7675414748249835,-1.280768741582757,-0.7432721739552968,1.812454536965581,1.7294253364818488,1.8974815034030248,0.7887352112979922,-0.8142605848124868,-1.596830541537885
Guillaume Restes,18,fr FRA,GK,Toulouse,True,34.0,0.40096917177743363,-0.4347006098204829,-0.579287102015223,-0.7426685649466277,1.6047641379086168,0.11774253247029365,-1.090402824093682,0.568031513433601,-0.03026773829967285,-0.6108513497336104,-1.3849911928616336,-1.8783396230757876,-0.6744131058090441,-0.37221268892305664,-0.33852773208393133,-1.8569488897844404,-1.165666562671645,-1.4320697296024665
Brice Samba,29,fr FRA,GK,Lens,True,33.0,-0.2867145153032185,0.04954294847634321,1.3329819358772668,0.006776997490083647,-0.6255526192348795,0.18072755964249865,-0.31144438618629405,-0.3105238940103666,1.4509597047405673,1.4609403042523252,-0.14334112330356358,-0.11688888676572541,-0.2567712116026186,-0.7259699346491612,-0.9392466311699791,0.8282230337022075,0.14748209143362973,0.2567285927355796
Alisson,30,br BRA,GK,Liverpool,True,28.0,-0.5992980094307877,-0.2533224942470728,0.26374793608675473,-0.7426685649466277,-0.6255526192348795,-0.2781633526121384,-0.1723446651314034,-0.6033756964916897,0.024592537368484196,-0.5238012802384031,1.0455708074865235,0.6179494572163868,-1.5476643391497527,-1.405684923890538,-0.9614954792842775,-0.7118020400621936,0.14748209143362973,1.451244479267367
Alphonse Areola,30,fr FRA,GK,West Ham,True,30.0,0.8385860635560305,2.2417732381466875,-0.9459919033874201,0.756222559926795,-0.6255526192348795,-0.8209375499025692,1.3972386389008795,-1.189079301454336,0.46347474271374056,0.24223933131942246,-1.2641679310742824,0.3974979540217531,0.749366078985588,0.721852164752107,0.5959238887165874,-0.11948470399896233,-1.6095477978621602,-2.1734933833118517
Martin Dúbravka,34,sk SVK,GK,Newcastle Utd,True,22.1,0.15090237647537832,1.3535817657401672,-0.26353496778105745,0.30550704685296853,-0.6255526192348795,0.5997149143097757,-1.090402824093682,0.27517971095227794,0.1343130887047983,-0.3322911273489467,-1.2202005941069691,2.2389163924710447,-1.4147782819022536,0.9557283472406383,-0.31627888396963294,0.27539352004319184,-0.1854288349592567,-0.5258852639576611
