player,age,nationality,position,team,gk_games,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_clean_sheets,gk_pens_saved,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,xg_saved,xg_saved_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
Manaf Nurudeen,24,gh GHA,GK,Eupen,2.0,2.0,2.0,1.0,8.0,6.0,87.5,1.0,0.0,0.0,0.0,1.0,0.0,2.3,0.17,0.3,0.16,13.0,53.0,24.5,65.0,6.0,40.0,36.0,37.0,73.0,51.3,2.0,4.1,1.5,13.3
Pierre Patron,25,fr FRA,GK,Charleroi,4.0,4.0,9.0,2.25,21.0,12.0,57.1,1.0,0.0,0.0,0.0,1.0,0.0,8.3,0.4,-0.7,-0.18,27.0,57.0,47.4,97.0,22.0,39.2,32.9,19.0,100.0,54.5,6.0,11.5,1.0,11.4
Lucas Pirard,28,be BEL,GK,Kortrijk,9.0,9.0,10.0,1.11,42.0,33.0,76.2,4.0,0.0,0.0,0.0,3.0,1.0,12.0,0.29,3.0,0.33,83.0,212.0,39.2,211.0,37.0,65.4,43.3,91.0,81.3,51.6,12.0,7.1,1.11,13.2
Maxence Prevot,26,fr FRA,GK,OH Leuven,11.0,11.0,21.0,1.91,56.0,34.0,66.1,2.0,1.0,33.3,0.0,1.0,0.0,17.8,0.27,-3.2,-0.29,64.0,166.0,38.6,308.0,70.0,34.4,33.0,100.0,60.0,43.9,17.0,9.0,0.55,10.6
Davy Roef,29,be BEL,GK,Gent,12.0,12.0,9.0,0.75,42.0,30.0,85.7,5.0,3.0,50.0,0.0,0.0,0.0,15.2,0.23,6.2,0.52,58.0,115.0,50.4,272.0,82.0,27.9,30.9,87.0,44.8,38.5,17.0,10.1,0.58,12.0
Kasper Schmeichel,36,dk DEN,GK,Anderlecht,23.0,23.0,23.0,1.0,110.0,86.0,80.0,5.0,1.0,50.0,0.0,0.0,0.0,31.7,0.27,8.7,0.38,120.0,268.0,44.8,743.0,94.0,27.2,31.9,140.0,47.1,38.1,14.0,4.1,0.52,12.4
Gaga Slonina,19,us USA,GK,Eupen,28.0,28.0,56.0,2.0,159.0,106.0,66.7,4.0,1.0,25.0,0.0,5.0,4.0,50.2,0.3,-1.8,-0.06,97.0,316.0,30.7,781.0,147.0,25.4,30.3,235.0,50.2,38.1,19.0,4.4,1.04,14.4
Zion Suzuki,20,jp JPN,GK,Sint-Truiden,22.0,22.0,35.0,1.59,100.0,65.0,70.0,5.0,0.0,0.0,0.0,1.0,0.0,33.7,0.29,-1.3,-0.06,107.0,289.0,37.0,900.0,130.0,27.3,30.9,101.0,42.6,38.0,38.0,11.9,0.77,10.9
Tom Vandenberghe,30,be BEL,GK,Kortrijk,21.0,21.0,47.0,2.24,126.0,82.0,63.5,1.0,0.0,0.0,0.0,7.0,3.0,44.3,0.36,0.3,0.01,120.0,356.0,33.7,537.0,104.0,50.7,40.5,154.0,54.5,42.1,26.0,7.8,0.81,11.5
Maarten Vandevoordt,21,be BEL,GK,Genk,30.0,30.0,31.0,1.03,116.0,84.0,75.0,10.0,1.0,33.3,1.0,1.0,0.0,34.6,0.27,3.6,0.12,160.0,437.0,36.6,925.0,117.0,40.5,36.8,169.0,36.7,37.6,33.0,8.0,0.67,12.6
Warleson,26,br BRA,GK,Cercle Brugge,30.0,30.0,34.0,1.13,123.0,90.0,72.4,11.0,1.0,100.0,0.0,4.0,2.0,39.8,0.33,7.8,0.26,258.0,711.0,36.3,663.0,37.0,82.7,49.8,180.0,90.6,59.8,11.0,3.0,1.8,18.5
Rúnar Alex Rúnarsson,28,is ISL,GK,Cardiff City,6.0,6.0,8.0,1.33,24.0,16.0,66.7,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.38,1.0,0.17,20.0,60.0,33.3,179.0,33.0,22.9,29.0,42.0,45.2,38.0,5.0,7.5,0.83,15.2
Ryan Allsop,31,eng ENG,GK,Hull City,37.0,36.9,46.0,1.25,146.0,100.0,70.5,10.0,0.0,0.0,1.0,6.0,0.0,35.3,0.23,-10.7,-0.29,111.0,481.0,23.1,1850.0,94.0,22.5,27.1,123.0,52.0,42.5,32.0,6.4,1.14,15.2
Jak Alnwick,30,eng ENG,GK,Cardiff City,24.0,24.0,33.0,1.37,95.0,63.0,65.3,7.0,0.0,0.0,1.0,4.0,1.0,30.5,0.33,-1.5,-0.06,169.0,481.0,35.1,707.0,74.0,52.8,40.6,172.0,62.8,49.7,10.0,3.0,0.71,13.5
Daniel Bachmann,29,at AUT,GK,Watford,27.0,27.0,32.0,1.19,106.0,74.0,70.8,11.0,2.0,66.7,2.0,6.0,2.0,32.9,0.29,2.9,0.11,80.0,319.0,25.1,1042.0,143.0,26.2,30.4,78.0,59.0,46.5,17.0,5.3,2.07,17.1
Gavin Bazunu,21,ie IRL,GK,Southampton,41.0,41.0,54.0,1.32,143.0,89.0,63.6,11.0,0.0,0.0,0.0,5.0,0.0,42.1,0.28,-11.9,-0.29,163.0,360.0,45.3,1771.0,234.0,18.8,25.7,166.0,16.3,24.4,16.0,3.3,1.49,19.3
James Beadle,19,eng ENG,GK,Sheffield Weds,19.0,19.0,24.0,1.26,75.0,52.0,68.0,8.0,0.0,0.0,0.0,4.0,1.0,22.7,0.31,-0.3,-0.02,92.0,333.0,27.6,599.0,78.0,41.1,35.3,134.0,64.9,49.4,14.0,5.3,1.21,16.2
Asmir Begović,36,ba BIH,GK,QPR,45.0,45.0,57.0,1.27,178.0,122.0,68.5,13.0,0.0,0.0,0.0,9.0,1.0,48.3,0.27,-7.7,-0.17,199.0,600.0,33.2,1148.0,242.0,37.8,35.2,315.0,52.7,43.0,49.0,7.8,0.53,12.2
Bartosz Białkowski,36,pl POL,GK,Millwall,14.0,14.0,21.0,1.5,63.0,42.0,69.8,4.0,0.0,0.0,0.0,1.0,0.0,21.4,0.33,0.4,0.03,88.0,227.0,38.8,231.0,47.0,60.2,41.8,99.0,88.9,58.8,7.0,4.0,1.07,16.4
Nathan Bishop,23,eng ENG,GK,Sunderland,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.56,-0.9,-0.88,1.0,7.0,14.3,28.0,3.0,21.4,31.7,8.0,12.5,25.1,0.0,0.0,0.0,10.0
Jack Bonham,29,ie IRL,GK,Stoke City,14.0,14.0,19.0,1.36,59.0,41.0,72.9,5.0,0.0,0.0,0.0,3.0,1.0,20.5,0.3,2.5,0.18,77.0,241.0,32.0,423.0,84.0,42.1,37.4,104.0,60.6,48.0,16.0,6.7,0.71,12.7
Jacob Chapman,22,au AUS,GK,Huddersfield,2.0,1.5,2.0,1.29,4.0,1.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,1.6,0.16,-0.4,-0.23,4.0,29.0,13.8,45.0,7.0,42.2,35.7,15.0,66.7,46.5,0.0,0.0,1.29,15.0
Bradley Collins,26,eng ENG,GK,Coventry City,28.0,28.0,33.0,1.18,132.0,102.0,76.5,8.0,0.0,0.0,1.0,3.0,3.0,30.9,0.23,0.9,0.03,118.0,310.0,38.1,766.0,125.0,26.6,29.8,242.0,43.8,37.4,18.0,4.6,1.32,15.6
Michael Cooper,23,eng ENG,GK,Plymouth Argyle,19.0,19.0,24.0,1.26,84.0,61.0,72.6,6.0,1.0,50.0,0.0,2.0,2.0,25.2,0.29,3.2,0.17,86.0,351.0,24.5,649.0,149.0,39.0,36.3,183.0,53.6,43.6,35.0,11.0,0.53,10.5
David Cornell,32,wls WAL,GK,Preston,2.0,2.0,4.0,2.0,9.0,5.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.37,0.3,0.15,18.0,54.0,33.3,48.0,3.0,68.8,46.8,22.0,95.5,61.7,1.0,3.1,2.0,17.4
Karl Darlow,32,eng ENG,GK,Leeds United,2.0,1.4,3.0,2.14,5.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.37,-1.2,-0.83,5.0,11.0,45.5,51.0,6.0,19.6,29.1,8.0,12.5,31.6,0.0,0.0,0.0,12.8
Cameron Dawson,28,eng ENG,GK,Sheffield Weds,18.0,18.0,28.0,1.56,62.0,35.0,56.5,4.0,1.0,50.0,1.0,3.0,2.0,21.1,0.32,-4.9,-0.27,108.0,286.0,37.8,634.0,81.0,37.1,33.3,99.0,51.5,42.2,19.0,7.8,1.39,16.4
Seny Dieng,28,sn SEN,GK,Middlesbrough,35.0,35.0,47.0,1.34,129.0,84.0,65.9,10.0,0.0,0.0,1.0,8.0,2.0,43.7,0.32,-1.3,-0.04,114.0,380.0,30.0,1274.0,156.0,23.9,28.1,164.0,46.3,37.2,29.0,6.2,1.57,16.5
Neil Etheridge,33,ph PHI,GK,Birmingham City,2.0,2.0,3.0,1.5,5.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.52,-0.4,-0.2,3.0,29.0,10.3,62.0,14.0,35.5,34.9,15.0,46.7,38.9,3.0,15.8,0.5,9.9
Tom Glover,25,au AUS,GK,Middlesbrough,12.0,11.0,15.0,1.36,48.0,33.0,68.8,1.0,0.0,0.0,0.0,1.0,0.0,13.7,0.29,-1.3,-0.12,27.0,112.0,24.1,377.0,62.0,22.5,27.9,65.0,41.5,38.1,9.0,5.1,1.82,18.0
Angus Gunn,27,sct SCO,GK,Norwich City,40.0,39.3,48.0,1.22,152.0,105.0,71.1,11.0,0.0,0.0,0.0,6.0,1.0,51.6,0.32,4.6,0.12,141.0,399.0,35.3,1296.0,161.0,24.5,28.9,181.0,45.3,39.1,35.0,5.9,1.4,14.8
Ben Hamer,35,eng ENG,GK,Watford,19.0,19.0,28.0,1.47,92.0,63.0,70.7,3.0,2.0,66.7,1.0,2.0,1.0,28.9,0.29,1.9,0.1,43.0,147.0,29.3,683.0,85.0,18.4,28.4,51.0,41.2,37.6,11.0,4.2,1.11,14.3
Conor Hazard,25,nir NIR,GK,Plymouth Argyle,27.0,27.0,46.0,1.7,132.0,88.0,65.9,5.0,0.0,0.0,1.0,7.0,2.0,43.9,0.34,-0.1,0.0,107.0,439.0,24.4,860.0,145.0,40.3,37.0,204.0,45.1,39.7,20.0,4.4,0.59,12.0
Mads Hermansen,23,dk DEN,GK,Leicester City,44.0,44.0,41.0,0.93,154.0,113.0,73.4,13.0,1.0,100.0,1.0,8.0,1.0,45.7,0.3,5.7,0.13,126.0,404.0,31.2,2076.0,212.0,17.8,25.9,105.0,33.3,32.8,29.0,6.3,1.75,18.8
Václav Hladký,32,cz CZE,GK,Ipswich Town,46.0,46.0,57.0,1.24,165.0,114.0,66.7,14.0,0.0,0.0,1.0,3.0,6.0,52.1,0.31,1.1,0.02,155.0,364.0,42.6,1682.0,174.0,18.5,25.4,152.0,34.2,32.8,33.0,5.5,2.28,17.3
Ethan Horvath,28,us USA,GK,Cardiff City,16.0,16.0,29.0,1.81,76.0,47.0,64.5,4.0,0.0,0.0,1.0,1.0,0.0,24.9,0.32,-4.1,-0.25,80.0,266.0,30.1,395.0,74.0,40.8,36.9,138.0,76.1,56.3,9.0,4.0,0.44,13.2
Matt Ingram,29,eng ENG,GK,Hull City,10.0,9.1,14.0,1.54,29.0,15.0,51.7,1.0,0.0,0.0,0.0,2.0,0.0,9.4,0.32,-4.6,-0.51,23.0,103.0,22.3,389.0,42.0,21.1,26.9,35.0,60.0,44.9,11.0,8.0,0.55,11.2
Daniel Iversen,26,dk DEN,GK,Stoke City,18.0,18.0,22.0,1.22,54.0,32.0,61.1,7.0,0.0,0.0,1.0,2.0,0.0,19.6,0.35,-2.4,-0.13,69.0,299.0,23.1,507.0,70.0,43.8,38.5,114.0,67.5,51.5,19.0,8.5,1.44,14.7
Viktor Johansson,24,se SWE,GK,Rotherham Utd,45.0,44.0,85.0,1.93,261.0,177.0,69.0,5.0,0.0,0.0,2.0,9.0,1.0,86.1,0.32,2.1,0.05,547.0,1402.0,39.0,1331.0,104.0,80.2,51.8,383.0,87.5,60.4,60.0,7.8,1.61,14.7
Kristoffer Klaesson,22,no NOR,GK,Leeds United,1.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,3.0,10.0,30.0,24.0,3.0,25.0,30.4,7.0,57.1,43.3,0.0,0.0,0.0,0.0
George Long,29,eng ENG,GK,Norwich City,7.0,6.7,16.0,2.4,44.0,29.0,65.9,1.0,0.0,0.0,0.0,2.0,1.0,12.1,0.26,-2.9,-0.43,10.0,74.0,13.5,191.0,23.0,29.8,32.4,33.0,51.5,44.8,5.0,5.8,0.15,9.8
Chris Maxwell,33,wls WAL,GK,Huddersfield,9.0,7.7,11.0,1.42,40.0,29.0,72.5,0.0,0.0,0.0,0.0,1.0,0.0,12.2,0.31,1.2,0.16,42.0,133.0,31.6,194.0,46.0,40.7,34.8,79.0,68.4,48.1,6.0,3.9,0.52,10.8
Alex McCarthy,33,eng ENG,GK,Southampton,5.0,5.0,9.0,1.8,26.0,17.0,65.4,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.32,-1.0,-0.19,10.0,36.0,27.8,159.0,27.0,21.4,25.6,18.0,11.1,18.7,2.0,4.1,0.2,9.3
