"player","age","nationality","position","team","top5","minutes_90s","Creativo","Fulcro_di_Gioco","Lunga_Gittata","Incontrista","Cinico"
"Viktor Tsyhankov",25,"ua UKR","MF,FW","Girona","True",22.8,1.80344029772866,0.521612382913716,0.376756149639922,-1.08043512751768,1.21728519584317
"Beñat Turrientes",21,"es ESP","MF","Real Sociedad","True",18.7,-0.531459184967401,-1.37653813123548,-0.0775890125916893,-0.473584413438816,-0.605994781030465
"Óscar Valentín",28,"es ESP","MF","Rayo Vallecano","True",29.9,-1.14980517637629,-0.769974936216597,-0.881770667917655,1.91018326337208,0.436450682656759
"Federico Valverde",25,"uy URU","MF","Real Madrid","True",32.3,0.0548053515542576,1.05709746864096,-0.379677472973656,-0.543630111339586,-0.148618200256195
"José Luis García Vayá",24,"es ESP","MF","Valencia","True",36.7,-1.04750703747217,0.45377757190924,1.42029909793591,0.30008766124077,-1.49845794877777
"Mikel Vesga",30,"es ESP","MF","Athletic Club","True",17,-0.756708886792088,-0.639085633964354,-0.576589620229903,0.906827721949447,-0.309709045789616
"Gonzalo Villar",25,"es ESP","MF","Granada","True",20,-0.494869166681167,-0.252689238436991,-0.151291147260762,0.597036793433684,-0.411191517362218
"Arsen Zakharyan",20,"ru RUS","MF,FW","Real Sociedad","True",13.6,1.02073661832734,0.1747422377244,1.69332863891226,-0.64057101160288,-0.0324446684284853
"Martín Zubimendi",24,"es ESP","MF","Real Sociedad","True",29.5,-0.899560325739924,-0.43324130947877,-0.703204686769068,-0.335242521983276,1.20742306807549
"Salis Abdul Samed",23,"gh GHA","MF","Lens","True",16.9,-0.793373891899991,-0.953848207612465,-0.569262146429354,-0.808527836404186,-1.09375545438851
"Laurent Abergel",30,"fr FRA","MF","Lorient","True",31.8,-1.01193304750091,0.00286986643716174,-0.352221489500726,1.17975240141475,-0.512740543984812
"Maghnes Akliouche",21,"fr FRA","MF,FW","Monaco","True",17.9,1.60592381985818,1.19626308368963,0.704598278226363,0.0459344706597577,1.67694269006612
"Jim Allevinah",28,"ga GAB","MF,DF","Clermont Foot","True",20.7,0.866024441464126,-0.468600045334354,-0.676268532276855,-0.562057020866193,0.282305133182002
"Benjamin André",32,"fr FRA","MF","Lille","True",28.6,-0.837553260347859,-0.134897428265539,-0.827934619886997,1.31641538359297,0.762278684727136
"Arthur Atta",20,"fr FRA","MF,FW","Metz","True",10.3,-0.61064975434246,-0.617919395772412,-0.425667544727944,-0.0385088045746062,0.579039898322319
"Neil El Aynaoui",22,"fr FRA","MF","Lens","True",17.4,-0.390763889759055,-1.00655877025814,-0.839675541365815,0.457065204876129,0.255353374515228
"Tiemoué Bakayoko",28,"fr FRA","MF","Lorient","True",14.6,-1.03921203680776,-1.07343726555081,-1.05283475589233,0.362119229857657,1.30617514042768
"Nabil Bentaleb",28,"dz ALG","MF","Lille","True",21.9,-1.29171841542398,-0.305766145299469,-0.4640312238927,0.524154128952966,-1.47573732168171
"Hicham Boudaoui",23,"dz ALG","MF","Nice","True",17.9,0.0109536429253195,-0.352289691600753,-0.589799109019936,0.00602927358985093,0.358165263398718
"Benjamin Bourigeaud",29,"fr FRA","MF,FW","Rennes","True",26.9,0.152668930564595,0.909080104189706,1.99666052177103,-0.790795096976177,0.211672520465449
"Lamine Camara",19,"sn SEN","MF","Metz","True",25.1,-0.576049926212055,-0.552251847201375,1.34286944728633,0.540907915499022,-0.865335961495189
"Mahdi Camara",25,"fr FRA","MF","Brest","True",22.4,0.680444053320048,-0.151780473552031,-0.548885280076827,0.25485858528218,0.645736727534953
"Mohamed Camara",23,"ml MLI","MF","Monaco","True",11.5,-0.38660724900281,0.22514029475952,-0.0682633671111736,1.0839165473878,-1.10066122535085
"Maxence Caqueret",23,"fr FRA","MF","Lyon","True",33.6,-0.237089354802208,1.329582386036,0.219202910941116,1.2639781185052,-0.160621654932419
"Josué Casimir",21,"fr FRA","FW,DF","Le Havre","True",22.4,0.557564425475798,-0.380999848923778,-0.475714455979323,-0.882979544921041,-0.294823550066711
"Cristian Cásseres Jr.",23,"ve VEN","MF","Toulouse","True",21.6,-0.722633389843328,-0.647807905593763,-0.377435359454682,1.45550395509811,-0.195965967587969
"Muhammed Cham",22,"at AUT","MF,FW","Clermont Foot","True",28.4,0.701763592867333,0.691371964630616,1.23161684161645,-1.34728932326312,0.363916246468427
"Rayan Cherki",19,"fr FRA","MF,FW","Lyon","True",19.1,2.09134287835151,2.55102118568875,1.25228173526249,-0.387810740078003,0.875681044399299
"Pedro Chirivella",26,"es ESP","MF","Nantes","True",28.8,-0.82643127459311,-0.0706445966850791,-0.0355893046617695,0.0860600316925615,-0.0659406815710745
"Joris Chotard",21,"fr FRA","MF","Montpellier","True",28.7,-1.25786267212203,-0.620824578772088,-0.30993841576522,1.5696254263161,-1.14113610339922
"David Pereira da Costa",22,"pt POR","MF","Lens","True",16.6,0.91958359389454,0.22877515919621,0.748567831597172,-0.894515475710522,0.875844300281394
"Ousmane Dembélé",26,"fr FRA","MF,FW","Paris S-G","True",16.7,3.68991560536371,3.31845803549276,1.53959106731401,-1.43013634846956,1.01704618227312
"Habib Diarra",19,"sn SEN","MF,FW","Strasbourg","True",25.6,-0.193714705442309,-0.759297380626169,-0.18911956944828,-0.924195460735253,-0.048645358967744
"Andy Diouf",20,"fr FRA","MF","Lens","True",14.6,0.68358637906536,0.374240696875943,0.415066336804568,-0.230164310070704,-0.33868286238993
"Désiré Doué",18,"fr FRA","MF,FW","Rennes","True",18.1,1.84003097779376,1.5409623145033,0.386890956849999,-0.0885032544823122,0.531235007210225
"Douglas",26,"br BRA","MF","Nantes","True",19.7,-1.13484016234965,-0.362805037402566,-0.341303458612115,1.66705933329149,-0.711245358973801
"Ismaël Doukouré",20,"fr FRA","MF,DF","Strasbourg","True",18.4,-1.58841655845073,-0.829490441752013,-0.511545173178107,-0.649172849316937,-1.51524615114962
"Jordan Ferri",31,"fr FRA","MF","Montpellier","True",22.6,-0.464249143894838,0.484133181633114,-0.0978204094275935,0.345625141335924,-0.121901823213213
"Youssouf Fofana",24,"fr FRA","MF","Monaco","True",30,-0.159024248576869,1.18845186975453,-0.453078026214776,0.431060123613549,0.171115333624576
"Angelo Fulgini",26,"fr FRA","MF","Lens","True",15.3,1.42864856289626,1.05096432409757,2.25170815572296,-0.770771686592252,0.173487836996042
"Johan Gastien",35,"fr FRA","MF","Clermont Foot","True",25.1,-1.11163019310015,0.106478845459015,0.429517513289707,0.594499052354202,-1.05773218485322
"Aleksandr Golovin",27,"ru RUS","MF,FW","Monaco","True",23.9,0.848967153834391,1.47944241051756,1.62871553049756,-0.173499508670917,0.380529044866163
"Angel Gomes",22,"eng ENG","MF","Lille","True",28.6,-0.229537924488871,1.04073885967485,0.49808068315041,-1.12886117002015,-0.596848001726426
"Maxime Gonalons",34,"fr FRA","MF","Clermont Foot","True",14.4,-1.14395684469227,-0.545222893751519,-0.692830693278833,1.90025065087914,-0.629761656738478
"Amine Harit",26,"ma MAR","MF,FW","Marseille","True",20.2,1.11854089028355,1.0714638753574,0.488422327963276,-0.429412419916447,0.354097450516422
"Danley Jean-Jacques",23,"ht HAI","MF","Metz","True",29.8,-0.784013669774163,-1.28892866339139,-0.337627882618658,0.0393805436682801,-0.438657156368426
"Yassine Kechta",21,"ma MAR","MF","Le Havre","True",20.5,-0.334312964887001,-0.0520875346355373,-0.401484488529622,0.868328836909323,0.141394242676389
"Habib Keita",21,"ml MLI","MF","Clermont Foot","True",14.2,-0.874848930513227,-0.952237242457323,-0.39037943751252,0.671338843130692,-0.778133168657277
"Geoffrey Kondogbia",30,"cf CTA","MF","Marseille","True",16.3,-1.07327816609142,-0.453410026334228,-0.662157546171506,0.937193510366462,-0.988640820687377
"Daler Kuzyaev",30,"ru RUS","MF","Le Havre","True",23.2,-0.041361901279697,0.0907875116164723,-0.360399190595065,-0.423699508846966,0.676875188885799
"Enzo Le Fée",23,"fr FRA","MF","Rennes","True",17,-0.169007407964,0.984298892481881,-0.0924235455800922,1.14699169750604,-1.22411678246106
"Pierre Lees-Melou",30,"fr FRA","MF","Brest","True",28,-0.774415923779425,0.419143711457779,-0.148751827626713,2.73526803928869,-0.709665154433635
"Hugo Magnetti",25,"fr FRA","MF","Brest","True",26,-0.328345613829371,-0.527355040857369,-0.450717769863143,-0.0259062856292495,-0.330765572155738
"Yohann Magnin",26,"fr FRA","MF","Clermont Foot","True",18.7,-0.54994557361751,-1.02212554964029,-0.607993950648672,0.852505363947406,0.347413473547177
"Jonas Martin",33,"fr FRA","MF","Brest","True",13.4,-0.703928169049483,0.175731097163114,-0.798132794235257,1.38804870090878,-0.560838698726697
"Takumi Minamino",28,"jp JPN","MF","Monaco","True",23.5,1.60502509242499,0.43418353500962,-0.35841349524155,-0.270965261554586,0.69139025124311
"Florent Mollet",31,"fr FRA","MF,FW","Nantes","True",23.1,0.606759215997017,-0.610850879292083,1.54655282135635,-1.23216707375285,0.630259186304104
"Samuel Moutoussamy",26,"cd COD","MF","Nantes","True",12.3,-0.348136323600372,-0.101611126591672,-0.665502973152139,1.25024470489441,0.202751207997723
"Marshall Munetsi",27,"zw ZIM","MF","Reims","True",24.1,0.0039117695271227,-0.960962629459241,-1.02471542140327,0.440393436163476,1.04533508210613
"Junior Mwanga",20,"fr FRA","MF,FW","Strasbourg","True",16.1,-0.516155572420186,-0.554658493992016,-0.61879420171774,0.266167700278066,-0.360048542523268
"Kévin N'Doram",27,"fr FRA","MF","Metz","True",17.8,-1.5402206844508,-1.01484166404111,-0.589875073509686,-0.0509558919352235,-1.12014902458324
"Youssouf Ndayishimiye",24,"bi BDI","MF,DF","Nice","True",19,-1.21021672773695,-0.602014347342716,-0.927201209525005,-0.527383660612087,-0.54712460793196
"Azzedine Ounahi",23,"ma MAR","MF","Marseille","True",13.4,0.402731930333405,0.71160695558683,-0.397988318950251,-0.0461053391898385,0.291927358472903
"Julien Ponceau",22,"fr FRA","MF","Lorient","True",24.9,0.753637699577827,0.331981583503319,-0.0288129695250211,-0.730526329679795,0.482923741957107
"Elba Rashani",30,"xk KVX","MF,FW","Clermont Foot","True",13.1,0.940044605283535,-0.83538995264396,-0.769555658969303,0.166113449324704,0.760857563317004
"Amir Richardson",21,"ma MAR","MF","Reims","True",15,-0.294595710323487,-0.364489978699,-0.569367920740462,0.155015433778926,1.0031967451852
"Pablo Rosario",26,"nl NED","MF,DF","Nice","True",22.3,-1.04694586933362,-0.577508082175361,-0.805616946269716,-0.328642274568416,-0.484062601737023
"Fabián Ruiz Peña",27,"es ESP","MF","Paris S-G","True",13.3,-0.36514254956399,0.201809038127979,-0.394314280421882,0.825642904626036,-0.197373322673367
"Morgan Sanson",28,"fr FRA","MF","Nice","True",21.8,0.737790226689065,-0.258393351388557,1.30601812414964,-0.63205443032826,0.0932710624527216
"Baptiste Santamaria",28,"fr FRA","MF","Rennes","True",21.4,-0.938604734382864,-0.198203596071063,-0.428376840262676,0.468848929245479,-0.667808913011045
"Téji Savanier",31,"fr FRA","MF","Montpellier","True",30.7,0.0969275594754543,1.86514333122832,2.9663831547137,-0.368385246807615,-0.34683375039881
"Niklas Schmidt",25,"de GER","MF","Toulouse","True",14.1,-0.2469407481528,0.760045540920021,0.724929170985891,0.524299430613193,-0.212671156046674
"Vincent Sierro",27,"ch SUI","MF","Toulouse","True",25.1,-0.560239422513947,-0.0293237965463871,1.29854342405537,0.373297890941752,-0.592310003144336
"Ibrahima Sissoko",25,"ml MLI","MF","Strasbourg","True",18.2,-1.03674748650959,-0.322797436270438,-0.606445932973428,0.42259732161287,-0.664471191020145
"Moussa Sissoko",33,"fr FRA","MF","Nantes","True",20.2,-0.517489128119798,-0.729172121990714,-0.766819326287916,-0.72168213992858,-0.315663304141334
"Carlos Soler",26,"es ESP","MF,DF","Paris S-G","True",12.1,0.233341364321856,0.458132089794908,-0.121159632202983,-0.660922676948498,0.96163877479557
"Florian Sotoca",32,"fr FRA","MF,FW","Lens","True",28.9,1.60057046677827,0.998253593156,-0.362301228141619,-0.911058581084572,0.8116025648914
"Teddy Teuma",29,"mt MLT","MF","Reims","True",23.5,0.206936706576693,0.877134193625684,1.36455859507042,0.604888955563976,-0.188358017683973
"Adrien Thomasson",29,"fr FRA","MF","Lens","True",13.3,1.93496776147529,1.53278427925451,0.546637365184992,0.30463930740239,0.566514635228442
"Khéphren Thuram",22,"fr FRA","MF","Nice","True",23.4,0.0382424817570339,0.248247554494016,-0.333150556732045,-0.231266441697446,0.134623599281145
"Corentin Tolisso",28,"fr FRA","MF","Lyon","True",19.3,-0.137722429259978,0.916998951555203,-0.377936945858466,-0.129326523369311,-0.0741384935499918
"Abdoulaye Touré",29,"gn GUI","MF","Le Havre","True",25.4,-1.0738851697587,-0.337283956143338,-0.803878594862956,0.302341132510823,-1.07029313510024
"Manuel Ugarte Ribeiro",22,"uy URU","MF","Paris S-G","True",21.5,-1.06772958566726,-0.809148872571562,-0.588409058895677,2.93451136433078,-1.32286478577871
"Jordan Veretout",30,"fr FRA","MF","Marseille","True",24.3,-0.110536798580265,1.07359157510947,1.37573991681172,-0.443709923966606,-0.238247081799104
"Vitinha Ferreira",23,"pt POR","MF","Paris S-G","True",23.6,0.315239794778894,0.940294506816058,-0.00901006888168427,-0.0298871161605785,0.166430318721168
"Yusuf Yazıcı",26,"tr TUR","MF,FW","Lille","True",14.6,1.06285245172224,-0.145813935499635,0.0983600478231805,-1.1429030698526,1.10957568050239
"Warren Zaïre-Emery",17,"fr FRA","MF,DF","Paris S-G","True",21.8,0.25558223267865,0.268503918480225,-0.558203942886638,0.407621632614453,0.643085069347669
"Denis Zakaria",26,"ch SUI","MF,DF","Monaco","True",23.7,-1.18178891321403,-0.820812592451669,-0.689521418348024,-0.0375089582331575,0.0881941181241691
"Edson Álvarez",25,"mx MEX","MF","West Ham","True",26.4,-1.26947334697383,-1.11929127875454,-0.664760412891305,1.39875332446748,-0.516514451245572
"Julián Álvarez",23,"ar ARG","MF,FW","Manchester City","True",29.4,1.40166249866604,0.0583053378357638,2.07458127304558,-1.54123085422054,1.2526124428358
"Sofyan Amrabat",26,"ma MAR","MF,DF","Manchester Utd","True",10.4,-1.2810642639286,-0.189793223523681,-0.650257109032519,1.19667550718306,-1.64714322414213
"Elliot Anderson",20,"sct SCO","MF,FW","Newcastle Utd","True",11.4,0.8865313800432,0.300238608662202,-0.674642166045159,0.514157785371383,-0.182545040325146
"Leon Bailey",25,"jm JAM","MF,FW","Aston Villa","True",23,2.1962394996081,1.20219791185517,0.553945225239788,-1.50601423355442,1.03518571154804
"Ross Barkley",29,"eng ENG","MF","Luton Town","True",29.1,-0.420557172668353,0.353720506628337,0.189542659919866,-0.221746583197913,-0.251939121449283
"Rodrigo Bentancur",26,"uy URU","MF","Tottenham","True",11.2,0.166759489197211,0.260317454660926,-0.576858150412653,0.421269764440849,0.136389724678951
"Jóhann Berg Guðmundsson",32,"is ISL","MF,FW","Burnley","True",13.2,0.403395079312158,0.077827475645071,1.60681043653391,-1.04588389822407,0.672414088396424
"Sander Berge",25,"no NOR","MF","Burnley","True",33.4,-0.990842950162121,-0.34139302479381,-0.659197752617522,0.258997152435804,-0.39798521639488
"Philip Billing",27,"dk DEN","MF","Bournemouth","True",15.5,0.221896168765721,-0.275734648553623,0.111765881569061,0.223763198924896,0.0319772676375794
"Yves Bissouma",26,"ml MLI","MF","Tottenham","True",23,-0.736776109298754,-0.0549712006406696,-0.632700731168326,1.46064142039456,-1.00988356912126
"Andre Brooks",19,"eng ENG","MF,DF","Sheffield Utd","True",10.4,-0.403584626770327,-1.54607998699889,-0.954719813438333,0.180562716778602,-0.804885130748866
"Josh Brownhill",27,"eng ENG","MF","Burnley","True",25,-0.606500469342587,-0.314317692880943,0.310724861991588,0.204941235288171,0.186806029558341
"Jacob Bruun Larsen",24,"dk DEN","MF,FW","Burnley","True",13.9,1.78491604843979,-0.434852406899829,1.63944683186317,-1.21759677543383,0.746290903314468
"Moisés Caicedo",21,"ec ECU","MF","Chelsea","True",31.8,-0.887166921183539,-0.212534213831826,-0.440865163922372,0.915433190895637,-0.689733640970848
"Tom Cairney",32,"sct SCO","MF","Fulham","True",16.5,0.291911049586301,1.31099590100338,-0.0632804240343215,-0.464379714756103,0.0706422407659678
"Casemiro",31,"br BRA","MF,DF","Manchester Utd","True",22,-0.966626997977238,-0.366041402681319,-0.632604781021931,2.90057045075728,-0.122560256548055
"Tahith Chong",23,"nl NED","MF,FW","Luton Town","True",22,0.475192615807022,-0.51362424017865,-0.639170638971383,-0.48291248115761,0.467593318381646
"Ryan Christie",28,"sct SCO","MF","Bournemouth","True",32.3,-0.150863186255056,0.499762334292649,0.526071101753745,1.15652533276913,-0.317484630778336
"Jordan Clark",29,"eng ENG","MF","Luton Town","True",14.5,-0.114768424616081,-0.572808799687895,-0.636079036138742,0.363812225655356,-0.0949174831645132
"Lewis Cook",26,"eng ENG","MF","Bournemouth","True",31,-1.16072484021994,-0.527539884761426,0.971354268076156,0.360430174273533,-0.956239449460124
"Josh Cullen",27,"ie IRL","MF","Burnley","True",22.9,-0.610270796936272,0.0240436397639769,-0.0545273702848203,0.0291313995361521,0.0733903237318119
"Danilo",22,"br BRA","MF","Nott'ham Forest","True",19.9,-0.849154476044469,-0.562855126301398,0.0542423784624541,0.359793975267349,-0.0338864439542287
"Tommy Doyle",21,"eng ENG","MF","Wolves","True",13.6,-1.01946862920823,-0.357099678791759,0.344821023489092,0.129372620689676,-1.21041286826831
"Harvey Elliott",20,"eng ENG","MF,FW","Liverpool","True",15,1.60194072926171,2.1482592350928,0.648387636615685,-0.0578786115195836,0.0065389228411388
"Wataru Endo",30,"jp JPN","MF","Liverpool","True",19.1,-0.498175992597086,-0.108000115286922,-0.464942395310982,1.00137309747891,-0.0613526178832382
"Christian Eriksen",31,"dk DEN","MF","Manchester Utd","True",12.7,-0.211490867476382,0.698759754200873,0.843354565831958,-0.0441948716236856,-0.0250072451097046
"Eberechi Eze",25,"eng ENG","MF,FW","Crystal Palace","True",22.8,1.54484950969054,0.622281014458456,1.86023803124021,-0.669819466314659,0.506512093073255
"Bruno Fernandes",28,"pt POR","MF,FW","Manchester Utd","True",34.6,0.999406088356074,2.52698892789079,2.50801340335917,0.369938775912081,0.129102462015402
"Enzo Fernández",22,"ar ARG","MF","Chelsea","True",24.5,-0.162265194156998,1.4413579780564,0.152721748735031,0.42481883095034,0.0761818985073743
"Conor Gallagher",23,"eng ENG","MF","Chelsea","True",34.8,0.199916940987049,-0.0326507306513728,0.106267049133778,0.632533541872333,0.153835298946797
"Idrissa Gana Gueye",33,"sn SEN","MF","Everton","True",20.9,-0.648616553475011,-0.291925334767951,-0.660013358290868,1.39782010508535,-0.104097677835198
"James Garner",22,"eng ENG","MF","Everton","True",33.4,-0.316201547354896,-0.66005338498618,0.756821938028435,0.593481384051798,-0.390606546053724
"Morgan Gibbs-White",23,"eng ENG","MF,FW","Nott'ham Forest","True",35.1,0.887926800901146,0.665166149377358,1.34615947256287,-1.23307976540974,0.402366895314059
"Billy Gilmour",22,"sct SCO","MF","Brighton","True",23.6,-0.444978988244385,0.605616799894159,-0.011605954051515,-0.786683416297068,-0.967040515146558
"João Gomes",22,"br BRA","MF","Wolves","True",29.4,-0.519862010646582,-0.475289327847888,-0.511634374817068,2.33776812821267,-0.138257857480014
"Pascal Groß",32,"de GER","MF,DF","Brighton","True",34.6,0.58118444295574,2.08681636281485,1.69367953904612,-0.0269830715263815,0.602394865436636
"Bruno Guimarães",25,"br BRA","MF","Newcastle Utd","True",36.3,-0.137687256866384,1.63588516289672,-0.193842456125148,0.551328443058229,0.407652338361454
"Gustavo Hamer",26,"nl NED","MF","Sheffield Utd","True",32.3,-0.214003285830667,-0.030325672841192,1.28166795449489,-0.55691460037298,-0.315674813057862
"Jack Harrison",26,"eng ENG","MF,FW","Everton","True",24.6,0.93136307520688,-0.370601340164588,-0.244770809558075,-0.389054750388227,0.511240062321155
"Kai Havertz",24,"de GER","MF,FW","Arsenal","True",29.3,1.3086327531438,0.279502674605697,-0.770163328407656,-1.02328887085713,1.71115599130731
"Will Hughes",28,"eng ENG","MF","Crystal Palace","True",21,-0.727947185325241,-0.55673201807908,-0.233421650268234,0.93180399087006,-0.643316133288366
"Pierre Højbjerg",27,"dk DEN","MF","Tottenham","True",14.6,-0.600242882765464,0.653190301913959,-0.182833297484138,0.744261951546058,-1.04819144089992
"Vitaly Janelt",25,"de GER","MF,DF","Brentford","True",33.9,-0.632704105551183,-0.326260482166942,-0.344221320926825,-0.010244432693853,-0.0128480100638724
"Mathias Jensen",27,"dk DEN","MF","Brentford","True",24.5,-0.317430946592358,0.412822992443382,1.47079332240936,0.963282886991544,0.768106900605044
"Joelinton",26,"br BRA","MF,FW","Newcastle Utd","True",14.2,0.470968168331212,0.0860733018663673,-0.605581651280261,1.03253469963615,0.917979774868024
"Curtis Jones",22,"eng ENG","MF","Liverpool","True",13,0.651642580581385,0.326692673711208,-0.672476593890892,0.0114904999338715,0.313826646701321
"Jorginho",31,"it ITA","MF","Arsenal","True",10.2,-0.890056159046128,1.30174705381306,-0.347844693620287,0.516257739252721,-1.49313777012262
"Boubacar Kamara",23,"fr FRA","MF","Aston Villa","True",18.4,-0.95124505660098,-0.337438112528662,-0.598753754749156,0.604993735286698,-0.840883525903056
"Justin Kluivert",24,"nl NED","MF,FW","Bournemouth","True",21.3,0.994493417086989,-0.478172082903834,-0.566809201093653,-0.886163744381323,0.77604789863644
"Mateo Kovačić",29,"hr CRO","MF","Manchester City","True",17.2,0.0446867789431231,0.120612836615327,-0.301377594935619,-0.204212738995014,-0.29712726844194
"Mario Lemina",29,"ga GAB","MF","Wolves","True",33,-0.831578526818851,-1.13996355679432,-0.686679557208676,0.385180447160871,0.327914210773427
"Jefferson Lerma",28,"co COL","MF,DF","Crystal Palace","True",26.7,-0.683361919566952,-0.386091164964973,-0.686522531509833,-0.165055544625332,-0.209914024345627
"Keane Lewis-Potter",22,"eng ENG","FW,DF","Brentford","True",16,1.36795620140023,-0.753974542754116,-0.477459770108962,-1.34732073052711,1.47330411276149
"Sean Longstaff",25,"eng ENG","MF","Newcastle Utd","True",30.5,-0.0799539125333416,-0.238544348033475,-0.75892219789883,-0.172247438202085,1.25280998137584
"Douglas Luiz",25,"br BRA","MF","Aston Villa","True",33.3,-0.439783114857086,0.404989433977645,1.18253752130992,-0.354713181963628,-0.0536518374844002
"Saša Lukić",26,"rs SRB","MF","Fulham","True",12.5,-0.714305165450638,-0.469499188375828,-0.787398007683002,1.0830568559859,0.100971516337227
"Alexis Mac Allister",24,"ar ARG","MF","Liverpool","True",28.9,-0.192410733251098,1.19383420788375,-0.115650413298498,2.30215744749288,-0.516824036749224
"James Maddison",26,"eng ENG","MF","Tottenham","True",23.7,1.44278848846495,2.84557413921278,1.9812950132438,-1.08737059930428,0.912819641396301
"Kobbie Mainoo",18,"eng ENG","MF","Manchester Utd","True",21.4,-0.530357512516331,-0.675575330024021,-0.556966673756328,0.113469081381912,1.6107877807004
"Pape Matar Sarr",20,"sn SEN","MF","Tottenham","True",23,0.106702236772035,0.0563082398008487,-0.680286194637728,-0.295786462373317,0.356495311508754
"John McGinn",28,"sct SCO","MF,FW","Aston Villa","True",33.3,-0.0321095332003885,0.24350093091108,0.643962082639225,-0.12560544758595,0.686510304126401
"Dwight McNeil",23,"eng ENG","MF,FW","Everton","True",32.1,1.04631460594655,0.30872443653636,1.53701374130126,-0.425533519773748,-0.0534640560020345
"Scott McTominay",26,"sct SCO","MF,FW","Manchester Utd","True",21.1,-0.23267845287905,-1.10879025096095,-1.01345446022428,0.124840075892002,0.996173738827413
"Jacob Murphy",28,"eng ENG","FW,DF","Newcastle Utd","True",13.2,1.58229236603338,1.26355000547089,0.237014802036438,-0.30590583082531,0.363536926921383
"Oliver Norwood",32,"nir NIR","MF","Sheffield Utd","True",16,-1.23780917992712,-0.992877395220797,1.22926966332815,0.997405863136253,-1.43964234567003
"Christian Nørgaard",29,"dk DEN","MF","Brentford","True",27.8,-0.893978736201983,0.166781519147058,-0.749513875870266,1.57697987618158,0.137639058981848
"Wilson Odobert",18,"fr FRA","MF,FW","Burnley","True",23.3,1.11071199380462,0.00306091203841332,-0.421441623430461,-1.35184228624275,0.033911779245885
"Chiedozie Ogbene",26,"ie IRL","MF,DF","Luton Town","True",22.2,1.63751259979707,-0.122833612599441,-0.238037898973985,-1.25504118725964,1.05338716436696
"Amadou Onana",21,"be BEL","MF","Everton","True",23.2,-0.590720063913575,-0.260267492384262,-0.584902664289708,0.74909975014282,-0.234699812390838
"Frank Onyeka",25,"ng NGA","MF","Brentford","True",12.9,0.125006168985293,-0.587280650352333,-0.553596152695865,0.872932452806365,0.247670930623144
"Dango Ouattara",21,"bf BFA","FW,DF","Bournemouth","True",13.7,0.846417474256871,0.0283558995595727,-0.552835041391463,1.24692048030963,0.103458416881693
"João Palhinha",28,"pt POR","MF","Fulham","True",30,-1.10751993238484,-0.957410399280207,-0.844940465549066,3.62601563530759,-0.182256704201432
"Andreas Pereira",27,"br BRA","MF","Fulham","True",29,0.791470626343549,0.546183363381563,2.69478375743989,-1.36413563676152,0.378871836157108
"Harrison Reed",28,"eng ENG","MF","Fulham","True",14.7,-0.326200608703804,-0.663040060278249,-0.23612147002146,0.23270793425,-1.01720624726413
"Declan Rice",24,"eng ENG","MF","Arsenal","True",35.8,-0.699276946339806,0.748293382070526,-0.133920415314507,0.14273249214444,-0.377935869372932
"Rodri",27,"es ESP","MF","Manchester City","True",32.6,-0.187871841809304,2.54053327397754,-0.178087124689397,0.207035501987091,-0.276961851041131
"Pelly Ruddock Mpanzu",30,"cd COD","MF","Luton Town","True",12.2,-0.65145238262118,-0.664962767772861,-0.624657117200681,-1.05144035349162,-0.903729343821866
"Pablo Sarabia",31,"es ESP","MF,FW","Wolves","True",19.4,1.40395402354873,0.994371420649914,1.94441003922593,-0.758001191816952,0.571565585139495
"Alex Scott",19,"eng ENG","MF","Bournemouth","True",11.3,-0.0531136956312746,0.222561751584968,0.799424673873165,0.384708639538617,-0.355244827924074
"Bernardo Silva",28,"pt POR","MF,FW","Manchester City","True",28.6,1.88185736557958,1.2979596584811,0.469158622754101,-0.338055731774583,1.25842806591557
"Tomáš Souček",28,"cz CZE","MF","West Ham","True",31.9,-0.913567225049766,-0.979922718404379,-1.01358302594085,-0.170675055161693,1.21903986196001
"Vinicius Souza",24,"br BRA","MF","Sheffield Utd","True",29.6,-1.27599934493402,-1.33424072684349,-0.938468260957101,1.97400986158339,-0.316706722708733
"Dominik Szoboszlai",22,"hu HUN","MF","Liverpool","True",23.4,1.10499740600905,1.35884139688623,1.34059453061836,-0.148726575159583,-0.185074427330585
"Youri Tielemans",26,"be BEL","MF,FW","Aston Villa","True",18,-0.361335920957369,0.97932379584915,-0.151316878600922,0.393229434934574,0.522085381298662
"Andros Townsend",32,"eng ENG","MF,FW","Luton Town","True",13.4,0.921958104643601,-0.49795156552059,0.330359560884771,-0.35155738437712,-0.169325317041229
"James Ward-Prowse",28,"eng ENG","MF","West Ham","True",33.3,-0.563699064118174,-0.0945857226723071,1.95074960658639,-0.803352590765067,0.343730655828738
"Ryan Yates",25,"eng ENG","MF","Nott'ham Forest","True",22.1,-0.742403080375037,-0.936306080820304,-0.940601734468351,0.788031864870555,-0.261350281657296
"Martin Ødegaard",24,"no NOR","MF","Arsenal","True",34.3,1.29573700993815,3.51119937767629,0.648214493715837,-0.622694959289267,0.175488660978353
"Yacine Adli",23,"fr FRA","MF","Milan","True",15.6,-0.478419542079391,1.02881603691733,0.72358047873931,0.393952128121021,1.54641115921058
"Michel Aebischer",26,"ch SUI","MF","Bologna","True",24.8,-0.674750120749279,-0.685599189933334,-0.556486304781831,-0.552866742957618,-0.740960201397958
