"player","age","nationality","position","team","top5","minutes_90s","Creativo","Fulcro_di_Gioco","Lunga_Gittata","Incontrista","Cinico"
"Luis Alberto",30,"es ESP","MF","Lazio","True",25.7,0.750707828888996,1.58553897734419,1.76700386154952,-0.450745517155309,0.136039529916129
"Milan Badelj",34,"hr CRO","MF","Genoa","True",28.2,-0.982033461408159,-0.399950460539383,-0.468641271890161,0.335585377909693,-0.390768972270483
"Nedim Bajrami",24,"al ALB","MF,FW","Sassuolo","True",14.6,0.706724254374399,-0.229484313782292,1.10602727347264,-1.54312217652278,0.0665843596390596
"Nicolò Barella",26,"it ITA","MF","Inter","True",31.6,0.419682326930919,1.58135970989017,-0.114867044812721,-0.376320310946441,0.560940041780167
"Enzo Barrenechea",22,"ar ARG","MF","Frosinone","True",31.2,-1.18691234918575,-0.715804873171943,-0.630641567755694,0.492938665515043,-1.13770746958277
"Ismaël Bennacer",25,"dz ALG","MF","Milan","True",12.8,-0.0527936259307718,0.275985573640602,0.248701840457641,0.105320533802733,-0.1845321436826
"Alexis Blin",26,"fr FRA","MF","Lecce","True",18.2,-1.23441481201056,-1.03066155172134,-0.602412961168304,0.18736097287591,-0.54742558806595
"Daniel Boloca",24,"ro ROU","MF","Sassuolo","True",22.5,-1.07190970049511,-0.64486214440853,-0.339487538609037,0.268673016864064,-0.511916236756929
"Giacomo Bonaventura",33,"it ITA","MF","Fiorentina","True",25.3,0.800613975835385,0.467106879415609,0.205161739609033,-1.27560759246064,0.234895501652135
"Warren Bondo",19,"fr FRA","MF","Monza","True",16.4,-0.761317074185997,-1.03447067327955,-0.71140463240193,-0.639559621169201,-0.356548458915381
"Edoardo Bove",21,"it ITA","MF","Roma","True",19.8,-0.233872871348044,-0.396374579559978,-0.831921213620185,0.747106620765362,-0.281104429388699
"Marco Brescianini",23,"it ITA","MF","Frosinone","True",25.8,0.11246821128215,-0.739162780638999,-0.515867039284768,-1.12200171577616,0.314964339782318
"Jens Cajuste",23,"se SWE","MF","Napoli","True",11.3,0.442489330146487,-0.323452744046741,-0.603151342371207,1.29628178800934,-0.398717141821183
"Hakan Çalhanoğlu",29,"tr TUR","MF","Inter","True",28.4,-0.720909888443111,0.863484931536473,1.80869741625484,0.142455043424372,-0.880135933367124
"Antonio Candreva",36,"it ITA","MF,FW","Salernitana","True",30.6,0.829704472967123,0.344871034934666,1.21755852602168,-1.81701518127582,0.0716306048333152
"Valentin Carboni",18,"ar ARG","MF,FW","Monza","True",13,1.08308450529334,0.154079909178015,-0.274158403137673,-0.115277913256828,0.467714355909785
"Danilo Cataldi",28,"it ITA","MF","Lazio","True",15.1,-1.01032930976125,-0.89458456139588,0.0835967519802197,-0.409740930632742,-0.720573475326588
"Andrea Colpani",24,"it ITA","MF,FW","Monza","True",29.5,0.971893670953436,0.306044667579641,1.17078692571365,-1.73764285779882,0.0533898933038076
"Lassana Coulibaly",27,"ml MLI","MF","Salernitana","True",23.1,-0.611731413575872,-0.822056473392826,-0.742121860519272,0.131370385049332,-0.830967945002189
"Bryan Cristante",28,"it ITA","MF,DF","Roma","True",36.5,-0.559439814661267,0.18709059290706,-0.723356103698948,-0.118375982045675,-0.0533778348045333
"Alessandro Deiola",27,"it ITA","MF","Cagliari","True",17.9,-0.912797454336979,-0.840623216082332,-0.534328476631348,0.0815869577476484,-0.078199391471769
"Ondrej Duda",28,"sk SVK","MF","Hellas Verona","True",27.3,-0.38179962947108,-0.151577759236537,1.01574754193752,0.22852513168484,-0.501513345621277
"Alfred Duncan",30,"gh GHA","MF","Fiorentina","True",21,-0.392525067804679,0.284297558487591,0.533711576765711,-0.300989481977007,-0.176045247268938
"Éderson",24,"br BRA","MF","Atalanta","True",31.9,-0.846491019890219,0.237693298058725,-0.673656454964643,0.663351231979195,0.279643399055801
"Giovanni Fabbian",20,"it ITA","MF,FW","Bologna","True",11.7,0.369754722508492,-1.00494001209254,-0.961271859227964,-1.14248879128059,1.36019621027686
"Jacopo Fazzini",20,"it ITA","MF","Empoli","True",13.7,0.280522329584007,0.0455567700656007,0.531309675323656,1.92714181629151,-0.465155251324086
"Lewis Ferguson",23,"sct SCO","MF","Bologna","True",30.1,0.559189301949714,-0.0898933951861115,-0.567308838235911,-0.865424824105598,0.493262893616579
"Michael Folorunsho",25,"it ITA","MF,FW","Hellas Verona","True",30.9,0.162861854737002,-1.15503013200101,-0.760589816983041,-0.322252825431567,0.178100216156945
"Davide Frattesi",23,"it ITA","MF","Inter","True",10.6,0.625337782780644,0.104949309566343,-0.719155047329111,-1.39376154660494,2.12336389915315
"Morten Frendrup",22,"dk DEN","MF","Genoa","True",34.9,-0.551791771144123,-0.878128217982215,-0.862839178218515,1.70355995157713,-0.490499803672221
"Remo Freuler",31,"ch SUI","MF","Bologna","True",29.2,-0.72724003644547,-0.456664572021465,-0.72882096640336,0.718317905455291,-0.0184065125484592
"Roberto Gagliardini",29,"it ITA","MF,DF","Monza","True",26.2,-0.862038665622568,-0.401339915025302,-0.69456271270996,0.256473459054422,-0.129037980528814
"Francesco Gelli",26,"it ITA","MF,DF","Frosinone","True",17.3,0.504359285702043,-0.480910731448237,0.715774818874467,-0.870244603091704,-0.367306919597694
"Joan Gonzàlez",21,"es ESP","MF","Lecce","True",14.3,0.0594425036116898,0.0336380130237352,-0.411816328380403,0.0830214597268822,0.293137945149421
"Alberto Grassi",28,"it ITA","MF","Empoli","True",20.1,-1.19843644636496,-0.997621112469946,-0.544650477447143,-0.223916946122206,-0.767232701556169
"Matheus Henrique",25,"br BRA","MF","Sassuolo","True",27.8,-0.569561060260274,-0.580633230228433,0.047696068728153,-0.584020353162378,0.447896733448817
"Ivan Ilić",22,"rs SRB","MF","Torino","True",23.3,-0.170928721944813,0.26311582883889,1.07493983693981,-1.09071426945161,0.257105684873711
"Mohamed Kaba",21,"fr FRA","MF","Lecce","True",15.3,-0.400737898097936,-0.646534911912047,-0.789987822379138,0.52500375197664,-0.353318221467338
"Daichi Kamada",26,"jp JPN","MF","Lazio","True",17.2,0.383021049392146,0.147335780664152,-0.434391417607351,1.21976921749104,-0.161061748717794
"Grigoris Kastanos",25,"cy CYP","MF,DF","Salernitana","True",16.4,0.515619690179724,0.233782434584542,0.393656912292635,-0.807319435191346,0.381273776339891
"Teun Koopmeiners",25,"nl NED","MF","Atalanta","True",29.2,0.99868779036141,0.73612647391821,0.840210461775662,-0.574145135516424,0.429569947648541
"Karol Linetty",28,"pl POL","MF","Torino","True",20.6,-0.770204469495838,-0.932399517149634,-0.43011947584607,-0.454254723372828,-1.2896474122934
"Stanislav Lobotka",28,"sk SVK","MF","Napoli","True",36.5,-0.924252784901011,-0.441084640693711,-0.341144800510979,-0.294430513669809,-1.11260635658929
"Manuel Locatelli",25,"it ITA","MF","Juventus","True",33.4,-1.19989142548914,0.053994339959498,-0.200325505280201,0.0497852871063076,-0.770409837700179
"Ruben Loftus-Cheek",27,"eng ENG","MF","Milan","True",23,0.614865778311641,-0.580472012860842,-0.762471269556014,-1.06331311995099,0.650391391895694
"Sandi Lovrić",25,"si SVN","MF","Udinese","True",22.1,0.262287459111492,-0.176649416978614,0.913979468604634,-0.945457835636501,-0.0336027978017297
"Giulio Maggiore",25,"it ITA","MF","Salernitana","True",20,-0.799651196413147,-0.963895262938006,-0.727853681520187,0.666846355066477,0.948119314477255
"Antoine Makoumbou",25,"cg CGO","MF","Cagliari","True",30,-0.859439174920411,-0.777137614127645,-0.380513105143786,-0.875978690347903,0.310119726853238
"Youssef Maleh",24,"ma MAR","MF","Empoli","True",28.9,-0.589851993147177,-0.679330445052591,-0.135487279082172,0.666609454467297,-0.742721878793422
"Ruslan Malinovskyi",30,"ua UKR","MF","Genoa","True",17.2,-0.714782576861261,-0.467323138569946,0.122913222414398,0.201725367817119,-0.890412579261548
"Rolando Mandragora",26,"it ITA","MF","Fiorentina","True",17.6,-0.560788282268326,-0.474456041740058,0.0134661077797109,-0.836500569055769,0.402003942603911
"Răzvan Marin",27,"ro ROU","MF","Empoli","True",20.2,-0.52352141633532,-0.485865980617711,2.0453621858918,-0.438649136369192,-1.03707523332324
"Luca Mazzitelli",27,"it ITA","MF","Frosinone","True",24.6,-0.562558790584153,-0.313496090275256,-0.154026658593427,-0.0440100474729133,-0.442567556046692
"Weston McKennie",24,"us USA","MF,DF","Juventus","True",28.8,0.451915694726643,-0.374907783121419,-0.272173602008681,-0.751755158753081,0.37558253940935
"Arthur Melo",26,"br BRA","MF","Fiorentina","True",22.1,-0.824047366267466,0.168999183910797,0.200954704952139,0.0839690992724275,-0.34623535528578
"Aleksei Miranchuk",27,"ru RUS","MF,FW","Atalanta","True",13.1,2.40743304360472,1.66621896755288,2.13211378551439,-1.40208589936754,1.52822549524413
"Fabio Miretti",19,"it ITA","MF","Juventus","True",12.3,0.737523871391562,0.13347672519995,0.604514805592843,-0.34985250480966,-0.256079202864329
"Henrikh Mkhitaryan",34,"am ARM","MF","Inter","True",30.9,0.512984043160754,0.662155008417541,-0.15994287210131,-0.0611792259516825,0.011287998046892
"Yunus Musah",20,"us USA","MF,FW","Milan","True",16.4,0.0987096964432392,-0.504495454982353,-0.718496870574898,-0.750303321040244,-0.560408030395849
"Nahitan Nández",27,"uy URU","MF,DF","Cagliari","True",26,0.0741346227723555,-0.508141869244693,0.552108185468776,0.320135250303381,0.201918131470077
"Remi Oudin",26,"fr FRA","MF,FW","Lecce","True",20.2,0.241109634203453,0.0522805637273607,2.74656446284179,-1.06045234949253,-0.168544941427513
"Leandro Paredes",29,"ar ARG","MF","Roma","True",29.3,-1.23588676095347,0.248699217944394,0.629204352359452,0.351384236234785,-1.37797748961542
"Mario Pašalić",28,"hr CRO","MF","Atalanta","True",22.8,-0.0478193300087267,0.3040551818362,-0.484093312082509,-0.702484431910974,1.1312743857239
"Martín Payero",24,"ar ARG","MF","Udinese","True",20,-0.0617448866925148,-0.414619830529289,-0.574485211356594,0.645341311433055,-0.651548816227612
"Lorenzo Pellegrini",27,"it ITA","MF","Roma","True",20.7,0.555266086306788,0.168895603858832,0.739046802441492,-0.0414781999135759,0.403124990804827
"Matteo Pessina",26,"it ITA","MF","Monza","True",35.8,-0.663572594060479,-0.501212014744321,-0.597564851575225,-0.790883746019355,0.257437714307485
"Matteo Prati",19,"it ITA","MF","Cagliari","True",21.9,-0.775107253834559,-0.770424682396677,-0.270478880116337,0.0933550079965194,-0.497010275920157
"Adrien Rabiot",28,"fr FRA","MF","Juventus","True",29.5,0.212793644737612,-0.260146130015374,-0.677750656783248,-0.238360181862523,0.570154904324693
"Hamza Rafia",24,"tn TUN","MF","Lecce","True",13.4,0.153014694012976,-0.58854249451498,0.113555906718064,1.15357926272714,-0.464335855151708
"Ylber Ramadani",27,"al ALB","MF","Lecce","True",33,-1.12016782132762,-1.06890282824487,-0.297647543346975,0.796931777594244,-1.14502030722804
"Tijjani Reijnders",25,"nl NED","MF","Milan","True",31.3,0.158901643202149,0.798887274822652,0.157268186296171,-0.734148740858243,-0.0549296039374315
"Reinier",21,"br BRA","MF,FW","Frosinone","True",11.8,0.252281606363168,-0.443933489323549,-0.486486557209198,-0.265403717704405,0.918859606025108
"Samuele Ricci",21,"it ITA","MF","Torino","True",26.6,-0.254169940035729,-0.395011033891161,-0.240005448827329,-0.968371006404575,-0.667660677850424
"Marten de Roon",32,"nl NED","MF,DF","Atalanta","True",28.9,-1.41875187335462,-0.0591378896272099,-0.629689725648125,1.10697725219497,-1.2491142780144
"Nicolò Rovella",21,"it ITA","MF","Lazio","True",14.6,-0.962135315656858,-1.03591763379148,0.0336700896107262,1.47807577300051,-1.2533700869771
"Lazar Samardzic",21,"rs SRB","MF","Udinese","True",26.4,0.363389426788234,0.0548068986440237,2.2777145177472,-0.669606611481555,-0.437993598542561
"Suat Serdar",26,"de GER","MF","Hellas Verona","True",18.4,-0.668877241878246,-1.02975166563678,-0.211586743132825,0.977250887280259,-0.766512588206068
"Stephan El Shaarawy",30,"it ITA","FW,DF","Roma","True",19.3,0.747383458970741,-0.419223408133882,-0.502466133672385,-1.26353458498044,0.0983964112489812
"Kevin Strootman",33,"nl NED","MF","Genoa","True",13.4,-0.566978237010088,-0.0590814968695435,0.1342220558489,0.594486725874483,-1.41273879017645
"Ibrahim Sulemana",20,"gh GHA","MF","Cagliari","True",14.9,-0.895681058340489,-1.55494593761809,-0.371575338009299,0.331256269568147,0.157870909572719
"Tomáš Suslov",21,"sk SVK","MF,FW","Hellas Verona","True",23.2,0.356803386239936,-0.720514127900708,0.785027218220068,-0.361389450598766,-0.417876448994545
"Morten Thorsby",27,"no NOR","MF","Genoa","True",12.9,-0.0366738315386859,-0.87261645247282,-1.57481774511583,-0.840119446110868,1.33287302391381
"Kristian Thorstvedt",24,"no NOR","MF","Sassuolo","True",26.6,0.182633555518925,-0.111190085348776,-0.518619170719541,-0.539074459834847,0.667992764628049
"Kacper Urbanski",18,"pl POL","MF,FW","Bologna","True",10.3,1.11825848054387,-0.264076296626128,0.02051299169756,-0.754885225122241,-0.137310651380369
"Matías Vecino",31,"uy URU","MF","Lazio","True",12.8,0.00184216660990451,-0.156121947569189,-0.900897106143697,0.626147879686999,0.814265910079815
"Nicolas Viola",33,"it ITA","MF,FW","Cagliari","True",13.4,1.11991790852667,0.239824748497422,3.07261100115304,-1.39133637364309,0.383476202234893
"Nikola Vlašić",25,"hr CRO","MF,FW","Torino","True",29,0.822963578709739,0.36633400944262,-0.489044578453468,-1.15270318689005,-0.095203362033266
"Walace",28,"br BRA","MF","Udinese","True",36,-1.18500975539781,-1.07285534939711,-0.343443870605053,0.322004820356806,-0.796055966494203
"Kenan Yıldız",18,"tr TUR","FW,DF","Juventus","True",10.6,1.29804798183586,0.275886806159576,-0.258281347158162,-1.42634216193501,0.778042116554233
"Andre-Frank Zambo Anguissa",27,"cm CMR","MF","Napoli","True",31,0.400580303432995,-0.104031814421922,-0.52043093522312,0.120051315203026,0.0166781333581137
"Piotr Zieliński",29,"pl POL","MF","Napoli","True",21.4,0.299027864210029,0.622986342209037,1.3787888427077,-1.23001063286432,-0.0322118444091637
"Mateusz Łęgowski",20,"pl POL","MF","Salernitana","True",12.7,-0.629145613773931,-1.09274892969629,-0.760709400637455,-0.00672138054638173,-1.01297463757002
"Mattéo Guendouzi",24,"fr FRA","MF","Marseille/Lazio","True",26.5,-0.15529820922389,-0.459007718335265,-0.468061947725301,-0.558963040631382,0.359155140408224
"Stijn Spierings",27,"nl NED","MF","Toulouse/Lens","True",18.1,-1.2055002045015,0.596503209249627,-0.614901227879556,1.61853867112043,-1.1410877014755
"James Mcatee",20,"eng ENG","MF,FW","Sheffield Utd/Manchester City","True",20.2,0.790004668317336,-0.249946856754553,-0.141285551154305,-0.569149387150247,0.55503827912166
"Martin Hongla",25,"cm CMR","MF","Granada/Hellas Verona","True",18.2,-1.45944133190429,-1.3173181749257,-0.371536439789321,-0.447450547487436,-0.97353813748003
"Bryan Zaragoza",22,"es ESP","MF,FW","Bayern Munich/Granada","True",20.2,2.04997917774031,0.100475641307689,0.462118451717722,-1.35266879971055,1.78196007196564
"Carlos Baleba",19,"cm CMR","MF","Lille/Brighton","True",15.4,-0.919925619227144,-1.13360201067808,-0.989062222063747,1.64579487880259,-1.09306370455955
"Azor Matusiwa",25,"nl NED","MF","Reims/Rennes","True",24.2,-1.22193994611602,-0.487343020590212,-0.562401700923264,0.122539338906122,-1.18660849495453
"Jonathan Viera",33,"es ESP","MF","Las Palmas/Almería","True",17,0.81681148827108,1.34052554545712,0.334578605468717,-0.898253081974974,0.831648383615164
"Angelo Stiller",22,"de GER","MF","Hoffenheim/Stuttgart","True",30.8,-0.159847220668679,0.984082789265195,0.815226137870315,-0.214984035478682,-0.80554025034902
"Tommaso Baldanzi",20,"it ITA","MF,FW","Empoli/Roma","True",14.1,1.30230759782357,-0.0235081551981151,0.0832924978567754,-1.58656910736098,-0.233902822087221
"Anton Stach",24,"de GER","MF","Hoffenheim/Mainz 05","True",27.7,-0.575045568094205,0.0302246275017448,-0.0808332059660624,1.23133066052644,-0.117134972977222
"Jean-Ricner Bellegarde",25,"fr FRA","MF,FW","Strasbourg/Wolves","True",13.6,0.50367754064333,-0.170910974590679,-0.0270272756141287,-0.422521775557177,1.252067590783
"Portu",31,"es ESP","MF,FW","Getafe/Girona","True",14.3,1.22721400820875,-0.324038303733239,-0.548324497874235,-0.797204763565121,2.49956461007762
"Nemanja Matić",34,"rs SRB","MF","Rennes/Lyon","True",25.3,-1.30508981411697,0.291042596953651,-0.405086647188923,-0.0660299385611276,-1.2176242410772
"Nicolás Domínguez",25,"ar ARG","MF,FW","Nott'ham Forest/Bologna","True",17.7,-0.556814907851716,-0.0288609006616375,-0.865969336123342,1.73996514597684,0.0203321229686155
"Fares Chaïbi",20,"dz ALG","MF,FW","Eint Frankfurt/Toulouse","True",21.8,1.39299127077562,0.277324293070852,2.26357086360953,-1.17226489289736,0.90059344957328
"Facundo Pellistri",21,"uy URU","MF,FW","Granada/Manchester Utd","True",15.6,1.4964200812912,-0.371961580227595,-0.742576927417077,-0.0514823065993616,1.10069667826839
"Orel Mangala",25,"be BEL","MF","Lyon/Nott'ham Forest","True",21.8,-0.848596446097441,-1.06765505391705,-0.633070838771182,-0.573376135050494,-0.15295867458514
"Nadiem Amiri",26,"de GER","MF","Mainz 05/Leverkusen","True",15.6,0.0415984375556851,1.05351152040769,3.60411872999955,-0.455407610676085,-0.909329561581809
"Romain Faivre",25,"fr FRA","MF,FW","Lorient/Bournemouth","True",16.6,0.670958507405525,0.253295848540941,0.0239722546726362,-1.41310981237643,1.15773247020354
"Maxime Lopez",25,"fr FRA","MF","Fiorentina/Sassuolo","True",10.5,-0.974965732111282,-0.0754954707374284,-0.122312499762774,-0.443775500907953,-0.560130623587862
"Ryan Gravenberch",21,"nl NED","MF","Bayern Munich/Liverpool","True",12.6,1.16112088275417,0.713210121004948,-0.647614705815467,0.395617806229237,0.574953509257066
"Lovro Majer",25,"hr CRO","MF,FW","Wolfsburg/Rennes","True",23.6,1.08650558414733,0.459265467337319,0.698095218051845,-0.4697585047755,0.508008114344666
"Shuto Abe",25,"jp JPN","MF","RWD Molenbeek","False",16.4,-0.645066531900694,-0.728401298436431,-0.845222190400073,1.16441775313752,-0.158337578943693
"Steven Alzate",24,"co COL","MF","Standard Liège","False",18.5,-0.458404892428758,0.0127939441364231,-0.172341056271735,0.50436966102021,-0.298436752739575
"Brandon Baiye",22,"be BEL","MF","Eupen","False",23,-1.33646839828351,-1.05216657382273,-1.02180643914721,1.4227071195715,0.369912896230207
"William Balikwisha",24,"cd COD","MF","Standard Liège","False",12.1,1.28991483445816,0.555380216204509,-0.378970445424573,-0.108654481924856,0.0854447007447388
"Ezechiel Banzuzi",18,"nl NED","MF","OH Leuven","False",19.4,-0.346918290162025,-0.800982219857899,-0.966325289597017,-0.286604728811242,0.641894125636725
"Massimo Bruno",29,"be BEL","MF,FW","Kortrijk","False",12.6,0.37135505287322,0.241345869155482,0.144897307470843,-0.482864179342148,-0.261332869522986
"Julien De Sart",28,"be BEL","MF","Gent","False",28.3,-1.04716153226715,0.572067703131171,-0.242190829403557,2.02060056276643,-0.798810410094501
"Mathias Delorge",19,"be BEL","MF","Sint-Truiden","False",29.5,-1.15135532587472,-0.0505002184457995,-0.478322967837899,0.491198745863374,-0.349880467914948
"Joren Dom",33,"be BEL","MF,DF","OH Leuven","False",16,-1.01092736494376,-1.14080661734807,-0.694222914490516,0.437228378131643,-0.432529507239994
"Pierre Dwomoh",19,"be BEL","MF","RWD Molenbeek","False",25.3,-0.904994365037714,-0.561545946498801,-0.838637655556232,0.621121207392743,-0.053360338912769
"Chidera Ejuke",25,"ng NGA","FW,DF","Antwerp","False",14.7,2.31533451852999,1.83651027006018,0.595071895414525,-1.1993931508175,0.86242705636599
"Jurgen Ekkelenkamp",23,"nl NED","MF","Antwerp","False",23.5,0.192714923067949,-0.52006864157966,-0.773731994637253,-0.812464758682891,1.05016711208308
"Matías Galarza",21,"ar ARG","MF","Genk","False",14.4,-0.739814691962032,0.666732587693498,-0.580424776624749,0.979974640331114,-0.0678633985104629
"Yann Gboho",22,"fr FRA","MF,FW","Cercle Brugge","False",15.4,2.9539301258865,1.20370894891956,-0.783366489111095,-0.952193500495116,0.457048443865215
"Pieter Gerkens",27,"be BEL","MF,FW","Gent","False",10.1,0.400809499252886,-0.0931254565688958,0.0991847757968772,-0.492474084940836,1.36251726878632
"Daan Heymans",24,"be BEL","MF,FW","Charleroi","False",18.5,0.817033021790338,0.00546096422694919,-1.26329800371403,-0.522457027540701,0.452698096656666
"Bryan Heynen",26,"be BEL","MF","Genk","False",23.5,0.10616621249996,0.240059285358879,-0.73738512657223,0.269958169932404,0.740992863776151
"Patrik Hrošovský",31,"sk SVK","MF","Genk","False",23.7,-0.772576775086698,-0.235753999851329,0.176564371766015,-0.747566498866048,-0.61086034717117
"Hong Hyunseok",24,"kr KOR","MF","Gent","False",17.5,1.24354541504261,2.00234797195531,0.931543559114759,-0.0387694189963455,1.96742193602758
"Marco Ilaimaharitra",28,"mg MAD","MF","Charleroi","False",23.7,-0.489627096118017,0.380202482050599,-0.271849367624173,1.1409400783789,-0.877834684540244
"Ryotaro Ito",25,"jp JPN","MF","Sint-Truiden","False",19.8,0.337257389911905,0.689840359305597,0.215916001534588,-1.43222050720255,0.516589831670372
"Abdelkahar Kadri",23,"dz ALG","MF,FW","Kortrijk","False",25.4,0.534278690175024,1.17316177916478,1.26231784928625,0.850732474927115,0.207360830842218
"Hayao Kawabe",27,"jp JPN","MF,FW","Standard Liège","False",21.5,0.584582790587559,-0.164192129255812,1.1796495373857,-0.939365379393141,1.29037931606709
"Amadou Keita",21,"gn GUI","MF,FW","Eupen","False",15.1,0.277533935445965,-0.391764416162844,-0.95813065941211,1.91969989218768,0.518414869409092
"Bilal El Khannouss",19,"ma MAR","MF","Genk","False",24.2,1.33708222518626,2.77925384498842,2.0595935750443,-0.107237496056027,-0.155855903761419
"Aboubakary Koita",24,"mr MTN","MF,FW","Sint-Truiden","False",25.3,1.40178917604432,0.948960919367864,1.41515786708164,-0.44117364243569,-0.404670569806845
"Sven Kums",35,"be BEL","MF","Gent","False",21.5,-0.203991385238598,1.33972561443255,1.83393399219991,-0.0115936599644926,-0.139184786246562
"Félix Lemaréchal",19,"fr FRA","MF,FW","Cercle Brugge","False",17.4,0.754492495159135,1.32825600376166,0.81552244817106,1.06085685259816,-0.415570229831778
"Theo Leoni",23,"be BEL","MF","Anderlecht","False",21.1,-0.213923649558872,0.789624458358835,-0.238334733011587,1.51628199237941,1.15345741062819
"Nicolas Madsen",23,"dk DEN","MF","Westerlo","False",23.5,0.133027980533983,0.973413744816835,1.31227488408921,-0.738256969716757,0.366554924694584
"Youssef Maziz",25,"fr FRA","MF,FW","OH Leuven","False",17.6,0.642469210150276,0.227871486367356,2.01907678942949,-1.5284397893349,0.564016305698106
"Xavier Mercier",34,"fr FRA","MF,FW","RWD Molenbeek","False",14.6,0.822801061160824,1.64654199590051,1.89699367262014,-1.78864453785403,0.452124867436863
"Ryota Morioka",32,"jp JPN","MF","Charleroi","False",10.1,-0.563884709068625,-0.603805989145491,-0.3333670407685,1.76425101120876,-0.904181544229455
"Kerim Mrabti",29,"se SWE","MF,FW","Mechelen","False",28.2,0.219652847519437,-0.520994989900516,-0.519985549375465,-0.351210437447658,0.912448980128201
"Casper Nielsen",29,"dk DEN","MF","Club Brugge","False",14.2,0.240511174329299,-0.0605098411264109,0.690718078780563,0.376423830397394,0.478631656513521
"Aiden O'Neill",25,"au AUS","MF","Standard Liège","False",16.7,-0.969139749137306,-0.741307232167121,-0.877105371692902,0.996885362322037,-0.201508397348747
"Raphael Onyedika",22,"ng NGA","MF","Club Brugge","False",17.6,-1.29975068422216,-0.46831900927533,-0.918302573174604,0.898890964121261,-1.20600476699331
"Patrick Pflücke",26,"de GER","FW,DF","Mechelen","False",12.9,1.30203646804408,0.499341910241974,1.0566493930227,-1.1171645527377,1.07672442379417
"Isaac Price",19,"nir NIR","MF,DF","Standard Liège","False",18.4,-0.0790025475560137,0.0821239494715946,-0.0675098879883675,1.32952198818735,-0.147788360296304
"Cameron Puertas",24,"ch SUI","MF","Union SG","False",26.9,2.3749256965304,2.14549014683828,1.90560494814804,0.893250786504343,0.146706640180334
"Mathias Rasmussen",25,"no NOR","MF","Union SG","False",17.5,0.192233081290354,0.671825318273169,0.480870995549044,0.434953388560769,0.717389001642287
"Jeff Reine-Adélaïde",25,"fr FRA","MF","RWD Molenbeek","False",15.2,-0.250921539482268,0.257903920582786,0.209821625573264,-0.842714860055354,-0.262015690842861
"Noah Sadiki",18,"be BEL","MF","Union SG","False",12.7,-0.725137874820805,-0.0841716928860366,-0.679405228838151,0.944532256447031,-0.44736072182235
"Rob Schoofs",29,"be BEL","MF","Mechelen","False",27,0.214412353153449,1.19123404920403,0.00486733892794938,0.342085896473322,0.0612322988690329
"Siebe Schrijvers",27,"be BEL","MF","OH Leuven","False",27.4,-0.962950157964835,-0.206632552015404,0.384116208163492,0.979907291997552,-0.852954970175638
"Leonardo da Silva Lopes",24,"pt POR","MF,DF","Cercle Brugge","False",19.8,-0.32685121554572,0.402448692339835,-1.04421852242691,0.111484023248162,0.309211812242694
"Abdoulaye Sissako",25,"fr FRA","MF","Kortrijk","False",21,-0.838035812605811,-0.690238217387855,-1.11194934458,0.52026007508478,-0.730510368239646
"Jarne Steuckers",21,"be BEL","MF,FW","Sint-Truiden","False",27.1,1.87492486005146,2.42222738991348,1.09945714231511,-1.60460073041884,0.618232259657491
"Mario Stroeykens",18,"be BEL","MF,FW","Anderlecht","False",18.8,0.141935323823907,0.240919460755224,-0.692298770495332,0.917314250490954,0.351691146765418
"Serhiy Sydorchuk",32,"ua UKR","MF","Westerlo","False",21.4,-0.789210506736614,-0.211132754931396,-0.510864148698553,0.488057072239968,-0.498703417943833
"Jean Thierry Lazare",25,"ci CIV","MF,FW","Union SG","False",15.1,1.27500460991093,0.746805028925458,-0.458692929901632,0.680099646800119,-0.189673756976905
"Thomas Van den Keybus",22,"be BEL","MF,FW","Westerlo","False",14.1,0.691148525222502,-0.295488017871196,0.175324313716531,0.236430198552734,0.00958929580894999
"Hannes Van der Bruggen",30,"be BEL","MF","Cercle Brugge","False",20.7,-0.857728560072241,0.623660361043468,-0.420405288338874,1.68008789668428,-1.06617093634396
"Hans Vanaken",30,"be BEL","MF","Club Brugge","False",28.2,0.394027325600725,1.8344728255213,-0.617558461602299,-0.717781185854155,0.699588197852917
"Charles Vanhoutte",24,"be BEL","MF","Union SG","False",24.8,-1.00017473830844,-0.0805646900102149,-0.565893738288369,0.711530505474604,-0.257241986111324
"Arthur Vermeeren",18,"be BEL","MF","Antwerp","False",20.8,-0.639625003719496,0.22535398698572,-0.615062893259461,0.0811663096338351,0.2531152241689
"Hugo Vetlesen",23,"no NOR","MF","Club Brugge","False",20.6,-0.251236844194014,0.343355196854474,-0.64245666005655,0.622029017714592,-0.195962066233414
"Alhassan Yusuf",23,"ng NGA","MF","Antwerp","False",12.2,-0.708924673806021,-0.365792909915344,-0.771623222321419,1.59726994948298,-1.24260447958368
"Adem Zorgane",23,"dz ALG","MF","Charleroi","False",20.5,0.591970007038227,3.23404458615843,0.584274657716031,1.41457494389645,-0.2749894626546
"Carlos Alcaraz",20,"ar ARG","MF,FW","Southampton","False",12.2,1.29235468796146,0.856907982289765,-0.296283106701015,0.416159041608991,0.544529837503822
"Jamie Allen",28,"eng ENG","MF","Coventry City","False",12.9,-0.116059405671767,-0.360468551833061,-0.823881355740512,-0.778035395707158,0.586829411287466
"Ethan Ampadu",22,"wls WAL","MF,DF","Leeds United","False",46,-1.39701450045882,-0.351423009238415,-0.609372769105681,-0.347596757592015,-0.514959229525882
