player,age,nationality,position,team,top5,minutes_90s,Spinta = Low,Spinta = Average,Spinta = High,Costruttore = Low,Costruttore = Average,Costruttore = High,Interventista = Low,Interventista = Average,Interventista = High,Lanci_Lunghi = Low,Lanci_Lunghi = Average,Lanci_Lunghi = High,Falloso = Low,Falloso = Average,Falloso = High
Melvin Bard,22,fr FRA,DF,Nice,True,29.5,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Jeanuël Belocian,18,fr FRA,DF,Rennes,True,16.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Neto Borges,26,br BRA,DF,Clermont Foot,True,28.0,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Lilian Brassier,23,fr FRA,DF,Brest,True,29.7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Duje Ćaleta-Car,26,hr CRO,DF,Lyon,True,22.1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Fali Candé,25,gw GNB,DF,Metz,True,20.5,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Jean-Charles Castelletto,28,cm CMR,DF,Nantes,True,27.4,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Maximiliano Caufriez,26,be BEL,DF,Clermont Foot,True,18.4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Brendan Chardonnet,28,fr FRA,DF,Brest,True,33.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
Jonathan Clauss,30,fr FRA,DF,Marseille,True,23.0,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Marcus Coco,27,fr FRA,"DF,FW",Nantes,True,16.5,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Maxime Colin,31,fr FRA,DF,Metz,True,20.4,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Eray Cömert,25,ch SUI,DF,Nantes,True,22.2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Logan Costa,22,cv CPV,DF,Toulouse,True,29.4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Kevin Danso,24,at AUT,DF,Lens,True,29.5,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
Dante,39,br BRA,DF,Nice,True,31.6,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
Thibault De Smet,25,be BEL,DF,Reims,True,20.3,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Thomas Delaine,31,fr FRA,"DF,MF",Strasbourg,True,22.7,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
Mikkel Desler,28,dk DEN,DF,Toulouse,True,17.2,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Bafodé Diakité,22,fr FRA,DF,Lille,True,18.8,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Moussa Diarra,22,ml MLI,DF,Toulouse,True,15.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Krépin Diatta,24,sn SEN,"DF,FW",Monaco,True,13.4,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Guela Doué,20,ci CIV,DF,Rennes,True,13.7,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
Thomas Foket,28,be BEL,DF,Reims,True,20.4,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Przemysław Frankowski,28,pl POL,DF,Lens,True,24.4,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Samuel Gigot,29,fr FRA,DF,Marseille,True,19.2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Jonathan Gradit,30,fr FRA,DF,Lens,True,23.5,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
Gabriel Gudmundsson,24,se SWE,"DF,FW",Lille,True,14.1,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Frederic Guilbert,28,fr FRA,"DF,MF",Strasbourg,True,27.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Achraf Hakimi,24,ma MAR,DF,Paris S-G,True,21.5,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Lucas Hernández,27,fr FRA,DF,Paris S-G,True,21.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Ismaily,33,br BRA,DF,Lille,True,27.4,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Ismail Jakobs,23,sn SEN,DF,Monaco,True,16.3,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Christopher Jullien,30,fr FRA,DF,Montpellier,True,13.7,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Waren Kamanzi,22,no NOR,"DF,FW",Toulouse,True,13.2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Boubakar Kouyaté,26,ml MLI,DF,Montpellier,True,21.4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Kenny Lala,31,mg MAD,DF,Brest,True,33.0,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Julien Laporte,29,fr FRA,DF,Lorient,True,20.2,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Théo Le Bris,20,fr FRA,"DF,MF",Lorient,True,16.8,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False
Gautier Lloris,28,fr FRA,DF,Le Havre,True,30.9,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Bradley Locko,21,fr FRA,DF,Brest,True,32.9,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Jordan Lotomba,24,ch SUI,DF,Nice,True,20.0,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Soungoutou Magassa,19,fr FRA,"DF,MF",Monaco,True,15.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Ainsley Maitland-Niles,25,eng ENG,"DF,MF",Lyon,True,15.9,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Guillermo Maripán,29,cl CHI,DF,Monaco,True,19.6,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Marquinhos,29,br BRA,DF,Paris S-G,True,17.1,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
Clinton Mata,30,ao ANG,DF,Lyon,True,24.7,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Chancel Mbemba,28,cd COD,DF,Marseille,True,24.5,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Facundo Medina,24,ar ARG,DF,Lens,True,30.2,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Loïc Nego,32,hu HUN,"DF,MF",Le Havre,True,17.3,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Rasmus Nicolaisen,26,dk DEN,DF,Toulouse,True,32.5,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Jake O'Brien,22,ie IRL,DF,Lyon,True,26.3,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Joseph Okumu,26,ke KEN,DF,Reims,True,19.4,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
Warmed Omari,23,fr FRA,DF,Rennes,True,23.0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Becir Omeragic,21,ch SUI,"DF,MF",Montpellier,True,25.7,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Christopher Operi,26,ci CIV,DF,Le Havre,True,27.2,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Nicolas Pallois,35,fr FRA,DF,Nantes,True,17.7,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Andy Pelmard,23,fr FRA,DF,Clermont Foot,True,33.2,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Danilo Pereira,31,pt POR,DF,Paris S-G,True,22.2,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Lucas Perrin,24,fr FRA,DF,Strasbourg,True,30.3,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
Alexsandro Ribeiro,23,br BRA,DF,Lille,True,24.7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
Yoann Salmier,30,gf GUF,DF,Le Havre,True,17.4,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Arouna Sangante,21,sn SEN,DF,Le Havre,True,29.9,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Tiago Santos,21,pt POR,DF,Lille,True,26.3,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Marvin Senaya,22,tg TOG,"DF,MF",Strasbourg,True,23.8,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Wilfried Singo,22,ci CIV,DF,Monaco,True,24.3,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
Milan Škriniar,28,sk SVK,DF,Paris S-G,True,18.1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Gabriel Suazo,25,cl CHI,DF,Toulouse,True,26.2,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
Abakar Sylla,20,ci CIV,DF,Strasbourg,True,19.9,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
Nicolás Tagliafico,30,ar ARG,DF,Lyon,True,23.6,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Montassar Talbi,25,tn TUN,DF,Lorient,True,24.5,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Arthur Theate,23,be BEL,DF,Rennes,True,25.5,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Jean-Clair Todibo,23,fr FRA,DF,Nice,True,29.5,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Souleymane Touré,20,fr FRA,DF,Lorient,True,22.8,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Ismaël Traoré,36,ci CIV,DF,Metz,True,24.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Adrien Truffert,21,fr FRA,DF,Rennes,True,23.8,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Matthieu Udol,27,fr FRA,DF,Metz,True,30.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Vanderson,22,br BRA,DF,Monaco,True,18.2,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
Darlin Yongwa,22,cm CMR,DF,Lorient,True,12.9,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Leny Yoro,17,fr FRA,DF,Lille,True,29.7,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
Etienne Youte Kinkoue,21,fr FRA,DF,Le Havre,True,21.6,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Mehdi Zeffane,31,dz ALG,"DF,MF",Clermont Foot,True,13.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Max Aarons,23,eng ENG,DF,Bournemouth,True,13.7,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Tosin Adarabioyo,25,eng ENG,DF,Fulham,True,18.0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Nayef Aguerd,27,ma MAR,DF,West Ham,True,20.6,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Anel Ahmedhodžić,24,ba BIH,DF,Sheffield Utd,True,29.4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Ola Aina,26,ng NGA,DF,Nott'ham Forest,True,18.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Rayan Aït-Nouri,22,dz ALG,"DF,MF",Wolves,True,25.9,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Kristoffer Ajer,25,no NOR,DF,Brentford,True,20.4,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Manuel Akanji,28,ch SUI,"DF,MF",Manchester City,True,27.9,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Nathan Aké,28,nl NED,DF,Manchester City,True,22.7,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
Trent Alexander-Arnold,24,eng ENG,DF,Liverpool,True,23.9,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Joachim Andersen,27,dk DEN,DF,Crystal Palace,True,37.9,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Calvin Bassey,23,ng NGA,DF,Fulham,True,25.6,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Amari'i Bell,29,jm JAM,DF,Luton Town,True,19.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jayden Bogle,23,eng ENG,DF,Sheffield Utd,True,31.0,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Willy Boly,32,ci CIV,DF,Nott'ham Forest,True,16.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
Jarrad Branthwaite,21,eng ENG,DF,Everton,True,34.6,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Reece Burke,26,eng ENG,DF,Luton Town,True,18.4,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Dan Burn,31,eng ENG,DF,Newcastle Utd,True,30.3,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Diego Carlos,30,br BRA,DF,Aston Villa,True,20.2,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Matty Cash,25,pl POL,DF,Aston Villa,True,23.8,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Timothy Castagne,27,be BEL,DF,Fulham,True,29.3,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Nathan Collins,22,ie IRL,DF,Brentford,True,29.5,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Levi Colwill,20,eng ENG,DF,Chelsea,True,20.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Vladimír Coufal,30,cz CZE,DF,West Ham,True,34.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Marc Cucurella,25,es ESP,DF,Chelsea,True,19.8,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Diogo Dalot,24,pt POR,DF,Manchester Utd,True,35.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Craig Dawson,33,eng ENG,DF,Wolves,True,24.5,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Rúben Dias,26,pt POR,DF,Manchester City,True,28.4,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Lucas Digne,30,fr FRA,DF,Aston Villa,True,26.8,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Axel Disasi,25,fr FRA,DF,Chelsea,True,28.7,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Matt Doherty,31,ie IRL,"DF,MF",Wolves,True,12.8,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Alfie Doughty,23,eng ENG,DF,Luton Town,True,32.5,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
Lewis Dunk,31,eng ENG,DF,Brighton,True,31.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Emerson,24,br BRA,DF,Tottenham,True,12.9,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Jonny Evans,35,nir NIR,DF,Manchester Utd,True,15.5,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Toti Gomes,24,pt POR,DF,Wolves,True,30.8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Joe Gomez,26,eng ENG,DF,Liverpool,True,19.8,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Marc Guéhi,23,eng ENG,DF,Crystal Palace,True,22.5,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Malo Gusto,20,fr FRA,DF,Chelsea,True,19.5,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Joško Gvardiol,21,hr CRO,DF,Manchester City,True,25.9,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Jan Paul van Hecke,23,nl NED,DF,Brighton,True,26.3,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Igor,25,br BRA,DF,Brighton,True,18.2,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Issa Kaboré,22,bf BFA,DF,Luton Town,True,19.2,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
Lloyd Kelly,24,eng ENG,DF,Bournemouth,True,17.3,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Milos Kerkez,19,hu HUN,DF,Bournemouth,True,21.9,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Max Kilman,26,eng ENG,DF,Wolves,True,38.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Jakub Kiwior,23,pl POL,DF,Arsenal,True,10.5,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Ibrahima Konaté,24,fr FRA,DF,Liverpool,True,17.5,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
Ezri Konsa,25,eng ENG,DF,Aston Villa,True,34.1,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Valentino Livramento,20,eng ENG,DF,Newcastle Utd,True,14.6,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Gabriel Magalhães,25,br BRA,DF,Arsenal,True,33.8,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Harry Maguire,30,eng ENG,DF,Manchester Utd,True,18.4,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Teden Mengi,21,eng ENG,DF,Luton Town,True,27.4,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Tyrick Mitchell,23,eng ENG,"DF,MF",Crystal Palace,True,35.6,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Álex Moreno,30,es ESP,DF,Aston Villa,True,11.5,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Murillo,21,br BRA,DF,Nott'ham Forest,True,31.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
Vitaliy Mykolenko,24,ua UKR,DF,Everton,True,27.4,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
Moussa Niakhate,27,sn SEN,DF,Nott'ham Forest,True,16.2,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Dara O'Shea,24,ie IRL,DF,Burnley,True,32.1,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Ben Osborn,28,eng ENG,"DF,MF",Sheffield Utd,True,15.2,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
Gabriel Osho,24,ng NGA,DF,Luton Town,True,20.5,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Emerson Palmieri,28,it ITA,DF,West Ham,True,34.9,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Nathan Patterson,21,sct SCO,DF,Everton,True,11.2,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Ethan Pinnock,30,jm JAM,DF,Brentford,True,28.0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Pedro Porro,23,es ESP,DF,Tottenham,True,34.3,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Chris Richards,23,us USA,"DF,MF",Crystal Palace,True,23.3,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Andrew Robertson,29,sct SCO,DF,Liverpool,True,18.8,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Antonee Robinson,25,us USA,DF,Fulham,True,36.3,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Jack Robinson,29,eng ENG,DF,Sheffield Utd,True,32.1,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Mads Roerslev,24,dk DEN,DF,Brentford,True,22.1,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
Cristian Romero,25,ar ARG,DF,Tottenham,True,31.0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
William Saliba,22,fr FRA,DF,Arsenal,True,38.0,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
Fabian Schär,31,ch SUI,DF,Newcastle Utd,True,33.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Nélson Semedo,29,pt POR,"DF,MF",Wolves,True,34.3,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Marcos Senesi,26,ar ARG,DF,Bournemouth,True,24.9,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Thiago Silva,38,br BRA,DF,Chelsea,True,28.1,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
Adam Smith,32,eng ENG,DF,Bournemouth,True,23.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
James Tarkowski,30,eng ENG,DF,Everton,True,38.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Charlie Taylor,29,eng ENG,DF,Burnley,True,25.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Harry Toffolo,27,eng ENG,DF,Nott'ham Forest,True,16.2,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Takehiro Tomiyasu,24,jp JPN,DF,Arsenal,True,12.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Pau Torres,26,es ESP,DF,Aston Villa,True,27.4,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Kieran Trippier,32,eng ENG,DF,Newcastle Utd,True,24.8,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Auston Trusty,24,us USA,DF,Sheffield Utd,True,28.6,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Destiny Udogie,20,it ITA,DF,Tottenham,True,26.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Virgil van Dijk,32,nl NED,DF,Liverpool,True,35.3,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Raphaël Varane,30,fr FRA,DF,Manchester Utd,True,15.3,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Joël Veltman,31,nl NED,DF,Brighton,True,17.6,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Micky van de Ven,22,nl NED,DF,Tottenham,True,26.0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
Vitinho,24,br BRA,"DF,MF",Burnley,True,25.7,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
Kyle Walker,33,eng ENG,DF,Manchester City,True,30.7,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Aaron Wan-Bissaka,25,eng ENG,DF,Manchester Utd,True,19.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Joel Ward,33,eng ENG,DF,Crystal Palace,True,22.0,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Ben White,25,eng ENG,DF,Arsenal,True,33.2,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Neco Williams,22,wls WAL,DF,Nott'ham Forest,True,18.2,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
Ashley Young,38,eng ENG,"DF,MF",Everton,True,25.3,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Illia Zabarnyi,20,ua UKR,DF,Bournemouth,True,37.0,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Oleksandr Zinchenko,26,ua UKR,DF,Arsenal,True,19.1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Kurt Zouma,28,fr FRA,DF,West Ham,True,31.5,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Francesco Acerbi,35,it ITA,DF,Inter,True,26.5,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Tommaso Augello,28,it ITA,DF,Cagliari,True,26.9,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
Carlos Augusto,24,br BRA,DF,Inter,True,19.2,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Paulo Azzi,29,br BRA,"DF,MF",Cagliari,True,10.6,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Mattia Bani,29,it ITA,DF,Genoa,True,25.6,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Federico Baschirotto,26,it ITA,DF,Lecce,True,36.6,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Alessandro Bastoni,24,it ITA,DF,Inter,True,25.2,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Raoul Bellanova,23,it ITA,DF,Torino,True,33.8,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Bartosz Bereszyński,31,pl POL,DF,Empoli,True,19.6,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Victor Bernth Kristiansen,20,dk DEN,DF,Bologna,True,25.6,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Sam Beukema,24,nl NED,DF,Bologna,True,28.3,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Jaka Bijol,24,si SVN,DF,Udinese,True,23.2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Cristiano Biraghi,30,it ITA,DF,Fiorentina,True,26.2,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
Samuele Birindelli,24,it ITA,DF,Monza,True,22.4,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Domagoj Bradarić,23,hr CRO,DF,Salernitana,True,30.5,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Gleison Bremer,26,br BRA,DF,Juventus,True,35.9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Alessandro Buongiorno,24,it ITA,DF,Torino,True,28.1,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Liberato Cacace,22,nz NZL,DF,Empoli,True,21.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Davide Calabria,26,it ITA,DF,Milan,True,24.3,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Riccardo Calafiori,21,it ITA,DF,Bologna,True,26.1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Luca Caldirola,32,it ITA,DF,Monza,True,23.8,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Andrea Cambiaso,23,it ITA,"DF,FW",Juventus,True,26.4,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Andrea Carboni,22,it ITA,DF,Monza,True,16.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Nicolò Casale,25,it ITA,DF,Lazio,True,17.3,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
Patrick Ciurria,28,it ITA,"DF,MF",Monza,True,17.8,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Diego Coppola,19,it ITA,DF,Hellas Verona,True,18.2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Danilo D'Ambrosio,34,it ITA,DF,Monza,True,17.1,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Danilo,32,br BRA,DF,Juventus,True,27.2,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Matteo Darmian,33,it ITA,DF,Inter,True,26.7,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Juan David Cabal,22,co COL,DF,Hellas Verona,True,16.6,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Paweł Dawidowicz,28,pl POL,DF,Hellas Verona,True,23.8,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Koni De Winter,21,be BEL,DF,Genoa,True,26.4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Giovanni Di Lorenzo,29,it ITA,DF,Napoli,True,35.9,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Federico Dimarco,25,it ITA,DF,Inter,True,23.1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Berat Djimsiti,30,al ALB,DF,Atalanta,True,31.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Patrick Dorgu,18,dk DEN,"DF,MF",Lecce,True,17.4,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Alberto Dossena,24,it ITA,DF,Cagliari,True,33.1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Denzel Dumfries,27,nl NED,DF,Inter,True,18.2,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
Festy Ebosele,20,ie IRL,DF,Udinese,True,18.9,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Kingsley Ehizibue,28,nl NED,DF,Udinese,True,10.6,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Martin Erlic,25,hr CRO,DF,Sassuolo,True,29.1,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
João Ferreira,22,pt POR,DF,Udinese,True,20.2,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
