player,age,nationality,position,team,top5,minutes_90s,Spinta = Low,Spinta = Average,Spinta = High,Costruttore = Low,Costruttore = Average,Costruttore = High,Interventista = Low,Interventista = Average,Interventista = High,Lanci_Lunghi = Low,Lanci_Lunghi = Average,Lanci_Lunghi = High,Falloso = Low,Falloso = Average,Falloso = High
Ki-Jana Hoever,21,nl NED,DF,Stoke City,False,34.1,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Andrew Hughes,31,wls WAL,DF,Preston,False,34.9,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Trai Hume,21,nir NIR,DF,Sunderland,False,45.2,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Bashir Humphreys,20,eng ENG,DF,Swansea City,False,21.0,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Cameron Humphreys,24,eng ENG,DF,Rotherham Utd,False,22.5,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Dominic Hyam,27,sct SCO,DF,Blackburn,False,33.5,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Michael Ihiekwe,30,eng ENG,DF,Sheffield Weds,False,21.4,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Dominic Iorfa,28,eng ENG,DF,Sheffield Weds,False,19.9,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Ben Jackson,22,eng ENG,"DF,MF",Huddersfield,False,14.9,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
Marvin Johnson,32,eng ENG,"DF,MF",Sheffield Weds,False,26.2,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Alfie Jones,25,eng ENG,DF,Hull City,False,45.0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
James Justin,25,eng ENG,DF,Leicester City,False,29.1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Osman Kakay,25,sl SLE,DF,QPR,False,17.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Kaine Kesler-Hayden,20,eng ENG,"DF,MF",Plymouth Argyle,False,19.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Josh Key,23,eng ENG,"DF,FW",Swansea City,False,24.4,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
Cédric Kipré,26,ci CIV,DF,West Brom,False,42.5,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Liam Kitching,23,eng ENG,DF,Coventry City,False,24.8,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Ethan Laird,22,eng ENG,DF,Birmingham City,False,22.2,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Joël Latibeaudière,23,jm JAM,"DF,MF",Coventry City,False,30.3,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Tom Lees,32,eng ENG,DF,Huddersfield,False,28.0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Dexter Lembikisa,19,jm JAM,DF,Rotherham Utd,False,22.3,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
Ryan Leonard,31,eng ENG,DF,Millwall,False,30.1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
Jamal Lewis,25,nir NIR,"DF,MF",Watford,False,30.8,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
Liam Lindsay,27,sct SCO,DF,Preston,False,45.7,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Ryan Manning,27,ie IRL,DF,Southampton,False,30.5,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Sam McCallum,22,eng ENG,DF,Norwich City,False,16.4,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Mark McGuinness,22,ie IRL,DF,Cardiff City,False,28.8,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Sean McLoughlin,26,ie IRL,DF,Hull City,False,13.0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
Paddy McNair,28,nir NIR,DF,Middlesbrough,False,19.5,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
Luke McNally,23,ie IRL,DF,Stoke City,False,35.5,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Dan McNamara,24,ie IRL,"DF,MF",Millwall,False,23.0,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Liam Millar,23,ca CAN,"DF,MF",Preston,False,28.3,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Mickel Miller,27,eng ENG,"DF,MF",Plymouth Argyle,False,19.5,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
Sean Morrison,32,eng ENG,DF,Rotherham Utd,False,21.6,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Yuta Nakayama,26,jp JPN,DF,Huddersfield,False,18.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Perry Ng,27,eng ENG,DF,Cardiff City,False,37.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Brooke Norton-Cuffy,19,eng ENG,"DF,MF",Millwall,False,25.3,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False
Luke O'Nien,28,eng ENG,DF,Sunderland,False,43.0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Hakeem Odoffin,25,eng ENG,"DF,MF",Rotherham Utd,False,34.5,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Kenneth Paal,26,sr SUR,DF,QPR,False,42.2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Liam Palmer,31,sct SCO,"DF,MF",Sheffield Weds,False,26.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Matty Pearson,29,eng ENG,DF,Huddersfield,False,36.0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Lee Peltier,36,eng ENG,DF,Rotherham Utd,False,20.3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Ricardo Pereira,29,pt POR,"DF,MF",Leicester City,False,36.4,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Matt Phillips,32,sct SCO,"DF,FW",West Brom,False,17.0,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Harry Pickering,24,eng ENG,DF,Blackburn,False,33.3,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Erik Pieters,34,nl NED,DF,West Brom,False,17.5,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Julio Pleguezuelo,26,es ESP,DF,Plymouth Argyle,False,22.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Ryan Porteous,24,sct SCO,DF,Watford,False,33.7,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
Brad Potts,29,eng ENG,DF,Preston,False,29.5,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Cameron Pring,25,eng ENG,DF,Bristol City,False,37.8,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Seb Revan,20,eng ENG,DF,Rotherham Utd,False,30.4,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
Haydon Roberts,21,eng ENG,DF,Bristol City,False,13.9,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Joe Rodon,25,wls WAL,DF,Leeds United,False,41.4,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
Michael Rose,27,sct SCO,DF,Stoke City,False,34.9,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Dion Sanderson,23,eng ENG,DF,Birmingham City,False,36.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Dan Scarr,28,eng ENG,DF,Plymouth Argyle,False,24.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Francisco Sierralta,26,cl CHI,"DF,MF",Watford,False,21.9,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Jack Stacey,27,eng ENG,DF,Norwich City,False,42.8,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Jack Stephens,29,eng ENG,DF,Southampton,False,16.6,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Enda Stevens,33,ie IRL,DF,Stoke City,False,17.1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Jordan Storey,25,eng ENG,DF,Preston,False,40.0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Pascal Struijk,23,nl NED,DF,Leeds United,False,22.1,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
George Tanner,23,eng ENG,DF,Bristol City,False,33.7,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Bobby Thomas,0,eng ENG,DF,Coventry City,False,41.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jordan Thompson,26,nir NIR,"DF,MF",Stoke City,False,24.6,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Conor Townsend,30,eng ENG,DF,West Brom,False,34.7,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Pol Valentín,26,es ESP,"DF,MF",Sheffield Weds,False,24.5,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
Jannik Vestergaard,30,dk DEN,DF,Leicester City,False,41.3,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Zak Vyner,26,ke KEN,DF,Bristol City,False,35.0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Kyle Walker-Peters,26,eng ENG,DF,Southampton,False,42.9,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
Murray Wallace,30,sct SCO,DF,Millwall,False,23.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Scott Wharton,25,eng ENG,DF,Blackburn,False,23.1,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Jack Whatmough,26,eng ENG,"DF,MF",Preston,False,14.0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Ben Wilmot,23,eng ENG,DF,Stoke City,False,22.7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Nathan Wood-Gordon,21,eng ENG,DF,Swansea City,False,23.4,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
Luke Woolfenden,24,eng ENG,DF,Ipswich Town,False,40.1,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
Patrick van Aanholt,32,nl NED,DF,PSV Eindhoven,False,12.4,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Shawn Adewoye,23,be BEL,DF,RKC Waalwijk,False,26.0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Hamdi Akujobi,23,nl NED,"DF,FW",Almere City,False,17.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Jamal Amofa,24,nl NED,DF,Go Ahead Eag,False,18.5,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Carlens Arcus,27,ht HAI,DF,Vitesse,False,24.2,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Youri Baas,20,nl NED,"DF,FW",NEC Nijmegen,False,19.1,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
Saïd Bakari,28,km COM,DF,Sparta R'dam,False,31.7,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Navajo Bakboord,24,nl NED,DF,Heracles Almelo,False,18.7,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Théo Barbet,22,fr FRA,DF,Almere City,False,20.2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Riechedly Bazoer,26,nl NED,DF,AZ Alkmaar,False,27.0,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Sven van Beek,29,nl NED,DF,Heerenveen,False,29.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Thomas Beelen,22,nl NED,DF,Feyenoord,False,14.4,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
Benaissa Benamar,26,ma MAR,DF,Volendam,False,25.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Mimeirhel Benita,19,nl NED,DF,Excelsior,False,10.5,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Paweł Bochniewicz,27,pl POL,DF,Heerenveen,False,25.7,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Olivier Boscagli,25,fr FRA,DF,PSV Eindhoven,False,31.5,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Oliver Braude,19,no NOR,DF,Heerenveen,False,23.5,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Damian van Bruggen,27,nl NED,DF,Almere City,False,27.8,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Oskar Buur,25,dk DEN,DF,Volendam,False,18.3,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
Yoann Cathline,21,fr FRA,"DF,FW",Almere City,False,19.1,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
Enzo Cornelisse,20,nl NED,"DF,MF",Vitesse,False,17.1,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
George Cox,25,eng ENG,"DF,MF",Volendam,False,21.3,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Mats Deijl,26,nl NED,DF,Go Ahead Eag,False,30.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Mike van der Hoorn,30,nl NED,DF,Utrecht,False,18.5,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
Djevencio van der Kust,22,sr SUR,DF,Sparta R'dam,False,27.8,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Sergiño Dest,22,us USA,DF,PSV Eindhoven,False,23.5,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
Mitchell Dijks,30,nl NED,DF,Fortuna Sittard,False,26.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Josh Flint,22,eng ENG,DF,Volendam,False,24.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Sherel Floranus,24,cw CUW,DF,Almere City,False,28.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
Anton Gaaei,20,dk DEN,DF,Ajax,False,12.9,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Juriën Gaari,29,cw CUW,DF,RKC Waalwijk,False,18.3,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
Anselmo García MacNulty,20,ie IRL,DF,Zwolle,False,27.9,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Lutsharel Geertruida,23,nl NED,DF,Feyenoord,False,33.8,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
Rodrigo Guth,22,br BRA,DF,Fortuna Sittard,False,31.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Dávid Hancko,25,sk SVK,DF,Feyenoord,False,33.7,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Quilindschy Hartman,21,nl NED,DF,Feyenoord,False,23.0,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Jorrel Hato,17,nl NED,DF,Ajax,False,32.9,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Ramon Hendriks,22,nl NED,DF,Vitesse,False,29.4,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Mees Hilgers,22,nl NED,DF,Twente,False,24.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Justin Hoogma,25,nl NED,DF,Heracles Almelo,False,28.7,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Siebe Horemans,25,be BEL,DF,Excelsior,False,33.6,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Nicolas Isimat-Mirin,31,fr FRA,DF,Vitesse,False,24.2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Joey Jacobs,23,nl NED,DF,Almere City,False,21.8,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
Jochem van de Kamp,19,nl NED,"DF,MF",Almere City,False,21.1,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False
Souffian El Karouani,22,ma MAR,DF,Utrecht,False,27.2,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Sam Kersten,25,nl NED,DF,Zwolle,False,34.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Mats Köhlert,25,de GER,DF,Heerenveen,False,32.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Joris Kramer,26,nl NED,DF,Go Ahead Eag,False,28.5,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Bas Kuipers,28,nl NED,DF,Go Ahead Eag,False,32.8,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Thomas Lam,29,fi FIN,DF,Zwolle,False,29.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Julian Lelieveld,25,nl NED,DF,RKC Waalwijk,False,26.9,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Loïc Mbe Soh,22,fr FRA,DF,Almere City,False,14.0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Aaron Meijers,35,nl NED,DF,RKC Waalwijk,False,25.6,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
David Møller Wolfe,21,no NOR,DF,AZ Alkmaar,False,26.4,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Gerrit Nauber,31,de GER,DF,Go Ahead Eag,False,19.5,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Sven Nieuwpoort,30,nl NED,DF,Excelsior,False,16.3,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
Bram Nuytinck,33,nl NED,DF,NEC Nijmegen,False,26.7,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Alois Oroz,22,hr CRO,DF,Vitesse,False,21.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Alexandre Penetra,21,pt POR,DF,AZ Alkmaar,False,19.5,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
Ivo Pinto,33,pt POR,DF,Fortuna Sittard,False,31.2,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
Michael Pinto,30,lu LUX,DF,Vitesse,False,20.2,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Brian Plat,23,nl NED,DF,Volendam,False,22.0,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Bram van Polen,37,nl NED,DF,Zwolle,False,29.5,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Robin Pröpper,29,nl NED,DF,Twente,False,30.5,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
André Ramalho,31,br BRA,DF,PSV Eindhoven,False,26.2,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Youri Regeer,19,nl NED,"DF,MF",Twente,False,19.5,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Devyne Rensch,20,nl NED,DF,Ajax,False,24.6,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Bart van Rooij,22,nl NED,DF,NEC Nijmegen,False,21.9,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Ruben Roosken,23,nl NED,"DF,FW",Heracles Almelo,False,14.6,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Mathias Ross,22,dk DEN,DF,NEC Nijmegen,False,11.6,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Alfons Sampsted,25,is ISL,DF,Twente,False,17.1,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Philippe Sandler,26,nl NED,DF,NEC Nijmegen,False,20.8,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Dimitris Siovas,34,gr GRE,DF,Fortuna Sittard,False,25.6,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Gijs Smal,25,nl NED,DF,Twente,False,22.8,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Sven Sonnenberg,24,de GER,DF,Heracles Almelo,False,18.4,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Yukinari Sugawara,23,jp JPN,DF,AZ Alkmaar,False,28.4,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Josip Šutalo,23,hr CRO,DF,Ajax,False,22.0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
Hidde ter Avest,26,nl NED,DF,Utrecht,False,22.9,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Jordan Teze,23,nl NED,DF,PSV Eindhoven,False,27.6,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Dario Van den Buijs,27,be BEL,DF,RKC Waalwijk,False,28.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Syb Van Ottele,21,nl NED,"DF,MF",Heerenveen,False,15.9,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Tijs Velthuis,21,nl NED,DF,Sparta R'dam,False,19.6,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Calvin Verdonk,26,id IDN,DF,NEC Nijmegen,False,31.7,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Nick Viergever,33,nl NED,DF,Utrecht,False,22.8,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Siemen Voet,23,be BEL,DF,Fortuna Sittard,False,10.9,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
Bart Vriends,32,nl NED,DF,Sparta R'dam,False,24.5,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Casper Widell,20,se SWE,DF,Excelsior,False,25.8,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Jetro Willems,29,nl NED,DF,Heracles Almelo,False,11.9,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Redouan El Yaakoubi,27,nl NED,"DF,MF",Excelsior,False,25.1,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Arthur Zagre,21,fr FRA,DF,Excelsior,False,25.7,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Rodrigo Abascal,29,uy URU,DF,Boavista,False,27.5,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
Martin Agirregabiria,27,es ESP,DF,Famalicão,False,13.4,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Alemão,20,br BRA,DF,Portimonense,False,26.3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Pedro Álvaro,23,pt POR,DF,Estoril,False,19.9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Pedro Amador,24,pt POR,DF,Moreirense,False,12.6,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Tiago Araújo,22,pt POR,"DF,MF",Estoril,False,25.0,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Fredrik Aursnes,27,no NOR,DF,Benfica,False,31.0,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
Chidozie Awaziem,26,ng NGA,DF,Boavista,False,21.7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Toni Borevkovic,26,hr CRO,DF,Vitória,False,22.7,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Cristian Borja,30,co COL,DF,Braga,False,27.2,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Leonardo Buta,21,pt POR,DF,Gil Vicente FC,False,24.3,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
José Carlos,25,pt POR,DF,Gil Vicente FC,False,21.4,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Carraça,30,pt POR,"DF,MF",Chaves,False,11.1,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Sebastián Coates,32,uy URU,DF,Sporting CP,False,25.3,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
João Pedro Araújo Correia,26,cv CPV,"DF,MF",Chaves,False,23.3,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
Gonçalo Costa,23,pt POR,"DF,MF",Portimonense,False,19.0,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Tomás Costa Silva,23,pt POR,DF,Vizela,False,29.1,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
Sandro Cruz,22,ao ANG,"DF,MF",Chaves,False,18.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Ousmane Diomande,19,ci CIV,DF,Sporting CP,False,23.5,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
Tiago Esgaio,27,pt POR,DF,Arouca,False,25.3,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Fabiano,23,br BRA,DF,Moreirense,False,23.7,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Volnei Feltes,23,br BRA,DF,Estoril,False,16.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Jorge Filipe Oliveira Fernandes,26,pt POR,DF,Vitória,False,27.1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
Rúben Fernandes,37,pt POR,DF,Gil Vicente FC,False,29.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Filipe Ferreira,32,pt POR,DF,Boavista,False,19.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Marcelo dos Santos Ferreira,34,br BRA,DF,Moreirense,False,26.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Godfried Frimpong,24,nl NED,DF,Moreirense,False,22.4,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Gaspar,25,ao ANG,DF,Estrela,False,26.1,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Victor Gomez,23,es ESP,DF,Braga,False,22.6,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Guga,19,pt POR,"DF,MF",Portimonense,False,17.0,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
Justin de Haas,23,nl NED,DF,Famalicão,False,17.8,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Gonçalo Inácio,21,pt POR,DF,Sporting CP,False,27.6,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
Anderson Jesus,28,br BRA,DF,Vizela,False,27.7,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
Larra,25,es ESP,"DF,MF",Casa Pia,False,27.9,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Orest Lebedenko,24,ua UKR,DF,Vizela,False,16.1,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Leonardo Lelo,23,pt POR,"DF,MF",Casa Pia,False,32.7,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Pedro Malheiro,22,pt POR,"DF,MF",Boavista,False,21.9,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Mansur,30,br BRA,DF,Estrela,False,15.6,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Manuel Manu,22,pt POR,"DF,MF",Vitória,False,19.7,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Maracás,29,br BRA,DF,Moreirense,False,28.5,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
João Mário Lopes,23,pt POR,DF,Porto,False,22.9,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
Igor Marques,24,br BRA,"DF,MF",Portimonense,False,16.5,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
Bogdan Milovanov,25,ua UKR,DF,Arouca,False,13.4,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Francisco Montero,24,es ESP,DF,Arouca,False,28.7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Morato,22,br BRA,DF,Benfica,False,16.9,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Moura,23,pt POR,DF,Famalicão,False,33.0,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
Zach Muscat,29,mt MLT,DF,Farense,False,18.7,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Nathan,21,br BRA,DF,Famalicão,False,20.5,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
Miguel Nóbrega,23,pt POR,DF,Rio Ave,False,18.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Ygor Nogueira,28,br BRA,DF,Chaves,False,18.4,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
Paulo Oliveira,31,pt POR,DF,Braga,False,18.6,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Bruno Onyemaechi,24,ng NGA,"DF,MF",Boavista,False,21.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Nicolás Otamendi,35,ar ARG,DF,Benfica,False,30.6,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
